date,BBB_sh,AAA_sh,detrendedMean,g,b_liq,b_safe,FF,z,p-mkp,w-mkp,pol,fg1,fg2,fg3,fg4,fg5,fg6,pi-LR,mu,me,zp,dt
2007-03-31,0.0,0.0,0.6382303744163265,-0.0073054526983695744,-0.5166380878303789,0.5574678877761974,-0.0005969336840938588,-3.407781736797233e-5,-1.014623403438053,-0.2084441635246237,0.07195505659123302,0.0,0.0,0.0,0.0,0.0,0.0,0.10037411165972898,-0.03136104496778147,1.5498729857546856,0.0002537902902499667,0.13816764303886675
2007-06-30,0.0,0.0,-1.00074734202924,-0.007164932779291089,-0.554153307920302,0.6369121301577518,-0.0006246687923150418,-5.6446799157061633e-5,-1.2407264673150453,-0.22418228833369636,0.07353078175982297,0.0,0.0,0.0,0.0,0.0,0.0,0.10452012647175213,-0.031211655084839585,0.14018827997830385,0.0003188816002586137,0.1365926782651572
2007-09-30,0.0,0.0,-0.7828291269648124,-0.007320028461965666,-0.5924429093505656,0.6959367682479067,-0.0005014577378226193,-2.2688915746194027e-5,0.16623087666973735,-0.22063891516448386,0.0683938838065723,0.0,0.0,0.0,0.0,0.0,0.0,0.11122292260981048,-0.03124298103108769,-1.0786393072211853,0.0004420784246672582,0.13503739864919595
2007-12-31,0.0,0.0,-0.05786458203216327,-0.0068596614853810856,-0.6256057557319838,0.736802072759013,-0.0006820689810060898,4.807854847577175e-6,-1.5631340396394244,-0.22171395321679555,0.07168884238826223,0.0,0.0,0.0,0.0,0.0,0.0,0.11329541423046319,-0.03134972078738807,1.3639234319072768,0.0005386421391584406,0.1335014333323281
2008-03-31,0.0,0.0,-0.8454080417224397,-0.006784911488999512,-0.6447594625430875,0.744738724341043,0.00027691131203599895,-0.0001061733075680138,-0.01005821622712677,-0.1987149631095586,0.08119513177771154,0.0,0.0,0.0,0.0,0.0,0.0,0.11877155739199452,-0.03165198599824892,-1.0007114456202282,0.0006363207418313976,0.13198442367117202
2008-06-30,0.0,0.0,-0.03352529329063714,-0.006568501095771673,-0.6668825979062265,0.7715351116222902,0.0006616708353446299,-8.360592937961542e-5,-1.5769439073721192,-0.20996977396543492,0.07429353033936437,0.0,0.0,0.0,0.0,0.0,0.0,0.1209449528100981,-0.0318309659966709,1.3886888092480731,0.0008327628452597935,0.1304860226972071
2008-09-30,0.0,0.0,-1.8015491847912068,-0.005805474432840629,-0.6826405307845285,0.7893910138730531,0.0013672233590389382,-1.7845636834934453e-5,-0.17814074800182045,-0.1644201439419346,0.06901052628554005,0.0,0.0,0.0,0.0,0.0,0.0,0.12738585032192606,-0.03230898577275543,-1.798886140164624,0.0009868580426175555,0.1290058946018302
2008-12-31,0.0,0.0,-1.6690555278974228,-0.006695079241036961,-0.7204826908127293,0.6997050390363468,0.003485004514169887,0.0001833976737808385,0.3076514006931763,-0.1413614907803784,0.06119877985144573,0.01921681523671115,0.00025327526791407706,-0.0007195036498264251,-0.0013064174040233745,-0.0014345455590314415,-0.002022690408021166,0.1327275938541428,-0.033815241820911446,-2.054321631612921,0.001062753565372887,0.12754371424703592
2009-03-31,0.0,0.0,-1.33262169742987,-0.007354509839285761,-0.7159467503233929,0.602531834329334,0.005206537658208887,0.00021033172872275685,-1.011321998219905,-0.13187255308394485,0.059518106441447394,0.012030970572940447,-0.0023353878018772534,-0.0031977130121263464,-0.003967368348356537,-0.004228444468068471,-0.005869931468260869,0.13393543764834703,-0.03487969411770653,-0.3134717622672256,0.0008688359279807045,0.12609916669865662
2009-06-30,0.0,0.0,-2.6781332932796387,-0.007626505638491654,-0.6760068037255818,0.5273394552176014,0.00553464151473726,-4.6481384885499466e-5,-1.0188402450546197,-0.0949171415837724,0.07616608679332781,0.0003422395044916371,-0.005501565679233433,-0.0056166066309426554,-0.006546454992761852,-0.007042447388339035,-0.00952957055482262,0.13509277558070298,-0.03558430295643733,-1.618855132429886,0.0005359058071752187,0.12467194678236204
2009-09-30,0.0,0.0,-2.498848255497488,-0.0077052404998334545,-0.598034421937288,0.4560187453487963,0.005117968327406075,-9.820986652808728e-5,0.22966452747428256,-0.04374360075761752,0.09625842069906909,-0.016879709128081455,-0.008374874487893091,-0.007779525756446137,-0.008930851027488806,-0.009471425737717087,-0.012526643917010194,0.13787100050981493,-0.03585770342968697,-2.718227226181069,0.0004004625021813979,0.12326175866002043
2009-12-31,0.0,0.0,-1.9831793498745975,-0.007100957736561053,-0.5364708790119521,0.39866888088428976,0.004714232943658914,-2.2323085735465042e-5,-1.4626379303972037,-0.02637456331429089,0.12201287360527058,-0.026377517361442226,-0.01072257759214823,-0.009770794269103877,-0.011005392549767734,-0.011519345094390676,-0.015323088929808382,0.13690360346914066,-0.03604184429842894,-0.5636333700830942,0.0003560172048500121,0.12186831542753129
2010-03-31,0.0,0.0,-2.4126378725739306,-0.006587855271078524,-0.49358504142391624,0.37225262858124886,0.004568454166320457,-3.269936560412745e-5,-1.2599280721592887,-0.0388929506846325,0.14948605246167812,-0.03201745538247147,-0.012729861394367159,-0.011271041773408541,-0.012450312024492316,-0.013097165184838833,-0.017263654101751236,0.13726393595761,-0.036269409688149956,-1.2067792864406068,0.0002907058819667796,0.1204913387307549
