date,g_sh,b_liqtil_sh,b_liqp_sh,b_safetil_sh,b_safep_sh,mu_sh,z_sh,lambda_f_sh,lambda_w_sh,rm_sh,sigma_omega_sh,mu_e_sh,gamma_sh,pi_star_sh,lr_sh,zp_sh,tfp_sh,gdpdef_sh,corepce_sh,gdp_sh,gdi_sh,BBB_sh,AAA_sh,dettrend,detrendedMean
2007-03-31,0.0058439497231832505,0.00015691499020142885,-2.586995419040794,0.14608591319933417,1.4726053863233446,-0.008429038965152014,-0.0006239390511475484,1.727790776323257,-0.9247347273233841,0.014509655116112796,0.0008216202746380574,0.0,0.0,0.03745314633365471,0.0,0.006178268088485872,0.0,0.4747583873582206,0.0,0.0,0.0,0.0,0.0,2.192294423631913,2.5234008809228436
2007-06-30,0.00600943432882417,0.00026363292608966304,-2.7831477174592,0.18026153815511314,1.6306717557311279,-0.00825516529955328,-0.0009565494595298318,0.15683863710294066,-0.965804979687479,0.014500322127353193,0.0008868036586617833,0.0,0.0,0.1418861966049345,0.0,0.007247262584431091,0.0,0.3972185299953468,0.0,0.0,0.0,0.0,0.0,2.176504442429783,0.8844231644772771
2007-09-30,0.005836479233978231,2.596994597148239e-5,-2.908697879905553,0.17871210382855995,1.835211649358226,-0.008405853407977837,-0.0005522212892516976,0.08340937715674013,-0.9710277039845838,0.007469913656543703,0.0009174768370812103,0.0,0.0,0.44558038730198035,0.0,0.010597266516132464,0.0,0.335416420605017,0.0,0.0,0.0,0.0,0.0,2.1608494449976146,1.1023413795417047
2007-12-31,0.006045259502474032,0.00021607525584332876,-3.1128411379540144,0.2132691220995353,1.7907610714453126,-0.008547864038754849,-0.00022235864611808154,1.0823729901746404,-0.9091733892568232,0.008830076711574542,0.0007994330854410592,0.0,0.0,0.35544395568309906,0.0,0.011257274044917942,0.0,0.30972166362803755,0.0,0.0,0.0,0.0,0.0,2.1453280453680446,1.827305924474354
2008-03-31,0.0060191826595001885,0.00022863540811712824,-3.1524113221405137,0.2097345576385079,1.8606628903697908,-0.008967194844022863,-0.001612886138557812,0.061232967392799154,-0.7935683664431314,0.010461214164059207,0.0014465566912758021,0.0,0.0,0.5790470908584311,0.0,0.01311252991227363,0.0,0.20490146140439425,0.0,0.0,0.0,0.0,0.0,2.1299388776317763,1.0397624647840775
2008-06-30,0.006211804117883801,0.00031662688051437016,-3.3045095385973,0.22090834549624017,1.8403155013982264,-0.008936583307972423,-0.0006555133712282668,1.1801404870825039,-0.8156956643207813,0.004189773822815823,0.0015496307432805168,0.0,0.0,0.4627602257516239,0.0,0.016217797913387066,0.0,0.2065130377037816,0.0,0.0,0.0,0.0,0.0,2.11468059544746,1.85164521321588
2008-09-30,0.006755009007219925,0.0003188078491200841,-3.3668571827661364,0.21389462067678,1.9559735318937843,-0.00943307232457169,0.000821259087802062,-0.8046661580660919,-0.6811172613780947,-0.002148820709457766,0.001880297996548208,0.0,0.0,0.6878817096224843,0.0,0.01783880448391617,0.0,0.06890607516039093,0.0,0.0,0.0,0.0,0.0,2.0995518715687833,0.08362132171531034
2008-12-31,0.006239100094362904,-9.261750866240703e-5,-3.5310094430397343,0.1595254711037386,1.9510962622195427,-0.011602437948188271,0.003784204804069269,-0.6386745360714374,-0.6715924315827237,-0.006737022799885306,0.003232596109814523,0.0,0.0,0.9770941186812765,0.0,0.017184440465900508,0.0,-0.015890673091711882,0.0,0.0,0.0,0.0,0.0,2.084551397389478,0.21611497860909434
2009-03-31,0.006494760277342415,-0.0007830152474075369,-3.5112817982761113,0.07805733512875612,1.7868622840765847,-0.012232424707514511,0.0034876463016253467,0.10870453742957142,-0.763994427971082,0.010633077031529936,0.004073211493338391,0.0,0.0,0.8674716494361023,0.0,0.011359044895509207,0.0,-0.005871398056744859,0.0,0.0,0.0,0.0,0.0,2.0696778825031625,0.5525488090766473
2009-06-30,0.0069686860260542716,-0.0008345882414162453,-3.3103480256212903,0.05297743400884958,1.6581810672361197,-0.012184047753516225,-0.0007638847278834682,-1.0940582519269992,-0.7152756984995845,0.01270992848354524,0.0039033549639633236,0.0,0.0,0.7390174563065788,0.0,0.002504605206854471,0.0,-0.08450954459457982,0.0,0.0,0.0,0.0,0.0,2.0549300542803017,-0.7929627867731215
