date,BBB_sh,AAA_sh,detrendedMean,g,b_liq,b_safe,FF,z,p-mkp,w-mkp,pol,fg1,fg2,fg3,fg4,fg5,fg6,pi-LR,mu,me,zp,dt
2007-03-31,0.0,0.0,-1.5855299738289697,-0.4292512760761147,0.23021514460515036,-0.09730305889641411,-0.23885762210275052,-1.4494837626015111,-0.14971502125751268,0.328968112180017,0.6611857703593182,0.0,0.0,0.0,0.0,0.0,0.0,-0.2552674539470279,0.11541113486854826,-0.31890221184228684,-0.004745605937861441,0.06903742019293002
2007-06-30,0.0,0.0,-0.30436227498515933,0.5799394286757353,-0.01854197055635165,0.21542058634784755,-0.1632502097020816,0.45735472809806943,-0.06725712053913258,-0.16533004736785095,-0.8213479144171032,0.0,0.0,0.0,0.0,0.0,0.0,0.01926105887715135,0.1624170499405997,-0.19131807004179047,-0.36470576148973644,0.06829149277629565
2007-09-30,0.0,0.0,-0.43460950010252297,-0.6512039240985423,-0.4371150829353576,0.4348485217213982,-0.3624327588649834,-0.9039493099156748,-0.03641260570159677,0.036956729346315775,-0.24043327747663712,0.0,0.0,0.0,0.0,0.0,0.0,0.1541792146927401,0.017794952646243978,1.909757508365284,-0.38638643937530803,0.0675542672504914
2007-12-31,0.0,0.0,-0.19930744350409313,0.18836121722760613,-0.43446725030305,0.1675878569091127,-0.5652468242350772,-0.3184884144887823,-0.037361112663925056,0.2234350243662364,0.8787343782823864,0.0,0.0,0.0,0.0,0.0,0.0,0.14435587111201187,-0.07458694427987522,-0.1324857065430618,-0.29251979447484366,0.06682562860325092
2008-03-31,0.0,0.0,-4.416494125721481,-0.21726433925675082,-1.0026727780802713,-1.4891540153974758,-0.615872396450623,-0.6690883607475495,0.04208823538334183,0.14075235667518893,1.1179249764595278,0.0,0.0,0.0,0.0,0.0,0.0,0.150879511441393,-0.013557121315876941,-1.3324972944164015,-0.5392838134512301,0.06610546360816816
2008-06-30,0.0,0.0,-0.3061937726471564,-0.24353946448325559,-0.436691648665688,-1.1764360928631867,-0.5769059905974983,0.1303192593943514,0.11804629791309917,-0.032175082189911386,1.1869283639470707,0.0,0.0,0.0,0.0,0.0,0.0,0.16627085895870586,-0.016353561661797134,1.1076613628508314,-0.5666580166681756,0.06539366079170161
2008-09-30,0.0,0.0,-4.780370710108073,1.2271031140897115,-0.9919104694882996,-1.9201273305175404,-0.5198186598128429,0.13646360374013344,0.10037197179058044,0.13171007854508865,-1.3373024387932864,0.0,0.0,0.0,0.0,0.0,0.0,0.04482625881641056,0.05151737453767957,-1.0745489853159929,-0.633511819444077,0.06469011040004524
2008-12-31,0.0,0.0,-11.156328106544178,2.3756074023956852,-2.832368281742681,-3.407090146739966,-1.0133721979878607,-3.066227368057184,0.38835668627681397,0.2037189507488657,-2.4809522614627433,-0.7306808511784002,-0.3426476943283685,-0.05996222093318515,-0.010270881147900202,-0.004299534598128929,-0.006058230907135531,0.260329951003313,0.522744382187712,-0.14174866650341622,-1.0356925268438233,0.06399470436775356
2009-03-31,0.0,0.0,-7.144042195638689,0.32607943162148434,-0.5103742777702758,-1.6523168652521236,-1.2876896219763179,-0.1134083841683009,0.497041909014162,-0.4393534315079828,-3.678834036054812,-0.8701218252833542,-0.5008403864959043,-0.1980819851702731,-0.020425096299625523,-0.034538995868726996,-0.047783268372225685,0.3892834244385135,-0.1774672436799296,2.1333423724144818,-0.9637814621720642,0.06330733628627794
2009-06-30,0.0,0.0,-3.3857950005289905,0.2493577464106389,0.6165592757393368,-0.5774314793750013,-0.733379271726986,2.2018109296130017,0.48240968608990187,0.7092868953631593,-2.7574771596522663,-0.4451368671127942,-0.41715412964429266,-0.2997754600106539,-0.10564979940730357,-0.02758096980458591,-0.11144164767756815,-0.05584044734914251,-0.34186467985060087,-0.9806048860146799,-0.7397598232965708,0.06262790137387952
