Date,smoothed_gdp_1,smoothed_gdp_2,smoothed_gdp_3,smoothed_gdp_4,smoothed_gdp_5,smoothed_gdp_6,smoothed_gdp_7,smoothed_gdp_8,smoothed_gdp_9,smoothed_gdp_10,smoothed_gdp_11,smoothed_gdp_12,smoothed_gdp_13,smoothed_gdp_14,smoothed_gdp_15,smoothed_gdp_16,smoothed_gdp_17,smoothed_gdp_18,smoothed_gdp_19,smoothed_gdp_20,smoothed_gdp_21,smoothed_gdp_22,smoothed_gdp_23,smoothed_gdp_24,smoothed_gdp_25,smoothed_gdp_26,smoothed_gdp_27,smoothed_gdp_28,smoothed_gdp_29,smoothed_gdp_30,smoothed_gdp_31,smoothed_gdp_32,smoothed_gdp_33,smoothed_gdp_34,smoothed_gdp_35,smoothed_gdp_36,smoothed_gdp_37,smoothed_gdp_38,smoothed_gdp_39,smoothed_gdp_40,smoothed_gdp_41,smoothed_gdp_42,smoothed_gdp_43,smoothed_gdp_44,smoothed_gdp_45,smoothed_gdp_46,smoothed_gdp_47,smoothed_gdp_48,smoothed_gdp_49,smoothed_gdp_50,smoothed_gdp_51,smoothed_gdp_52,smoothed_gdp_53,smoothed_gdp_54,smoothed_gdp_55,smoothed_gdp_56,smoothed_gdp_57,smoothed_gdp_58,smoothed_gdp_59,smoothed_gdp_60,smoothed_gdp_61,smoothed_gdp_62,smoothed_gdp_63,smoothed_gdp_64,smoothed_gdp_65,smoothed_gdp_66,smoothed_gdp_67,smoothed_gdp_68,smoothed_gdp_69,smoothed_gdp_70,smoothed_gdp_71,smoothed_gdp_72,smoothed_gdp_73,smoothed_gdp_74,smoothed_gdp_75,smoothed_gdp_76,smoothed_gdp_77,smoothed_gdp_78,smoothed_gdp_79,smoothed_gdp_80,smoothed_gdp_81,smoothed_gdp_82,smoothed_gdp_83,smoothed_gdp_84,smoothed_gdp_85,smoothed_gdp_86,smoothed_gdp_87,smoothed_gdp_88,smoothed_gdp_89,smoothed_gdp_90,smoothed_gdp_91,smoothed_gdp_92,smoothed_gdp_93,smoothed_gdp_94,smoothed_gdp_95,smoothed_gdp_96,smoothed_gdp_97,smoothed_gdp_98,smoothed_gdp_99,smoothed_gdp_100
1969-12-31,346709878961515,1.56377992802636e+15,-1.04417020972865e+15,808233505719143,0.863101157844727,-1.89206025263541e+16,2.19764579200279,2.70459742570042e+15,141886111029434,615129932605051,-1.64513824332666e+15,-16.3837414289807,68.4855804493919,-231.483121728753,-2.1528833461425e+16,-87933488136978.8,-42430457699491.7,3.61940703600564e+15,36241015434822.1,-4.51493595420434e+15,-1.15530867171939e+15,-680249555092975,-60093706674968.1,658170028884583,-828777376923395,-525660456158593,-2.99200129906498e+15,4.10358935145642e+15,-3.13754747238243e+15,-1.20154727919781e+15,-5.33816325928035,-114722273001513,-5.55984364754736,-4.38258160991982,-44.3174903867078,663959640822785,-265878469221537,-16.495073459115,73792968891364.2,-3.70375659071534e+15,540330196262327,-474691968119976,-103.829361598097,170589613508139,-1.21886560532541e+15,384152826812411,-4.74619791559102e+15,544785213900320,-1.33732808717303e+15,-2.79548833188972e+17,-573845567024751,-823952826298880,-1.0531259304594e+15,5.06982661799035e+16,-402231921540759,212793390731107,131647630686115,-110839235362743,-8.95423926815138,12656812150880,15050605272491.2,51259458641762.3,-16891735446415.6,-15.5494590180499,15.5215904226468,-1.34211322879415e+16,740120758729121,-90336570148046.6,-69636889289569.7,-471143949533740,-1.68925922992901e+15,2.68082983306807e+16,34022178161339.2,918931738441441,1.2735883545422e+15,-17.2385651886072,-2.98037095470238e+15,-500303621264381,316257615299590,555107769931005,2.87811412821871e+15,410345689054719,-7.18708000894482e+15,-122566061856648,-86209948881443.4,1.26655362158485e+16,3980245340530.23,-171675928439317,-3.77760511031717,1.74184563750421e+15,-572708784783931,568632511367475,315381111254280,-11.0010985807153,2.56306824116552e+15,6.95850135713724,3.43911148805627e+15,357621067234360,-131407782962763,2.18589278978881e+15
1970-03-31,-54477788378958.6,-6.95800621527383e+15,-82.1243663645468,135498344689559,459507339898602,-1.11096730314504e+15,-380963643896082,1.0703652385308e+15,-8.39456715450445,320277239374030,1.08099414725596e+15,6.17980134847377,480451746447776,3.15634840994079e+15,4.60034320383456e+15,-50904779502144.9,-1.18751854032145e+16,-1.64323467203534e+15,209417751432337,-779412897274428,1.34178326208934e+15,-7.25347616284692e+15,-164834690630149,1.09243760482005e+15,-7.67747187574011e+15,-1.75351083019452e+15,-27883098202559.5,-1.09424070227181e+15,-252941117107545,504231991021607,1.49762873489349e+15,1.42267693446444e+15,442236088362386,1.67704730215718e+15,1.10488473566448e+15,-1.06768245404074e+15,-2.88662504209475e+17,-18139972378711.6,106908241061085,4.39210953215687e+15,612646322125057,-974324608484616,-2.45915047948167e+15,73535807195144.2,1.03241635036707e+15,-1.68095915681092e+15,-1.41903178843507e+15,932676054603189,376806876517114,-180034560205418,496372694625675,64.4240591696713,1.03657882836768e+17,447904031611872,16.4069382405415,533109079409843,-742702390290441,-296147984789572,-1.06612434125765e+15,-3.26136534663227e+16,171119684540015,720322621219224,-757435945387452,138537475544745,-1.33193439512411e+15,-2.67070607137437e+15,-0.210274204533585,-2.93935446855088,-72.2332262308393,-769941520107625,1.02072489980235e+15,-350251934732566,317846710838964,589629493356302,-2.32824677930848e+15,-1.51507503653723e+16,-7.11398522379954e+15,-434515600031193,216099215603144,610091462465209,-779750602906514,81799652206398.5,-1.86439014527596e+16,-337968530489006,361760163013016,1.20078946875402e+15,629413217760027,-2.30450956159974e+15,908349696186898,-830682872729677,229557726941267,1.46375187839434e+15,386799801712310,706308738484798,-719936495570093,-686654775415600,6.03128131173635e+15,-86254231295270.8,2.20881847296863e+15,724264963448423
1970-06-30,-152072466564087,-1.45255685434041e+15,174400446494244,-3.65506496431311,0.176174957294848,64134884115027.1,-5.32073044075716e+15,-1.46623298025028e+15,164069617456455,-428650059917417,-6.90105671370653,728673175398192,973273286388403,407364750615131,-627238749642053,-45644932627613.3,2.80724331066267e+15,-1.1856405134107e+15,5.3822142556247e+15,-463372177332002,-629877945580722,654243742299450,-219667612784540,1.47635018044855e+15,-1.33981114731485e+15,-18951280234414.1,-992014025457010,869484596440388,3.24420877428866,397154308616130,2.09965584093464e+15,-372035223055531,431338619691029,-44321333271600.9,-6.47367904331817e+15,-2.1169103442974e+15,612481193138029,-7.15601549008427,123037823021103,-5.66707273402636,25248126371698.4,10026686091703.1,-1.82376889376444e+15,89278081347974,8.92184304500897e+15,277092269974729,-3.5706825968575e+15,7.34546028121761e+15,-4.02289831614931,-1.71436402978502e+15,-353009106874566,-1.34323721877832e+15,-764284860814527,-7.11206848687604e+15,-1.89109062857467e+15,-31345214490416.6,-1.01241242934918e+15,205455303991814,-601183653166031,127057105512407,-56.5899987329672,59788868047011.1,-1.35315550852315e+16,-503444050782890,469104640256966,-9.34271779759232e+15,321947250846353,-4.09487928720501e+15,-23113139421784.4,77115946047500.7,1.88160583811792e+15,-812100077454588,-77105339470631.3,409872140028403,1.24372898921148e+15,-2.86636228846997e+15,2.41309256236023e+15,-780991138129987,385863473627234,607798909344900,-524293297769697,1.44597904602224e+15,2.90686796051922e+15,529866414414541,-251361904030438,-940035989433797,-354131615824297,-107879305235636,-14.7046387751139,62989108352592.5,1.71076722860523e+15,-660065455449792,-137798672436204,-973647343850688,1.78155570151372,-3.03036436362253e+15,-2097066334661.41,239921545003120,2.24304736424327e+15,-1.23921247154068e+15
1970-09-30,101996731704150,184449214714922,-91814584172803,-10.9005170749531,-45210752710151,-91654338403380.3,-403272385982528,-845613867302632,-12.7215213352772,42263724054472.8,-363347282230072,1.50203563627615e+15,-18624065308286.6,-658261175834707,3.17725050761741e+15,8.17472848115954,1.14082252557679e+15,227655536067497,-1.9208399593472e+15,100524344343415,-108946452281503,389551765050154,-440477215232726,-91707547119849.5,-49065816355971.9,-60476717673690.1,157624267198644,150820105291771,633684630222815,262742241343795,2.27747855740632e+15,9.5890762086434e+15,-275521169946619,160308456551925,-543807654282286,218493036560047,-7822823964310.57,0.616613783058175,112137675689670,-7.21682105627662,51007943016023.8,314463880824835,2.71828534514767e+15,-58152387011284.1,-2.74394728280014e+15,202479171886554,1.61719150324493e+15,429321815378844,-352658849726393,-73423347230192.2,3.38631600412117,4.76201686558523e+15,304084701556195,-2.45219820156387e+15,-19111831716698.7,-294270862970007,1.84774382284851e+15,576270398655052,692474499622930,-1.34335858087486e+16,-316369763686303,-624926560369871,-166307428095739,-610256296625965,235724827596878,-1.04573595781068e+16,321932484260574,283886328638631,64052479791228,215884591702086,1.42501917546415e+15,1.23233124954423e+15,938490792162200,362122510278212,-1.13382879505225e+15,-57845104404520.4,697569722839688,-270553583628917,274340515200143,-153826192937783,-228719322510534,159896910246250,-3.81268865649546e+15,-86932451072374,-12.5484622352538,1.91290999054718e+15,87437958587762,-1.84827883291067e+15,400876867461492,-1.49635010596386e+15,235707446491224,362702186749105,3.25831665501273e+15,-186792373336737,-259332047018853,-1.48909687447537e+15,5.35407319943695e+15,-1.40835795444452e+15,-3.87402913431695e+15,494753888857386
1970-12-31,257342880220882,369783802546688,88864171321298,-559576684366062,-183644135770672,-46139552562813.3,-718376760366308,-655273669872105,-157353998149880,146659411560551,-5.13697760378165e+15,1.29036660925009,14782683497519.5,1.35909036300943e+15,361474127593412,149111269848702,146065164162650,738710450341093,-74879913650495.5,-202145620960415,8294283365054.52,20.3694494343469,102426437168375,132306474962227,-995215073062219,37970087423574.8,86336739999651.7,397466738560693,-1.097026542177e+15,219600229006863,226220844304631,383995895184805,244866476423583,64625285593099.6,-190036561829414,1.94524271975272e+15,-16034160322229.6,-98945713412287.8,-93780448106260.5,1.21622562401147e+16,1055752859673.07,-136341080703475,-576935857228960,4229367156124.97,-958953731296500,-131027467676770,-11.1361296558315,-416164282736491,1.81584459432959e+16,-4417840522820.15,-6.12898751394094,-2.0586443244908e+16,-382924586026018,1.97006833048755e+15,-158546790307087,-6.27191396543463,-46911770014013,-4.20965744432575e+15,-1.04272463264325e+15,-3.06204683800188e+15,-101834954048232,-314320351979308,-124055434140002,-11.7150403089726,-23388575848487.6,-16.684732348553,-302118933482635,-356552841982669,302757893605.294,1.50338157095365e+16,-488662498212066,-1.0242079017648e+15,66860275870264.2,44.8749418369381,3.6024674776299e+15,-325907442746327,1.01351057742753e+15,-421077051994251,-1.14338145868999,-623294901353234,56143061151178.8,1349585884381.18,-544025861381706,465357667922092,39259581012439.8,1.29138114484719e+15,109178262912346,-240842739501147,148420164963341,296882492201076,59761481271608.4,615119673047359,268403406085893,-49183049182223.1,-1.28774909312364e+15,280291741355142,-171380578304763,53.741625905923,-1.51819368167099e+15,-44863048915760
1971-03-31,-157882652603941,-5.22722868020661,-25408275926824.8,21223465761285.4,-10755475532327.2,-9889571383701.66,15553912722202.2,41938676250835.6,-12360561122968.7,114543742471866,-24613046930973.6,67164021267220,7370189507289.33,1812774448798.43,-6962998232711.69,-2723103211397.83,-5402904167715.14,-3414039771525.56,8920442319838.61,-1099769503240.37,-2867769261540.41,20750310186211.2,1153867947.45685,-1131273990166.67,10225932626610.2,44457729765.2001,9471961982876.11,12780809566236.5,73573838125480.7,-1493901759043.06,-1666894416184.18,-3460981208304.44,1762109393616.17,2962470059693.33,-29980941389384.9,7774555162.08691,1146138081023.24,1345333779005.56,2315542610251.35,-4991007528790.34,2391968179814.37,-912913760408.572,-1432128994532.4,-8.48641710941593,-23598009235908.7,-14704087992440.7,-15444379842559.3,14591094801185.1,13579117514211.7,75.7126165175277,19859903145126.1,41332071770488.6,-1.04236162798327e+15,118490137702608,-63214782811755.5,10358683038137.2,219737621021940,-18438909449907.4,-3.6250066915075,34081538578669.6,3264491431615.68,7929652739171.33,-1158125860571.5,-200273175659119,15395704450455.9,-10.2620415431123,26293806716699.6,73410745440758.2,-2156431670545.37,-290817756745558,54652590268744,-9149491363623.48,-12967941864190.8,30.1041394723319,87847452816768.5,63038509018125,37.8871401163355,-15479607583454.9,4160687603377.73,12259863153288.4,-15297508507537.7,23807722640047.1,-1.06142388874608e+15,-77008487837430.3,-8232430084091.85,44106238392421,-15714063629494.1,-2.80521047708006,-58280073317486.3,-75638825577573.5,31225474071600.6,16229228684502.9,42958129593617.2,274257561569052,4263668838303.36,-38799875707492,-19819055851101.3,-3078876101348.38,-257944206471506,135224921477979
1971-06-30,-4.06871468980046,-92237776338724.3,-19.1781128310327,1.17266961814723e+16,9492132293163.88,-718692076883150,-755360549039039,-86087894984336.7,6537324823556.89,-1.80173909291376e+15,197129893612737,398150147136828,59244391108637.6,70210596264833.5,-2.43601009782073,-111276382061724,58025378048521,-39542664623115.8,-602055898980034,-23.7215746649569,364048969609228,13.0451862565973,-45933516720369,142349813184407,232126435855759,12559557518434.9,-12879239480871.4,-3.08411305747985,-206715160371898,19799197015832.6,191434856245981,1.34756784264007e+15,119346013752450,18169621448242.3,39437173551461.1,85009644968.0077,-3.28425831543442,139563514481442,93493962890600.4,1.74318819212535e+15,459480368265593,40591882392316.3,32.4429963962042,5937984190924.07,-108726848995998,82006375458466.1,28931061628704.4,13709529248247,-147628476788237,-7340560472328.6,62395105669542.2,-231403793150802,-68296998330516.9,2.53335089435587e+15,-46655925663478.3,3910761184866.95,-309749754248276,-147.032251226955,-8.69175365420816e+15,-4.12270931763971,-41.7913303617991,-159568207602791,58824746990217.3,2.71673972089004e+15,0.10904742394957,184697727068342,-11336074599362.5,82935386516578.1,-6957049815388.07,-71481104156888.2,-2.68321216101039e+15,-20247255090646.7,247075991825323,29.2581153276963,74234725006301,-277907960583046,137914466581583,-129501650545045,-3.55083575887273,-386850778901214,33862727368302.7,222620790684224,-1.47656347562537e+15,1.30074842310878,-8.51913905036769,241408902115629,-13.4851880541619,-27122442986841.5,17662460047193.8,-141918535486336,181518968231170,228285968934938,-22191603837755.9,-84782986776661,-256231423082529,-59517006158542,294567247539734,-65248324457135.9,161261753724669,1.00815489795064e+15
1971-09-30,899889365156113,8.48213578161076e+15,-1.40960809389169e+15,1.54343117130112e+15,-481229673442307,306377799342343,-5.78790332218763e+15,-894275699331044,-205044014004962,-1.07528626353135e+15,1.73447765543769e+15,5.06152636801259e+15,-1.03257781120486e+15,-628402497765551,2.19939267533232e+15,8.50390748101532e+15,-1.23136265826217e+16,-7.29444661774134e+15,-2.56850655055187e+15,-989177392394400,16.8138997653336,976911958126753,273998076081933,390130981097884,-2.67614942662729e+15,-242351424437987,1.1254553134666e+15,-915043252596431,-6.83982715855158,-2.32564492675454e+15,3.56296369476678e+16,2.20572166758719e+15,-3.24289651746128e+15,-1.01958553395416e+15,-950500136256243,599500999416820,2.67307572905398,-542136240801905,-1.75282864951218e+15,-1.21334879074119e+15,-10.6247345870896,-891905661519855,2.01300997856137e+15,185219002337670,-775060130031672,-549398691560713,305343644672012,6.46197812246905e+15,-3.85587447070792e+15,7.59926263333152e+15,-8.17250377439651,1.90534037691602e+15,1.48869072270381e+15,1.06588757711681e+16,215527492264432,2.10740524246536e+15,-11404777536338.4,967097898028505,2.04336512795797e+15,-163147027676135,-820778235611595,747931064748601,621450623369461,504679619268323,2.98385597054709,-5.13248555976798e+15,-692637071808164,5.25478627524845,-305073952962308,806872016217750,2.48104892485652e+15,-3.29278759557407e+15,-766496799761797,-364594652066315,0.0466363981714051,2.94611400475157e+15,912531044266240,6.50203058713967e+15,-829819072170156,-7.28944603240379,100838919877386,-620107987797845,1.80092107071526e+15,1.65029606906998e+15,-218109809936591,320435758541809,6.57959589050695e+15,2.96951617465271e+15,-489383557394576,-220161854274396,-2.48996880770366e+15,-2.39037214408798e+15,-528088615724569,1.7446894154844,-2.03052652301629e+15,2.25902323469988,-44756612158856.2,-7.21847365806288,-1.77030053793669e+15,4.41103237411849e+15
1971-12-31,-1.42877836278996e+15,1.89844651293157e+15,-150894379126401,1.68702160597746e+15,-1.07881479493474e+15,-102332491526013,-58797215363412.1,5.04306235598808e+15,-631355579798604,-297346548651247,-914652784079798,1.82722996196539e+15,-464426622126602,-0.918428215525445,13534217912089.1,374604259482869,304300830508873,-2.82180889804718,500098118542306,6.36862924260345,-793262164112031,766602853206680,20.7510921802315,-0.657365055731344,-535689677393355,-178320088361251,-691295540028538,9.97431317867283,-1.6500218709857,-1.36107699932079e+15,-3.49545442856573e+16,1.74195782104653e+15,273882362938059,-271930068122104,-2.10393276100874e+15,189165408693146,171373147338127,-340158463963569,1.06798570091186e+16,-260869149087777,-87352700965358.4,-455692343943450,1.41934521693237,245821552679319,54918578875407.9,-424007452553885,653655666902415,-1.34613084516303e+15,1.52092748874962e+15,113920246943765,365409518871580,-208422321109660,504860909069919,-5.70101914405531e+15,-95313669878212.2,2.39568418433631e+15,-0.302470153515093,1.01285671849895e+15,-721453831490931,348661376184086,-210148660353046,1.26487384487275e+15,676512242303929,361205801245842,-403110486604046,1.53700463811091e+15,0.782664314850775,-408394365141337,3.37976851695152,1.23726066703833e+15,1.75889566900593e+16,1.15011114799741e+15,-531400272872061,-418097170636675,629698783311569,718406492112395,370053024765241,-3.19371830903894,-1.03566069450618e+15,13928941606059.8,793575472687929,-229680703061576,859533908184946,1.76848710246723e+15,897794443812813,-110087775395972,-4.87561720239621e+15,599116407866566,-192454009804597,-4.82353737102046,-3889740420353.36,-321821733845825,-545069825763081,-1.90634328275497e+15,-580373515786942,406073177002649,-2.07538720007593e+15,922067471939889,-302885948658316,968729048748680
1972-03-31,-180156210974035,194000238948642,59493183591183.8,-49539826001713,129699958527230,-47530235042849.7,0.287616970488551,-183200201171116,39050068016781.9,-0.870772271006366,23000168281904.7,-0.896037632153636,108255201919679,157113304820531,217321068053512,2.63851209398917e+15,-130867184892965,35676611661721.9,-62479844991519.8,194712516081296,17824928454020.8,-100559988971030,1.87556684542396,43304125283962.3,-2.07786725167137e+15,-16344116910029.9,194268076796541,177409094596190,-306675522124781,0.55512671924997,911745580052793,-691163752331911,280892419582507,122608922918572,-45341840358375.3,-692097751338259,-56657365208082.5,160101273861177,324340784319275,95802293974934.3,45927376484382.2,196750786960838,-564153224401150,-85485261611604.1,79881637153683,-204659878630348,-44130519972279.2,6.7086030145079e+15,1.04801673620926e+15,-5.40716252008547e+15,-111350013192626,-1.28504912486491,-73346989207555,54142247796203.7,-552444843271976,-194833025527019,-48410520759264,-143587139641120,-6777775293306.07,-40887293918270.1,-13333686084271.8,-31344811343051.6,-0.415895426683689,-67575813911547.8,-0.933506124978831,-349154758649686,1.4216191957356e+15,-122987238693848,37950138014253.3,-26823635184290.1,-33352499036823.6,-81433090898429.5,78254622647768.4,10999124097561.3,-1.9246274053544,90938909565852.8,-51659583931429.5,-79725375985947.3,58818470562321.4,138392253008828,-3036465639944.89,581199605390023,-101355935130519,28423701366156,51948442955648.8,38065381442913.3,30569239202690.3,-8320744807739.52,20789335193469.6,-83588643371871.2,178588794847657,79811615386108.3,13579783284883.5,35404525696961.7,-33919055133583.2,-10602337511585.9,-90488444076246,-5112004191504.74,-7075833139368.98,4318751300261.32
1972-06-30,498715670784997,3.49726969645051e+15,-102032149232060,-197856619462005,636431435954692,43034647222786.5,3.04210185959196e+15,599882676731032,-192886290089598,-96930446036258.5,656222157180647,-242665497243345,-219950225663209,-310976805569817,-1.23585512962243e+15,-1.75614972355311e+15,-78922465401122.2,-351200864780939,-71302125238543.6,-465921625992590,-162117675215997,170097574489411,-218570600847411,-1.5111968547354e+15,-82033554105501.8,186216758040040,-2.58033813283509,-2.86250469819696e+15,455153036823058,-374509690876695,1.3773474345597e+15,-2.49780699484957e+15,-771643712109224,-147446820223940,4.36629523679367e+15,422939445372840,-2.74135939607199,-250133053962122,176500609319230,-359553997252625,-100678514136396,0.617149945928025,100092293051831,83407322815509.3,-206928042966646,-169697170394413,147189208689346,-111772091870840,235344881384071,-2.60805901160662e+15,330791872811505,-13.0146862512122,185918706680124,3.45407317748073e+15,270632766993260,-415154444841802,136063428404409,249405862529024,-143615249875181,287599577328197,-427344340986999,244236693384676,153444940613548,147387421315995,-198539082861998,659929181265429,-2.59222771180986e+15,-1.97848444357361e+15,-310153488213321,-9.71691919393449,-0.997389161084585,-1.33659936825062e+15,-5.40291676956178,-212300754773652,595900072932487,-235083986221790,187417009254321,170209858670920,212580272595045,-295998886118979,298603336652665,-8.96993234862659e+15,419464517001403,3.41184826657578e+15,62877008114494.5,-1.71478986480506,301267178385570,-13.9836320792879,-92879863874035.5,-4.35388820919579e+15,-789868087808407,-1.41957686951208e+15,-752065101261234,-1.4776344760308e+15,-1.10430254997559e+15,-1.00176629728415,-507359814065914,471402375620479,-1.21707368978214e+15,1.1760428392695e+15
1972-09-30,581683397042375,-5.91748710969449,-1.61255305182748e+15,1.2355118677908e+15,-620757874263413,-27.7465196399403,-247861002952585,460253613326328,-71422278938539.9,-527656345886051,-6.84634100374058,-253037408561851,-1.68131201328468e+15,-735756000809629,1.75133743084542e+15,307103901123925,221642952728951,106770619568634,-0.249179442013889,-977390253864697,-0.712604466380625,760727524692726,-283737447229690,-1.48425186674942e+15,-4.86570099352673,-4.31018463187138,-557408737206477,-841177557241846,-10003487564517.9,-151791928246344,4.46988583044662e+16,-1.41542212060797e+16,124881292968208,-212391772319016,-2.24820139147332e+15,-1.60508762075131,198780565571804,-414111948981415,-4.90682662482357e+16,-875686975736305,368585340690335,-348479481269895,1.29073300601441e+18,111174110716220,1.09966068780064e+15,-355803975401214,5.98745232542711e+15,-300463861823661,-1.95529016881386e+15,-2.44283427071703e+16,1.7359627868125e+15,-1.31278569020358e+15,-4.37647216722777,-265113687007361,583626312519119,615206259745521,175549642100720,447313083229318,-1.37492152180565e+15,161891917742109,-343847049334869,104222658797375,332844681948924,-40298586256306.8,-324383233194560,2.31718954610399e+15,-1.02015757935015e+15,-1.80006673148566e+16,-567393826066808,681766075698281,960338895311100,940636664482285,-20.7156964715596,-187180780283478,938756198382258,-664165394242792,278844678962903,-479936545299906,-231178772947283,-289712118559847,-5.37307773943744e+15,57292987010657.5,-9.43017694542873e+15,99101323249994.4,-156399155436640,1.11916252735188e+15,2.80999943610776e+15,-241701549229035,-243321639084320,-114007718394367,-4.46976062535153,-671153128198621,-221704542199223,-1.50655548905562e+15,-7.9349351644532,433132889421049,-3.26336599061702e+15,463375271883179,601608550720766,1.9501585641267e+15
1972-12-31,556570131957755,-3.40410043078591e+15,4.57767449846614e+15,1.06474808546898e+15,-544424349883641,327541579771957,-2.86618098023439e+15,-524522670012966,64406898855607.7,-337506464911691,271231631748323,1.01400515574979e+15,28.6128716067428,-502216692227078,3.51572075413823e+15,499087073848068,663371944845328,-1.15911792513119e+15,120413540047991,-6.1891528091555e+15,-7.91435192772169e+16,829529803368102,-779891598075559,-5.47207478145406,-1.1308475418168e+15,-390432660517233,-323181185386572,-3.21030226150453e+15,-6.55841845773056e+15,1.08287931795751e+18,-1.05635919612141e+15,146796191282446,-2.968612479752e+15,-4.05299301247938e+15,982328737956908,2.04163455424231e+15,-340501442366613,-629004130767750,229687184436031,-833758465695683,-2.87436518906812,-12.6389681769372,-57.8158251452757,529122916308791,-1.03423300787057e+15,-1.10355581836723e+15,-726199494228175,5.68178375100578e+15,-1.7059327277401e+15,4.7244803411177e+16,389116427147004,-382124508080404,2.88027106689248e+15,1.46148301056449e+15,475644796110937,1.88810494846547e+15,628377742429640,141713061101530,727974342455966,1.16138575587205e+15,-199383891137406,1.12329787979241e+15,245194806996741,523979239683889,-607720155684775,-1.70335232151547,-1.05522613086934e+15,3.22675746303367e+15,-529649865781414,519716603272343,-8.69250574750549,1.60306069730591e+17,-3.08255599057125e+15,-22.0433493036724,1.09440406674863e+15,-58434467054371.5,3.91389009014327e+15,185337275119957,-902818441326695,4.82788058001612,396205248363833,-19.7200238463832,1.25889638125974e+15,7.0499626460758,-0.789291615844419,-254252117880254,-1.19089639591563e+15,-76977040216516,-281473634715531,2.92109345306887e+15,-0.303630356059433,261665418922333,1.57792723718844e+15,-1.0885500912006e+15,-793365147181472,3.65318847961515,1.05909929078279e+15,1.74982552571354e+15,-1.63448821844229e+15,-3.13634480837048e+15
1973-03-31,-25.9841378088213,12.4341108111561,844573782605083,1.27833072297354e+15,-3.26187852840266e+15,741097446482113,506300122983294,-856297414250231,35655465552016.7,-1.21417248344598e+15,-31.4736605522114,-2.47942973571745e+15,-1.73477068070485e+15,-593096341933138,2.47446755686536,1.69827100507766e+15,663917037408705,-721409641802899,743436949879841,-1.23640049844948e+15,-0.427127991445383,1.56094797930284e+15,-5.1761416086109e+15,351369163500642,6.1633095336218e+15,-1.28533849374961e+15,1.58103801750438e+15,-6.54867832705354e+16,3.93047344684873e+15,-5.19279928815687e+16,1.60943794380558e+15,-2.04171523656364e+16,2.98037655859148e+16,7.10119972345889e+15,11.0575607719695,1.32719342294491e+15,4.16276709986563e+15,3.99698117021785e+15,-3.37042274624636,-1.60845277905746e+15,-8.45398001994055e+15,-1.84905562160837e+15,8.27987060921678e+15,-2.91463329506099e+15,-7.43291713216978e+15,4.4834494561811e+15,12.782517131579,-6.2008068432474e+15,805987867751498,2.36423850322191e+16,-1.18502604445808e+15,21.128110411877,1.7581331778309e+15,-6.10575404682439,-0.637875371250585,3.24001377645811e+15,346334984409066,1.5529164566952e+16,2.50436377053014e+15,371246676835987,11.0025589619274,-1.21845428173504e+15,1.79150160338616e+15,-727826127406758,-980722077667936,1.63704218412405e+15,-2.13938749525207e+15,-6.6373224614088e+15,-386583015405759,2.17974944172251e+15,2.29455410392684e+15,332205906115233,3.53871722970454e+15,-3.45760739871358e+15,2.5746717498477e+15,-8.96746021989731e+15,1.70252518192339e+15,13.6317374325973,-1.34508221124199e+15,-2.61272830263612e+15,486340813693841,3.23103679873738e+15,1.46211913564527e+15,5.82403923389166e+15,-1.22794372005454e+15,2.90009440138646e+15,7.23044567463108e+15,-407744202326003,-425217139481723,-1.18627801929669e+16,-4.8784411021696e+15,-5.72718221399714e+16,7.46348734959027,3.88323209846455e+15,9.7965646416071e+15,3.77180027116239e+16,-4.74214806602565e+15,2.97233639941297e+15,-1.85740689592175e+15,1.74849163120856e+15
