Date,ExAnteRealRate_Annualized
2020-12-31,0.0
2021-03-31,-0.08413720375
2021-06-30,0.047269751
2021-09-30,0.05129029275
2021-12-31,0.0482497965
2022-03-31,0.06131201025000001
2022-06-30,0.16622433525
2022-09-30,0.2064219845
2022-12-31,0.17738432549999997
2023-03-31,0.21805317175000002
2023-06-30,0.29055084875
2023-09-30,0.38025866675
2023-12-31,0.43561130500000006
2024-03-31,0.3679891
2024-06-30,0.40886202375
