y_t,c_t,i_t,qk_t,k_t,kbar_t,u_t,rk_t,Rktil_t,n_t,mc_t,π_t,μ_ω_t,w_t,L_t,R_t,g_t,b_liq_t,b_safe_t,μ_t,z_t,λ_f_t,λ_f_t1,λ_w_t,λ_w_t1,rm_t,σ_ω_t,μ_e_t,γ_t,π_star_t,Ec_t,Eqk_t,Ei_t,Eπ_t,EL_t,Erk_t,Ew_t,ERtil_k_t,ERktil_f_t,y_f_t,c_f_t,i_f_t,qk_f_t,k_f_t,kbar_f_t,u_f_t,rk_f_t,w_f_t,L_f_t,r_f_t,Ec_f_t,Eqk_f_t,Ei_f_t,EL_f_t,ztil_t,π_t1,π_t2,π_a_t,R_t1,zp_t,Ez_t,rktil_f_t,n_f_t,b_liqtil_t,b_liqp_t,b_safetil_t,b_safep_t,rm_tl1,rm_tl2,rm_tl3,rm_tl4,rm_tl5,rm_tl6,y_t1,c_t1,i_t1,w_t1,π_t1_dup,L_t1,u_t1,Et_π_t,lr_t,tfp_t,e_gdpdef_t,e_corepce_t,e_gdp_t,e_gdi_t,e_gdp_t1,e_gdi_t1,e_BBB_t,e_AAA_t
0.408074180493384,0.3140701004406921,0.11043591327390949,0.014549350722658677,1.9126711827077033e-16,-0.03882091340921896,-6.284174241402335e-17,1.959262431445404e-16,-7.864321275033607e-34,-0.011105820302655386,-1.4417018077648496e-16,0.0005808164979512788,-3.295050958250964e-16,0.05794510980046805,-1.738899866145324e-17,-1.1180036723393092,0.12297420175492524,0.021448160525203076,0.021448160525202865,0.01123335164831499,0.0,6.6229725386597424,-6.018342056428794,0.13111461495861806,-0.1372625339108412,-0.1590370245494301,-0.4812742157377791,-0.19854994601562742,-0.05311728430135085,1.0979549150303645,-6.950796969720093e-16,-1.6815680400124393e-15,2.0807626768211653e-16,1.3814566911403626e-16,-6.520920271673379e-18,6.155687586760867e-16,2.6498011672087833e-15,9.777304703860614e-16,-6.68604456852903e-16,-0.4080741804933842,0.014068698803915555,0.009513404203031487,-0.041337225461387024,-7.4189083080807e-17,0.004702415975013929,-9.066213563805437e-17,-3.1440988938534186e-18,8.979167342707194e-18,-1.918495758622139e-17,-0.009783733834261784,6.026369125183347e-16,7.82371790302731e-16,5.242117804775677e-16,-1.6174156163411881e-15,-0.022177411711604145,0.0,0.0,0.0,0.0,0.4644641488650707,0.0,1.1765607932693245e-16,0.031553559092472754,2.6747280995612566,5.887297465300331,9.690410530272047,5.887297465300311,-1.3541725413495493,-1.0972657765387477,-0.8598129256711898,-0.6527207158393781,-0.4806770053400501,-0.3439972029533094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40997760784732695,0.4607088807745068,-0.03151221772730566,0.1369326388557525,3.236561592595788e-17,0.20167573517707124,-1.4623041190401476e-16,-1.4874312990466452e-17,2.8550524541745018e-33,-0.10452351515123465,-1.499921907787156e-16,-0.03743188033161365,-4.0564708895992725e-16,-0.08111360038584631,3.212948186120716e-17,-1.0942687746510447,-0.09923475713307804,-0.0742139130328025,-0.07421391303280281,-0.0008589444827208718,0.0,7.784225587787192,-7.0735809273322445,-0.3776434319445513,0.39535100186852773,-0.15909503530384464,1.4879861198096764,0.13598996265425833,-0.2983730643678174,1.3163130937754213,-1.224425023389439e-15,-1.863430369966777e-15,2.6965862342006265e-16,7.660938054175878e-16,5.10167897350514e-17,8.070389374531299e-16,2.3708155201305992e-15,1.19313310119609e-15,-1.1855679326357488e-15,-0.40997760784732723,0.016237196309501902,0.009823585981514133,-0.04424249865200031,-5.3542990084621856e-17,0.0035850953950166756,-7.700738039124394e-17,-1.1605051687834476e-17,5.868440891984572e-18,-1.9929444260679306e-17,-0.010471356655956006,8.808119754034592e-17,7.882650105185277e-16,7.044783027278986e-16,-1.9094907711841596e-15,-0.10945879382562337,0.0,0.0,0.0,0.0,2.275140848900558,0.0,8.178507615749096e-17,0.03377121420300742,2.646010126680033,6.321354251696195,9.650822307723077,6.3213542516961745,-1.35466649281119,-1.0528065510698477,-0.8125296732243797,-0.6282147910289121,-0.4920248176323348,-0.39530139965796834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6330820772895717,-0.0905314044283046,0.7413959277538691,-0.46586743243276996,6.504575415411328e-16,-0.5038055623472943,-8.165849647681021e-17,7.275445714491313e-16,-8.232331130633639e-33,0.35560624581002126,-1.1755792226868169e-16,0.08573246563628031,-2.060629359527261e-16,0.24214151942529394,-7.860971278315622e-17,-1.850063614550848,-0.007228172076260717,0.4154385447805484,0.4154385447805485,0.06603720306825277,0.0,8.756822079256692,-7.957386248036556,1.2904019958179995,-1.3509084991439728,-0.24941979430646827,-8.616104243437377,-1.649453796844901,0.8957791758133354,0.8497079951510746,6.252864957615024e-17,-2.8077968033903603e-15,-4.47150108543969e-16,-1.2799763940608646e-15,2.4078796328712167e-15,1.733904191389757e-15,3.1367827752778947e-15,1.6663773355494908e-16,2.117911784562526e-15,-0.6330820772895714,0.01359525722943685,0.013776590546927842,-0.05299830834458662,-1.4138175546166736e-16,0.01194531465640626,-1.591232168121298e-16,-1.0170892805958895e-17,1.4834247435117807e-17,-1.131551652832654e-17,-0.012543690020849449,9.105869053824964e-16,8.78007607892625e-16,1.4557942003182814e-16,1.1395045202722964e-16,0.33289740213542457,0.0,0.0,0.0,0.0,-6.935996118901368,0.0,3.640279759369726e-16,0.040454704820820496,4.323136169056673,7.505772958112517,15.364644325184383,7.505772958112485,-2.123766070673023,-1.8974189340955978,-1.5336707462897092,-1.1157441679072184,-0.7010478833543947,-0.325899940055007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5695462759054184,-0.1716311601660639,-0.14219220265851087,-0.2888641327371991,1.4586931670369448e-16,-0.30555300279044856,1.21955183614906e-16,1.769451610945637e-16,-2.1999954908298317e-33,0.22049596653586076,-2.1321741992277184e-16,0.2230622599410201,-3.068453996736534e-16,0.15121037830036457,-1.3940898225360437e-16,-1.6335646780059285,-0.019625489023507994,0.2533096421951214,0.25330964219512153,-0.013470268595893738,0.0,16.431095141314255,-14.93105253644398,0.8370101236966357,-0.8762572389347214,-0.21435629652658034,-5.41372974754284,-1.9995935762235346,0.43116891628979576,0.33765290514502744,-1.2117283404490329e-16,-3.615759880896332e-15,4.56521517318646e-16,-1.9171080132226657e-15,9.83262383501681e-16,1.1771806164662152e-15,-2.512180978011908e-16,3.3817167668819875e-16,1.9095331564344555e-15,-0.5695462759054184,0.0492439023174467,0.024689136823303082,-0.027509243770381307,-8.417771663186642e-17,0.01586003427224836,-1.5171305504185858e-16,-6.23694876272693e-17,1.8118132864375496e-17,-2.778898068906981e-17,-0.006510913977104481,-4.554475574057023e-16,-9.648463433170739e-16,1.3427527874123154e-15,-1.213526708577113e-15,0.21492023178634617,0.0,0.0,0.0,0.0,-4.135815710265852,0.0,1.7200919412462325e-16,0.020998374690359072,4.773291579218606,5.938723601250886,12.21317232412732,5.938723601250863,-1.825206499203945,-0.9796630338306178,-0.33436113054966254,0.12916990845562165,0.43724582211138613,0.6191505780781944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18570288503046226,0.1408894530386293,0.049593514917649795,0.00632066509540629,1.5227355934021965e-16,0.5345912883122778,-2.0931564783567347e-16,5.643168293369381e-17,2.873776989546288e-33,-0.004824694385401691,-4.454474177519889e-17,0.058226293684151595,-5.273606329743021e-17,0.3758977916614057,9.395917501421042e-17,-0.5088425684986596,0.05506535961799136,0.010203283494939454,0.010203283494939222,0.005044336816034127,0.0,0.4226172610159133,-0.3840352984854012,0.8792145793760459,-0.9204406469454297,-0.0724087696693577,-0.22670825273360126,-0.08960787401290023,-0.023398063987834096,0.5009685706012609,-4.3721580606430505e-16,-6.53493815449596e-16,1.3143267080707243e-16,-6.832072636092586e-16,-3.7981020791273806e-16,1.9526277472933747e-16,1.2859213234180644e-15,1.9626930988332827e-16,-1.0540874618314696e-15,-0.18570288503046228,0.00625316531449887,0.004260336066781147,-0.019064148615356713,-9.391433103018442e-17,0.002055742664050156,-6.396960050940131e-17,4.693696923333799e-17,1.33261778783505e-17,-1.9231056494742738e-17,-0.004512120824453456,3.282752933044867e-16,7.838833838478149e-16,1.3675519578901486e-16,-4.0833190909612936e-16,0.044361391230793294,0.0,0.0,0.0,0.0,-0.4074941215507697,0.0,2.470743779846646e-17,0.01455205890497451,1.2094379496327103,2.6816589334556316,4.41655317374498,2.6816589334556222,-0.6165480517316412,-0.5019131437044659,-0.3957779857245354,-0.3030611789990635,-0.22589822411746313,-0.16446493172770243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018610642235329065,-0.002661341458425209,0.02179473224898327,-0.013695052229588696,-1.6244984183727791e-16,0.9557927979383624,-4.1786274669572386e-16,-3.6466119694889484e-16,9.22988919499492e-33,0.01045371659509363,8.871509239999791e-17,0.0025202675974342822,9.416521790898642e-17,0.007118206864481828,2.1948873015390134e-16,-0.0543861108664061,-0.00021248575714326225,0.012212599921921561,0.012212599921921467,0.008100813342280607,0.0,0.2574233084171352,-0.23392238368927268,0.037933801548670654,-0.03971250438469304,-0.007332165488115413,-0.25328664211033547,-0.04848880674084237,0.02633311913408374,0.024978769846018736,-6.714432561687672e-16,-9.556830223682385e-17,2.682715357160207e-18,-3.5701240508389464e-17,-3.9035457782669263e-16,-3.2784474393485536e-16,1.0178375012050261e-16,-1.313054572093534e-16,-5.521475519251147e-17,-0.01861064223532897,0.00039965823938251707,0.00040498887441113584,-0.001557985277204039,-9.920517238507317e-18,0.0003511550641436959,5.579738249602029e-18,1.3901816768039673e-17,-4.0268553527344635e-19,2.751474282653538e-18,-0.00036874543706615103,-7.728862614749711e-17,-6.384395796997946e-17,1.348945124430229e-16,2.5678424108760404e-16,0.07851449109502545,0.0,0.0,0.0,0.0,-1.1647937755169036,0.0,1.4117126690809017e-17,0.0011892423828826352,0.12708674508901446,0.22064635887511633,0.45167271174901985,0.22064635887511558,-0.06243211101796414,-0.05577820983998674,-0.045085145496754464,-0.03279940513239085,-0.02060862535044694,-0.009580443684089461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18570288503046053,0.1408894530386289,0.04959351491764872,0.00632066509540644,3.5197722741750596e-16,-0.46540871168772135,2.0044296422903383e-16,4.541727752909447e-16,-6.884994618161691e-33,-0.004824694385401604,-1.395072739418026e-16,0.05822629368415168,-1.5599436257967838e-16,0.37589779166140613,-1.3455813345256241e-16,-0.5088425684986552,0.05506535961799146,0.010203283494938674,0.010203283494938483,0.005044336816034073,0.0,0.42261726101588826,-0.38403529848537915,0.8792145793760456,-0.9204406469454302,-0.07240876966935714,-0.22670825273358508,-0.08960787401289765,-0.023398063987835616,0.5009685706012575,4.0824751081864093e-16,-5.91954914116891e-16,4.2804306806664913e-16,-4.538968896450209e-16,2.253721914070061e-16,4.4142624116267117e-16,1.2138213615539598e-15,4.3543676123071913e-16,-9.2798432640007e-16,-0.18570288503046067,0.006253165314498953,0.004260336066781437,-0.019064148615356463,-8.767964405604039e-17,0.0020557426640499905,-7.461178891576275e-17,3.230605659532188e-17,1.419034801990283e-17,-2.2408581067736785e-17,-0.004512120824453454,4.762939487481827e-16,8.620314819999627e-16,-1.0780204680346741e-16,-3.5282276464537934e-16,-0.026448544244431646,0.0,0.0,0.0,0.0,0.5825058784492432,0.0,1.8763207155555174e-17,0.014552058904974484,1.2094379496327012,2.6816589334556102,4.416553173744941,2.681658933455602,-0.6165480517316365,-0.5019131437044605,-0.39577798572453093,-0.3030611789990597,-0.22589822411746036,-0.16446493172770077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2822858974681399,0.21416525482779233,0.07538681946072995,0.009608006998705367,3.838176915871416e-16,-0.7074651309090294,3.3433245642699924e-16,6.493569832830509e-16,-1.027365138200189e-32,-0.0073339904459172375,-1.8593705883088362e-16,0.08850945727729612,-2.3379103479278217e-16,0.5714000913772928,-2.3631430991705606e-16,-0.7734886891772063,0.0837045394131648,0.015509953106103518,0.015509953106103246,0.007667867653279533,0.0,0.6424180905526988,-0.5837698691358895,1.336489072668582,-1.399156583089848,-0.11006815821588106,-0.3446179232801686,-0.13621241873433224,-0.03556726375435611,0.7615194698365133,3.436974104247515e-16,-8.6380894247034605e-16,8.792972922320917e-16,1.5498691179673683e-16,5.699687969766625e-16,6.717507661831056e-16,1.999913373215178e-15,6.768651291305439e-16,-1.5278332458004122e-15,-0.28228589746814003,0.009505400966336315,0.006476112581288168,-0.028979303689704004,-1.3492044265284114e-16,0.0031249227107577183,-1.1369072406269598e-16,4.9190787767752664e-17,2.1480751994774307e-17,-3.492299265395824e-17,-0.006858849156848599,5.606130952583879e-16,1.3576373174941603e-15,-2.1981930247656276e-16,-4.316503588072334e-16,-0.04020428141189398,0.0,0.0,0.0,0.0,0.8854638669266819,0.0,1.6839098174603853e-17,0.02212050182917806,1.838459736304546,4.076374465640659,6.713577315515874,4.076374465640643,-0.937211180573474,-0.7629553100288622,-0.6016198611026221,-0.46068157146545996,-0.34338660339604643,-0.2500022056586531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.562430893462846,-0.158388254602638,-0.1348274916927677,-1.2763785514737296,5.056718932472393e-16,-0.32022512265942615,4.163336342344337e-17,6.262351748276274e-16,-7.294459664366656e-33,0.2109654641423492,1.2143064331837651e-17,0.6920355875554042,-1.2836953722228372e-16,0.1862850248169865,2.3765711620882257e-16,-1.6110554724534665,-0.01570209660990473,0.24476588449507386,0.24476588449507386,-0.012771583377781595,0.0,23.15358157249178,-21.0398235718611,0.9631068062207878,-1.0082665512945874,-0.21188714872572903,-5.233314749332401,-1.9362464438687046,0.4097238051757217,0.6085171462415075,-3.3306690738754696e-16,-3.4555691641457997e-15,1.4988010832439613e-15,-4.433953204596719e-15,4.996003610813204e-16,1.1362438767648086e-15,-2.0261570199409107e-15,1.6653345369377348e-16,2.886579864025407e-15,-0.5624308934628452,0.04768506378377666,0.02398679353460728,-0.02932402131630238,-3.7513395167998453e-17,0.015155786548756933,-1.8604909279851256e-16,-1.4192206437835253e-16,1.929879867024198e-17,-2.168404344971008e-18,-0.006940437252542772,5.5511151231257815e-17,-2.381775332516156e-15,1.27675647831893e-15,-1.4016565685892601e-15,0.21967586622063168,0.0,0.0,0.0,0.0,-4.1520805726652625,0.0,3.2742905609062234e-16,0.022383631922692104,4.677841458699133,6.389052895737512,12.097647485057273,6.3890528957374775,-1.804182136091522,-0.9825640106390185,-0.35469521777172325,0.09698875659607441,0.3977773616426636,0.5759320436983506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7294458721802302,-0.20632890079054256,-0.17548296673118716,-1.6660179014833538,2.2640111030227827e-16,-0.4181077166287869,2.806431276851178e-16,5.457746184618995e-16,-7.596782410541731e-33,1.2717059192247424,-6.302101194963946e-17,0.43053807905215796,-3.4226716137652896e-16,0.2217645537438604,1.9700495553992226e-16,-2.398938099088425,-0.02085832990076721,1.36308107289821,1.3630810728982103,-0.01660598963970493,0.0,22.929877634748255,-20.836542219137414,1.1451346992740388,-1.198829669302655,-0.2747297378238409,-6.898997891299504,-2.583710556474741,1.2888810770411194,0.5373237180983187,-7.246128424351395e-16,-4.309535126085255e-15,8.63685814770023e-16,-1.949934913842283e-15,5.910263201299823e-16,1.5414812631405364e-15,3.311084110707734e-17,1.743595001245802e-15,2.7022858826014064e-15,-0.7294458721802293,0.062276767506582405,0.031305311415244556,-0.03641457502776496,-1.1446762681614742e-16,0.019997278810425005,-2.414014264556272e-16,-1.327055127484033e-16,2.3056914214376376e-17,-3.939371594842923e-17,-0.008618636248149921,1.0940974437124027e-16,-1.887819875717103e-15,1.865528865944976e-15,-1.4005679443005921e-15,0.34310014649037823,0.0,0.0,0.0,0.0,-6.204573614040849,0.0,2.4594150041396436e-16,0.027795998210844955,6.084602115058462,7.805988607045326,15.675650058788031,7.805988607045292,-2.3392758277967873,-1.268703229233767,-0.45045536757863874,0.13835637032598258,0.5306728183518985,0.7632996756000355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
