g_sh,b_liqtil_sh,b_liqp_sh,b_safetil_sh,b_safep_sh,μ_sh,z_sh,λ_f_sh,λ_w_sh,rm_sh,σ_ω_sh,μ_e_sh,γ_sh,π_star_sh,lr_sh,zp_sh,tfp_sh,gdpdef_sh,corepce_sh,gdp_sh,gdi_sh,BBB_sh,AAA_sh,rm_shl1,rm_shl2,rm_shl3,rm_shl4,rm_shl5,rm_shl6
0.12197550165999196,3.317103312374081,5.893693559984014,9.171441833461033,5.893693559984032,0.2540851202592934,-0.6079412184026899,0.612525623432568,0.11422203614887949,-1.3614125340551413,-0.5088577517699517,-0.2938917574491875,-0.07538319273320615,1.0878990260099215,0.0,0.45806183155169733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0949843567196036,-0.8472215295557322,-0.631934545252451,-0.4550333314132075,-0.3169418672909296,-0.21459487937492483
-0.1023087452405927,3.2029213132755925,6.239733112514977,8.823926617544668,6.239733112514994,-0.018887960844166614,-0.822287772796488,0.8579611965060203,-0.15421833196796286,-1.3360489278480285,1.6491729968292903,0.19641000561346345,-0.4247114719385433,1.2995620175680416,0.0,2.440626521007863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0288687473968556,-0.7865267471969646,-0.6032902738218462,-0.47059273214692887,-0.37882078268984526,-0.31852988051148007
-0.009771614102518618,5.6259342821278,7.811134334258523,15.62894587607241,7.811134334258548,1.4712497481487876,-0.7002969459358378,0.8276573080938461,0.45223904444241675,-2.2197441593209004,-9.272231636563417,-2.387731003170214,1.2555484532767545,0.8582407640417355,0.0,-7.516230080192196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9624736795138142,-1.5530408532815312,-1.0899033133881075,-0.6392161942696692,-0.24108533965492063,0.08423098487581362
-0.020327907064874546,5.475991647530921,5.551710006548398,8.372108964183218,5.551710006548417,-0.29200597697967745,0.3804335142200474,1.9241803212695858,0.2498725652159498,-1.7128277618633492,-5.206065322185997,-2.5573136071863765,0.5396602127835933,0.3056210614137718,0.0,-4.006108175140589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8828275418383396,-0.2590757450194342,0.17831790163271877,0.4582683089214949,0.6128301598280249,0.6732255742450184
0.05447657658471672,1.4957990586009844,2.6796993982282835,4.18002662327953,2.6796993982282897,0.11378827177850645,-1.3985711861455201,-0.44649055055693304,0.7265420664182367,-0.6179587409966786,-0.23898545012512318,-0.13221849092461913,-0.03315406825928929,0.4965637596776553,0.0,-0.42035191099998115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4993553204712691,-0.3888755224425391,-0.29272371146717946,-0.2135777536667335,-0.15166336741975053,-0.10564350319085909
-0.0002864293561201173,0.16490957554177998,0.22896301004696418,0.45812174500085634,0.22896301004696462,0.16087243857657896,-1.2226724497381727,0.024260613175915324,0.013256206902261702,-0.06506600482124847,-0.271791262896238,-0.06999010057611843,0.03680312497779503,0.02515708734109906,0.0,-1.1910062725174009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05752479237602004,-0.045523338004018615,-0.03194767016091642,-0.018736953897828385,-0.007066787317110225,0.0024690114151290354
0.054476576584716524,1.4957990586009862,2.6796993982282866,4.1800266232795344,2.679699398228294,0.11378827177850652,-0.16012427515988722,-0.44649055055693365,0.726542066418237,-0.6179587409966791,-0.2389854501251222,-0.13221849092461907,-0.03315406825928917,0.4965637596776555,0.0,0.579648089000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4993553204712693,-0.388875522442539,-0.2927237114671791,-0.21357775366673326,-0.15166336741975034,-0.1056435031908589
0.08346999782914676,2.2918904234024935,4.105883977585211,6.404712539679029,4.10588397758522,0.1743484520097195,-0.2453453160589978,-0.6841209125497372,1.1132209200481964,-0.9468475811669546,-0.3661778374072444,-0.20258756776480863,-0.050799264181490666,0.7608439909558351,0.0,0.888147305939093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7651212709905033,-0.5958421224140147,-0.4485165752423619,-0.32724770447337137,-0.23238135989696654,-0.1618688899859831
-0.01638592840911449,5.373221578657811,5.996778520742978,8.385449383863754,5.996778520743005,-0.2765947421574917,0.3486517871204493,3.86086182436825,0.31571602733199616,-1.6955824115386635,-5.033394896414651,-2.4774251846223856,0.512018969400363,0.5683936352882725,0.0,-4.031959791018432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8886333205969525,-0.2812356183654955,0.14547904141606346,0.4192836009732199,0.5711153373336488,0.6311922497783364
-0.02154639990546329,6.919420478631148,7.237336593217072,10.72669127169663,7.237336593217098,-0.356086678208715,-0.7727759714055611,2.9647684724200123,0.37044585511340355,-2.176440069945545,-6.495337180137245,-3.1928476106434447,1.6674462920626913,0.48682343826001445,0.0,-6.001182991345628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1354281443007679,-0.3517150092087943,0.19904227914456485,0.5526592923854898,0.7490256769222094,0.8270999957941106
0.01597973239965481,0.4708216672442427,0.8923082383642378,1.413948455637747,0.8923082383642376,0.03406964229171968,-1.0360184445639196,-1.7430936003074975,1.7255490595063665,-0.20349044153601586,-0.0963416620978188,-0.04093516607361414,-0.008575491534279084,0.16958595997070564,0.0,0.009766083468531805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16956997311207128,-0.1375562637588793,-0.10935060562444728,-0.0858244317997681,-0.06712536130077526,-0.05293274895665774
0.00043362111603468525,0.004852195259540171,0.4939372717578744,0.07983819809509263,0.49393727175788815,-0.00035149255463166537,-0.010630472845947186,2.0248417921612187,0.03666238458680838,-0.008644693843067097,0.009082771801044665,0.00029894662199592137,-0.007683779308904043,0.24738608993009487,0.0,-0.19127690202325276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009784237507116822,-0.01077720757390838,-0.011651925226494123,-0.012434354827152605,-0.013146767956882438,-0.01380722526979436
-0.19676055253062605,-17.53873465074438,-32.20797704330501,-48.27391895743946,-32.2079770433051,-0.8059258471143953,0.3957378687907972,-6.29250205968862,2.2803373004505745,7.228183599683555,-1.7191308076357308,0.5731740524127283,1.1210473481483536,-6.240660679476746,0.0,-8.196604459412034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.712065055541412,4.391375620896065,3.3002304725369154,2.4406495157632797,1.7942617259166218,1.331443940114064
-0.00011311291360808877,0.0365934476458567,0.12604103012861945,0.223916176340051,0.1260410301286159,0.0006205934377208375,-1.224552009655266,-1.9956023665214908,1.8715568128697484,-0.026239227831901357,-0.0320000596231067,-0.002389650236939711,0.0014926366236079902,0.028602308886853167,0.0,-0.19968120569735803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027562605799474116,-0.028279416414163316,-0.028477527857608154,-0.02825779819070494,-0.027720578913667176,-0.02695726263351974
0.13805968732747181,3.751096034357625,6.65954234568488,10.360822986618514,6.6595423456848994,0.2875161303505064,-0.41936449254925245,0.8649909034148204,-0.031793826403316156,-1.5385670943317327,-0.5731632279092592,-0.3324164084524867,-0.08544596906438934,1.228805441746639,0.0,0.6674766006364723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2369139856623002,-0.956438228442392,-0.7127627588519343,-0.5125676599494008,-0.35632414840305127,-0.24055513054332323
0.013850601635844992,1.1828956843628773,2.1654000166245013,3.2792975926236045,2.165400016624508,0.05394507663137116,-0.13302467900047754,0.48399580169941014,0.0455207749209334,0.5136404735877401,0.10604911843420473,-0.04376182127002748,-0.02787576060630423,0.2889894267498262,0.0,0.44878081826176075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39155056022584545,-0.3033749368142821,-0.22675861253379798,-0.16381136973859642,-0.11468724248124487,-0.078296096955451
0.9999999999999993,7.43762690325056e-17,4.336808689942018e-17,7.632783294297951e-17,5.4643789493269423e-17,-7.009367045118786e-17,0.42716341896608256,7.892991815694472e-17,-4.5102810375396984e-17,-2.054563116860031e-17,-1.1102230246251565e-16,-9.020562075079397e-17,-1.734723475976807e-18,1.0408340855860843e-17,0.0,-3.469446951953614e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0408340855860843e-17,-3.469446951953614e-18,5.204170427930421e-18,7.806255641895632e-18,9.540979117872439e-18,9.107298248878237e-18
-7.55918363247159e-17,1.0000000000000013,1.0000000000000024,4.2032349822918036e-15,3.316791286067655e-15,-7.140555507989532e-16,9.020562075079397e-17,-8.358114547690754e-16,-2.682316174729138e-16,-5.896569040333977e-16,2.3869795029440866e-15,8.326672684688674e-17,-3.5735303605122226e-16,5.793976409762536e-16,0.0,3.885780586188048e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.316927453868914e-16,-1.5785983631388945e-16,-1.829049064983046e-16,-9.627715291671279e-17,-6.591949208711867e-17,-1.5785983631388945e-16
2.9338711427851864e-18,-7.814929259275516e-16,-2.740863092043355e-16,1.0000000000000009,1.0000000000000002,-7.502679033599691e-17,-3.9898639947466563e-17,-1.0299920638612292e-15,1.5829351718288365e-17,1.787307281342354e-16,-3.885780586188048e-16,4.614364446098307e-16,-9.107298248878237e-17,6.071532165918825e-17,0.0,3.608224830031759e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,-2.5825695748604716e-16,-1.968911145233676e-16,-2.5717275531356165e-16,-2.3635607360183997e-16,-2.463307335887066e-16
-9.299293103265458e-18,-8.066464163292153e-17,5.551115123125783e-17,-2.220446049250313e-16,-8.326672684688674e-17,1.0000000000000004,-4.180683577104105e-16,-4.423544863740858e-17,-2.209604027525458e-16,-5.3017486234541167e-17,7.494005416219807e-16,3.8163916471489756e-16,-7.37257477290143e-17,2.7755575615628914e-17,0.0,9.71445146547012e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-17,1.0408340855860843e-16,5.551115123125783e-17,2.7755575615628914e-17,2.0816681711721685e-17,-1.9081958235744878e-17
-4.805355628118912e-17,-1.0647970683043648e-15,-9.367232437087802e-16,-1.7503677961015203e-15,-1.1339335417272088e-15,1.0588372416637331e-16,1.2384469109856335,-1.760973752000094e-16,-1.1988939880342277e-16,1.8916238992022012e-16,3.5404609342254078e-15,1.2526584609819453e-15,-8.956316370403315e-17,8.269991369765353e-17,0.0,1.0000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9799089636401269e-16,4.693510758909881e-17,-3.768149269067863e-17,-9.58125736390784e-17,-1.0732737833935006e-16,-1.0916161041842414e-16
3.12160030832248e-17,-5.204170427930421e-16,-7.216449660063518e-16,-1.0269562977782698e-15,-9.853229343548264e-16,1.485335074243057e-16,-1.0749864540193776e-16,1.0000000000000002,-5.030698080332741e-16,2.3158558404290375e-16,8.396061623727746e-16,4.163336342344337e-16,4.705437428587089e-17,-1.0581813203458523e-16,0.0,5.316927453868914e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1796119636642288e-16,6.743737512859838e-17,1.3877787807814457e-17,1.734723475976807e-17,5.204170427930421e-18,-1.3877787807814457e-17
-1.947687666895525e-18,4.163336342344337e-17,-2.5673907444456745e-16,-1.5265566588595902e-16,-4.163336342344337e-16,2.281139025155684e-17,1.8070939709902145e-16,1.0,7.735782500684074e-17,5.489646257875665e-17,-8.730996569686364e-16,-2.9654777750212806e-16,1.0471989381036135e-16,-1.1926223897340549e-17,0.0,-7.971054372113429e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42861286636753e-17,4.85722573273506e-17,4.163336342344337e-17,5.377642775528102e-17,8.239936510889834e-17,5.204170427930421e-17
-9.850467482174506e-18,7.91033905045424e-16,4.996003610813204e-16,1.0269562977782698e-15,4.85722573273506e-16,-1.5056002165952944e-16,1.5352302762394743e-16,4.735795089416683e-16,0.9999999999999997,-2.3548871186385156e-16,6.245004513516506e-16,-6.245004513516506e-17,1.3877787807814457e-16,-9.020562075079397e-17,0.0,4.753142324176451e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-17,4.5102810375396984e-17,8.326672684688674e-17,1.231653667943533e-16,1.3877787807814457e-16,1.3530843112619095e-16
-2.0922777230615454e-18,2.7755575615628914e-17,3.3306690738754696e-16,3.885780586188048e-16,2.7755575615628914e-16,-7.70420928160119e-17,1.231653667943533e-16,-2.7571015913975386e-16,0.9999999999999997,-5.153644917628687e-17,-4.998255018686095e-16,-2.044042834118711e-16,-6.640564559083591e-17,6.426608377407828e-17,0.0,-7.979727989493313e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-2.7755575615628914e-17,-4.85722573273506e-17,-5.204170427930421e-17,-7.632783294297951e-17,-7.979727989493313e-17
9.960703294993116e-18,1.0755285551056204e-16,-1.457167719820518e-16,3.191891195797325e-16,-2.220446049250313e-16,-3.781505647508448e-17,1.0019044513302766e-16,3.877106968808164e-16,-1.1188966420050406e-16,1.0,3.0531133177191805e-16,5.0306980803327406e-17,6.320898665590491e-17,-2.42861286636753e-17,0.0,2.0556473190325164e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2959746043559335e-17,-1.9081958235744878e-17,-2.7755575615628914e-17,3.122502256758253e-17,-3.469446951953614e-18,-2.42861286636753e-17
8.687976251193188e-18,5.551115123125783e-17,-5.551115123125783e-17,-1.6653345369377348e-16,5.551115123125783e-17,2.6783424891310777e-16,-3.694961003830599e-16,5.159718138858516e-16,3.5561831257524545e-16,5.3608037861700915e-17,0.9999999999999982,-3.3306690738754696e-16,1.5959455978986625e-16,-1.3183898417423734e-16,0.0,-1.304512053934559e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,4.163336342344337e-17,7.632783294297951e-17,7.632783294297951e-17,1.0408340855860843e-16,8.326672684688674e-17
3.2257336241334984e-17,-1.6653345369377348e-16,-2.498001805406602e-16,-6.661338147750939e-16,-2.220446049250313e-16,1.5182653806949055e-16,2.42861286636753e-17,2.1337098754514727e-16,-1.0364972768961422e-16,2.6052368711339755e-17,1.628088113457143e-16,1.0,-9.540979117872439e-18,-6.982261990806649e-17,0.0,4.85722573273506e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,1.0061396160665481e-16,4.163336342344337e-17,0.0,1.3877787807814457e-17,5.551115123125783e-17
1.39390348953701e-17,-7.216449660063518e-16,-9.471590178833367e-16,-1.6514567491299204e-15,-9.645062526431047e-16,3.002964036189349e-16,-2.654126918244515e-16,1.0516761073109393e-17,3.9042120231203015e-16,3.188635866210671e-16,-3.586470976803784e-16,2.0074467432062853e-16,1.0,-9.367506770274758e-17,0.0,-5.273559366969494e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8388068845354155e-16,7.632783294297951e-17,2.949029909160572e-17,-1.3877787807814457e-17,-4.163336342344337e-17,-1.7780915628762273e-17
-1.0112938859573444e-17,6.661338147750939e-16,1.3877787807814457e-15,2.220446049250313e-15,1.7763568394002505e-15,-1.6377001435022488e-16,2.1687974167215937e-16,8.766118109756901e-17,-2.4955533915064323e-16,-2.4239769331551284e-16,-5.17161996005994e-17,-2.067279975159105e-16,-2.847965434215256e-17,1.0000000000000002,0.0,5.551115123125783e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.498001805406602e-16,-2.0816681711721685e-16,-2.1510571102112408e-16,-1.3877787807814457e-16,-1.3183898417423734e-16,-5.551115123125783e-17
