"DATE","TIME PERIOD","Deposit facility - date of changes (raw data) - Level (FM.B.U2.EUR.4F.KR.DFR.LEV) - Modified value (Quarterly)"
"1999-03-31","1999Q1","2.0000"
"1999-06-30","1999Q2","1.5000"
"1999-09-30","1999Q3"
"1999-12-31","1999Q4","2.0000"
"2000-03-31","2000Q1","2.5000"
"2000-06-30","2000Q2","3.2500"
"2000-09-30","2000Q3","3.5000"
"2000-12-31","2000Q4","3.7500"
"2001-03-31","2001Q1"
"2001-06-30","2001Q2","3.5000"
"2001-09-30","2001Q3","2.7500"
"2001-12-31","2001Q4","2.2500"
"2002-03-31","2002Q1"
"2002-06-30","2002Q2"
"2002-09-30","2002Q3"
"2002-12-31","2002Q4","1.7500"
"2003-03-31","2003Q1","1.5000"
"2003-06-30","2003Q2","1.0000"
"2003-09-30","2003Q3"
"2003-12-31","2003Q4"
"2004-03-31","2004Q1"
"2004-06-30","2004Q2"
"2004-09-30","2004Q3"
"2004-12-31","2004Q4"
"2005-03-31","2005Q1"
"2005-06-30","2005Q2"
"2005-09-30","2005Q3"
"2005-12-31","2005Q4","1.2500"
"2006-03-31","2006Q1","1.5000"
"2006-06-30","2006Q2","1.7500"
"2006-09-30","2006Q3","2.0000"
"2006-12-31","2006Q4","2.5000"
"2007-03-31","2007Q1","2.7500"
"2007-06-30","2007Q2","3.0000"
"2007-09-30","2007Q3"
"2007-12-31","2007Q4"
"2008-03-31","2008Q1"
"2008-06-30","2008Q2"
"2008-09-30","2008Q3","3.2500"
"2008-12-31","2008Q4","2.0000"
"2009-03-31","2009Q1","0.5000"
"2009-06-30","2009Q2","0.2500"
"2009-09-30","2009Q3"
"2009-12-31","2009Q4"
"2010-03-31","2010Q1"
"2010-06-30","2010Q2"
"2010-09-30","2010Q3"
"2010-12-31","2010Q4"
"2011-03-31","2011Q1"
"2011-06-30","2011Q2","0.5000"
"2011-09-30","2011Q3","0.7500"
"2011-12-31","2011Q4","0.2500"
"2012-03-31","2012Q1"
"2012-06-30","2012Q2"
"2012-09-30","2012Q3","0.0000"
"2012-12-31","2012Q4"
"2013-03-31","2013Q1"
"2013-06-30","2013Q2","0.0000"
"2013-09-30","2013Q3"
"2013-12-31","2013Q4","0.0000"
"2014-03-31","2014Q1"
"2014-06-30","2014Q2","-0.1000"
"2014-09-30","2014Q3","-0.2000"
"2014-12-31","2014Q4"
"2015-03-31","2015Q1"
"2015-06-30","2015Q2"
"2015-09-30","2015Q3"
"2015-12-31","2015Q4","-0.3000"
"2016-03-31","2016Q1","-0.4000"
"2016-06-30","2016Q2"
"2016-09-30","2016Q3"
"2016-12-31","2016Q4"
"2017-03-31","2017Q1"
"2017-06-30","2017Q2"
"2017-09-30","2017Q3"
"2017-12-31","2017Q4"
"2018-03-31","2018Q1"
"2018-06-30","2018Q2"
"2018-09-30","2018Q3"
"2018-12-31","2018Q4"
"2019-03-31","2019Q1"
"2019-06-30","2019Q2"
"2019-09-30","2019Q3","-0.5000"
"2019-12-31","2019Q4"
"2020-03-31","2020Q1"
"2020-06-30","2020Q2"
"2020-09-30","2020Q3"
"2020-12-31","2020Q4"
"2021-03-31","2021Q1"
"2021-06-30","2021Q2"
"2021-09-30","2021Q3"
"2021-12-31","2021Q4"
"2022-03-31","2022Q1"
"2022-06-30","2022Q2"
"2022-09-30","2022Q3","0.7500"
"2022-12-31","2022Q4","2.0000"
"2023-03-31","2023Q1","3.0000"
"2023-06-30","2023Q2","3.5000"
"2023-09-30","2023Q3","4.0000"
"2023-12-31","2023Q4"
"2024-03-31","2024Q1"
"2024-06-30","2024Q2","3.7500"
"2024-09-30","2024Q3","3.5000"
"2024-12-31","2024Q4","3.0000"
"2025-03-31","2025Q1","2.5000"
"2025-06-11","2025Q2","2.0000"
