obs_gdp,obs_hours,obs_wages,obs_gdpdeflator,obs_corepce,obs_nominalrate,obs_consumption,obs_investment,obs_BBBspread,obs_longinflation,obs_longrate,obs_tfp,obs_gdi,obs_AAAspread,obs_nominalrate1,obs_nominalrate2,obs_nominalrate3,obs_nominalrate4,obs_nominalrate5,obs_nominalrate6,obs_rstar,obs_b_safet,obs_b_safep,obs_fg1,obs_fg2,obs_fg3,obs_fg4,obs_fg5,obs_fg6
0.4205465821545795,-47.6868849129648,0.4205465821545795,0.5008100902684821,0.49999999999998934,0.9757113370130188,0.4205465821545795,0.4205465821545795,0.4392499285004474,0.49999999999998934,0.9757113370130188,0.0,0.4205465821545795,0.1174310227768634,0.9757113370130188,0.9757113370130188,0.9757113370130188,0.9757113370130188,0.9757113370130188,0.9757113370130188,0.4757113370130295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
