horizon,q16,q25,q50,q75,q84
1,0.17534135134277393,0.20851229162957122,0.27602216772883764,0.33413993724785773,0.35828200412713607
2,0.15051676194474517,0.18911253671252548,0.2722573399023288,0.34970791025227443,0.39374278969564347
3,0.1305271668736053,0.1740846300964815,0.2573574895853641,0.3623739791474987,0.40456280643916115
4,0.0493591514298796,0.10113445636961106,0.20068536927442004,0.3100986925810267,0.36890598405702024
5,0.061794346360902946,0.11157167895799498,0.21091238738442208,0.3349823915275866,0.3933983241837258
6,0.10228410233678395,0.16020667531320829,0.27135861136039086,0.39549390606016094,0.46085525356332696
7,0.14867125113536578,0.19775977809920026,0.3181115905476697,0.4636432362359091,0.528190247400222
8,0.17009596695993212,0.23222821302374425,0.36920635013728464,0.5154407376056629,0.5956424592514142
9,0.18206252871719883,0.25116398618452146,0.40247706322473026,0.5701400690295552,0.6447232119014373
10,0.1827460678224048,0.2650252622992047,0.4343994987623372,0.5981198712167767,0.6810294459628761
11,0.18942632187706646,0.27845920565317983,0.4459927596537553,0.6311970406066529,0.704554917914639
12,0.17771271359105834,0.2802296791603238,0.46780757716049876,0.6495210969367653,0.7340054192419886
13,0.1919693466847175,0.29880409675764613,0.4827258010295882,0.666661596573079,0.7616783011645897
14,0.19384850381322566,0.3015658066531366,0.49230226792634146,0.6874165484232381,0.7835857250387708
15,0.2015901949010055,0.2879262972653351,0.5043201186812579,0.6916183846779093,0.8123825032729358
16,0.18689244783841988,0.3023887226488673,0.49488479972742705,0.7056134491207372,0.8170728654739999
17,0.19202222374723232,0.2872081474042234,0.5061317648829359,0.7175697216696785,0.828528449445755
18,0.19993868665931938,0.2860938198263882,0.5128986012178902,0.7270386997185084,0.8207676315257814
19,0.18296573224390203,0.29068149292601003,0.5087615218076027,0.7317187537843718,0.8208673485591691
20,0.1983243683441414,0.28778821682498956,0.5000521802105746,0.7297891810431386,0.8252880618722236
21,0.19620347362472523,0.2895942207474389,0.5087374688710478,0.7307227722943046,0.8286616284964621
22,0.18575099905965606,0.2949220456489808,0.5007997602039815,0.7316118821309108,0.8310769480525959
23,0.19357804553516997,0.2907103892661198,0.49407567738609603,0.7326622414069675,0.8244920094757712
24,0.18147990556840168,0.28821627996750915,0.49192200519253,0.7295527271188432,0.8231277466727569
25,0.18354777757427085,0.2908863645564791,0.4909040564485554,0.7142806853007443,0.8188550333338362
26,0.16763662899945667,0.2843832859025134,0.4958010950810361,0.7251592129131234,0.8097646375759174
27,0.1817413002392276,0.2778378278125259,0.4880595382263063,0.7181571751553599,0.8197069363468149
28,0.1811636990903037,0.2728211393450012,0.48729355556678544,0.7170394508606095,0.8214838977940029
29,0.17210736047859265,0.27387268405033577,0.4831899261047331,0.7147846181341655,0.8176046327714418
30,0.16920065979742277,0.2672206090897219,0.48049191430923227,0.6982071941422963,0.8038307503958102
31,0.15910117384349218,0.27318883451301573,0.4692538317789578,0.7050912997197628,0.797625492481109
32,0.1638388606069511,0.274459029516393,0.46476109452034986,0.7004381441496201,0.7927796482517699
33,0.15700402169223762,0.27254406665988307,0.4708889517137106,0.6890326448682866,0.7835227904419773
34,0.15091244079934804,0.24547358353821022,0.4670954495644345,0.6819077533920718,0.7839342061856664
35,0.15450456289016587,0.25571312551071673,0.45176151439466933,0.6775909573834882,0.7900250875034698
36,0.1474287440078401,0.2573693884294272,0.45603704970825587,0.6769284887530602,0.7934428065032807
37,0.16163140866201137,0.258353811523581,0.455303852360295,0.6661231718670142,0.7886531107606252
38,0.15473552625295398,0.25478734017843774,0.46093360758048074,0.6601128993426706,0.7936543517320281
39,0.1611984661722909,0.25411245443121155,0.4623376858092458,0.6593537529238136,0.7860127451472544
40,0.1541321820290145,0.2495503373470806,0.4560065882779002,0.6509050022150685,0.7701235222020366
41,0.1591376648817529,0.24167947074554724,0.45150159198412954,0.6528933691155616,0.7509694256657756
42,0.14001009801985914,0.2427109891260487,0.44751726165159056,0.6410069915491501,0.7543937038404175
43,0.15230065151634842,0.23962084256632776,0.44418044647811206,0.6323829759043381,0.7477670437318911
44,0.1489172723725495,0.24346262612299868,0.439564310543898,0.6399564656985339,0.7462255455580331
45,0.14265571345877176,0.23494048545377919,0.43497654655554285,0.6343283253578446,0.7315575241919399
46,0.14019263165703127,0.22776798281351626,0.4333872319812554,0.6228983014300666,0.7207462829338447
47,0.12515433728157294,0.22923067520939122,0.4283480762918967,0.6221071286811257,0.7112304647232236
48,0.13332207236167903,0.22011002934433477,0.4235553007006957,0.6120669698196921,0.709465304683785
49,0.12543041107526395,0.212319129083824,0.4216950354384485,0.6169592563014848,0.7070906611781803
50,0.13242925367927427,0.21327700878520744,0.41294213604846575,0.6173954189098277,0.6899333508381342
51,0.13729508598377518,0.21715257854950834,0.41160939429195587,0.598604396934055,0.698388039167749
52,0.1326583419551297,0.20278553805992106,0.4034100314465384,0.6029957155701003,0.6870580115893065
53,0.137641605502639,0.20963662987183795,0.3994611076266108,0.5964295677703713,0.6900686406219921
54,0.13232157298313924,0.20817042855419082,0.39036658983993466,0.5868840287876036,0.6903261739393441
55,0.13215817432474,0.20815896690434005,0.38198997736122775,0.5831750234331333,0.6879805500788044
56,0.11670541318472974,0.197430932904135,0.40055522756338835,0.5857241758949672,0.6985404725108645
57,0.12432062500421587,0.20397299181465592,0.3911054062267226,0.5828016999881018,0.6893227515445982
58,0.13024763647961343,0.20027539827421764,0.3822721519235851,0.5946598809383937,0.6801184550300418
59,0.10968824117343881,0.19050256119170567,0.3788790323618215,0.5864980612533625,0.6797795794920324
60,0.11366576302559075,0.19544276151282922,0.3818298804528346,0.5829101957910341,0.6666890254577332
