horizon,q16,q25,q50,q75,q84
1,-0.6738603535907911,-0.46775834604517286,-0.005073351398654748,0.41805197180634934,0.6077010598114815
2,-0.5933562532543668,-0.35587327202209373,0.06107374742001245,0.5291637282790258,0.7270758444212158
3,-0.6071912621820212,-0.37866429675951147,0.03482947448673146,0.4525837637732104,0.6310162825226081
4,-0.5256334863788057,-0.3593157551138457,0.06388595411846537,0.46999079321403475,0.6365256841752966
5,-0.808189035931079,-0.5928560575063553,-0.1837660483421864,0.26648112258338286,0.4798920728901986
6,-0.9842791963148084,-0.8034899712947553,-0.34195071902239416,0.04210906504898747,0.26105335163505816
7,-1.031948900936594,-0.8316425563393189,-0.38701978954478067,0.044308722973906985,0.2629974045718768
8,-1.003462431562505,-0.7853858886891025,-0.36202849469404796,0.10145524682603982,0.24568493343471148
9,-0.9918595045249018,-0.8325208014571948,-0.3696464705909722,0.06289114320487449,0.2553161116783783
10,-0.9761135734760508,-0.7615540264288558,-0.36171578503858304,0.019712355159875385,0.23505001465222508
11,-0.9248913703314344,-0.722532597078857,-0.3563593766182541,0.0753236791190152,0.28656924691649155
12,-0.9344394183082265,-0.7230195105288432,-0.2980900798270139,0.11128994278617793,0.3226292153868818
13,-0.8977918518004038,-0.716234800516597,-0.2795194913860559,0.12843314071527037,0.3332861927859762
14,-0.9004570129670894,-0.6626498159370282,-0.2612467733499626,0.13001280900850995,0.35272699211769437
15,-0.8444565425720619,-0.6638355945849923,-0.24097782524907524,0.20069699875279312,0.38381552508927036
16,-0.8053080602064576,-0.6052694885934089,-0.2479938411953469,0.16293857125005606,0.3962215159511777
17,-0.787822853176386,-0.569589550869269,-0.18759551695987517,0.23226602983246825,0.4257323262866545
18,-0.850647702044079,-0.6586599165180268,-0.20056402974861715,0.21863996806209265,0.4544137707704058
19,-0.8235850987938304,-0.626517915586752,-0.18502144866078968,0.29160811678990717,0.4761020138880279
20,-0.784014501767117,-0.6145944016585564,-0.1903636817835183,0.23700617951634498,0.4268326748200424
21,-0.8478059552244395,-0.6361642418797032,-0.15339083551876204,0.23594510833263915,0.4291648962481966
22,-0.7511479733617652,-0.5632873180083945,-0.14727821002439226,0.28708077750455413,0.47917108417743165
23,-0.7814517665047929,-0.5465124513048291,-0.15161539978439714,0.275188661935202,0.46550160842036953
24,-0.7799245060932724,-0.5701353565784747,-0.14859649946708892,0.28905339456735385,0.5025252958827259
25,-0.7407263053215537,-0.5360882326503724,-0.14810829073446247,0.3122558670758029,0.5075231273076461
26,-0.7768745069059223,-0.5947631493292895,-0.18522231318310567,0.24904483324228396,0.4678401128150555
27,-0.6956451986752634,-0.5099972805550032,-0.12655030239074766,0.2982294083794578,0.4904812196361956
28,-0.7508964098478996,-0.553362644267963,-0.14284817460575866,0.3073109636469613,0.5167726999222962
29,-0.7428635330093353,-0.546251661820919,-0.09892291167533218,0.31902247190795974,0.5221837839750342
30,-0.7738208111054756,-0.5542252249124894,-0.13947736101717667,0.27804313183187207,0.46572850994643156
31,-0.7931831525421423,-0.5841279300274627,-0.1262611331293721,0.3390713059265723,0.5460842024924288
32,-0.7135296614570987,-0.5235058703153821,-0.09817870305048086,0.31586082505512886,0.5335875756617864
33,-0.7308772452522053,-0.5692224995644936,-0.09880238196967658,0.3217681504036318,0.5283036642843606
34,-0.7496639405535508,-0.5554426015689113,-0.16584817432095425,0.28295820005942934,0.47139397393589183
35,-0.7146654437874895,-0.5351369308464549,-0.14816855682833693,0.3263027071141322,0.49839245557597467
36,-0.7152062180029998,-0.4904999166280317,-0.0977665683437012,0.3145848382697004,0.4794059827561075
