date,vint_21Q1,vint_21Q2,vint_21Q3,vint_21Q4,vint_22Q1,vint_22Q2,vint_22Q3,vint_22Q4,vint_23Q1,vint_23Q2,vint_23Q3,vint_23Q4,vint_24Q1,vint_24Q2,vint_24Q3,vint_24Q4,vint_25Q1,vint_25Q2
1962-09-30,0.6977008046693951,0.6949397538232496,0.6937841790344093,0.6931418829655415,0.6939538655933043,0.6925616373597385,0.693044696318678,0.6925713423926882,0.6937878547697591,0.6948810712196674,0.6950150679523126,0.6951266297160168,0.6953852231448491,0.6947607018789836,0.6944560162301108,0.6936739897679423,0.6948737234941532,0.6943675481292904
1962-12-31,0.7339585779786149,0.7311795226643358,0.7300268408338685,0.7293973294192491,0.7303197929466112,0.7289530301681615,0.7294938032443746,0.7290485455711536,0.7302665539213675,0.7314416406929691,0.731587409094085,0.7316972996436101,0.7320119555888068,0.7314150264643522,0.7311112663502184,0.7303623649743062,0.7315640103287726,0.7310525993464719
1963-03-31,0.743489177324536,0.7406938717238685,0.7395473618882422,0.7389319403014729,0.7399630374101158,0.7386219177853888,0.7392212353036172,0.7388045148966353,0.7400191913943974,0.741276937979998,0.7414352961428423,0.7415439552622034,0.7419167531853341,0.7413488610893496,0.7410456959620302,0.7403330339256232,0.7415329434685025,0.7410177127955119
1963-06-30,0.7424573409715453,0.7396476863397052,0.7385109059419683,0.7379111087453845,0.7390498179812126,0.7377348595105206,0.7383940670356973,0.7380066309377105,0.7392128322074896,0.7405547084748554,0.7407266063732205,0.7408344767459762,0.7412680796256566,0.7407310325007171,0.740428149492073,0.7397553485731927,0.740949620684256,0.7404320466379427
1963-09-30,0.7827946574768117,0.7799727097360161,0.7788495213281925,0.7782671253376741,0.779513259560867,0.7782253257824493,0.7789463037014622,0.7785892142369006,0.7797814424363113,0.7812096237601085,0.7813961528832079,0.781503683397193,0.7820013671589525,0.7814973532740316,0.7811944542510194,0.7805656759182237,0.781750125854169,0.7812317554326207
1963-12-31,0.7816530419846939,0.7788210049712754,0.777715568782853,0.7771525839726088,0.7785067459395277,0.7772470278060252,0.7780321683663598,0.7777067885667116,0.7788791968158337,0.7803965336413323,0.7805989227148953,0.7807065693286694,0.7812721991332344,0.7808037718445326,0.7805005713003821,0.7799204980760005,0.7810906632173151,0.7805731139687287
1964-03-31,0.8154269732497339,0.8125869006106979,0.8115029993726448,0.810961225850086,0.8124237006751197,0.8111932253084104,0.8120445680238546,0.8117520721474192,0.8128993316141435,0.814508220989072,0.8147275602217319,0.8148357411205256,0.8154727009566137,0.8150421201873753,0.8147383560786654,0.8142111736326434,0.8153629848469615,0.814847742950632
1964-06-30,0.8664047342666399,0.8635512814818385,0.8624757425559988,0.8619459876660702,0.8634902776160012,0.8622781296847607,0.8631764390563066,0.8629060014160418,0.8640446822000939,0.8657197721612583,0.8659502723844458,0.8660582368632035,0.8667434204589355,0.8663366643456238,0.8660324132599236,0.8655369865347824,0.8666833001146876,0.8661667154725445
1964-09-30,0.8635610221035992,0.8606935517821364,0.8596239658701246,0.8591041870094684,0.8607222041281739,0.8595255225388899,0.8604657022101518,0.8602145027207517,0.8613474117984097,0.863081839022974,0.8633221653276472,0.8634298548626266,0.8641575514394932,0.8637712795352517,0.86346647192528,0.86299808627876,0.8641410939498817,0.8636226908459088
1964-12-31,0.8499814724286379,0.8470995933889885,0.8460340993985925,0.8455226695268543,0.8472076815881653,0.8460241581527789,0.8470020190034224,0.8467677614214406,0.8478970465277788,0.849685146999294,0.8499342167770322,0.8500415927531545,0.8508071482828345,0.8504386672202595,0.850133247242347,0.8496881269901518,0.8508295009795923,0.8503089398754109
1965-03-31,0.859569593863111,0.8566730889993127,0.8556102109212977,0.8551058030278931,0.8568520958236789,0.8556798332563846,0.8566918528280778,0.85647262728514,0.8575999796038372,0.8594369722852143,0.8596938842014125,0.8598009195211775,0.8606004491267334,0.8602475363502482,0.859941461156901,0.8595165063292367,0.8606575575963958,0.8601345906350492
1965-06-30,0.8657544265982902,0.8628431999048379,0.8617817271289656,0.8612832290539834,0.8630858552837929,0.8619232618777006,0.8629664063717521,0.8627605875819775,0.8638873901303163,0.8657691428128422,0.8660331244868139,0.866139797538012,0.8669699731153373,0.8666307467283293,0.8663239857797638,0.8659165781582445,0.8670583723053421,0.8665328108655237
1965-09-30,0.8698868949019307,0.8669609414826737,0.8658998613204909,0.8654063260921689,0.867260950377561,0.8661066761041147,0.867178293995935,0.8669844801661694,0.86811189013008,0.8700347791137076,0.870305156793868,0.8704114485274366,0.8712693734966723,0.8709422155878903,0.870634749604452,0.8702426400659111,0.8713860619273139,0.8708577591505501
1965-12-31,0.8829684296177478,0.8800278170488508,0.8789662728454513,0.8784768866863764,0.8803796797907905,0.8792325734503789,0.8803303251224213,0.8801472973949883,0.8812762963157523,0.883237113328895,0.8835132924611007,0.8836191849121404,0.884502312502115,0.8841858191997819,0.8838776390542614,0.8834988752703661,0.8846446684724529,0.8841135089996195
1966-03-31,0.8707403238068998,0.8677851795402327,0.8667224422241242,0.8662365020348662,0.8681840625085686,0.8670431405100555,0.8681649474908357,0.8679916406129002,0.8691230678645224,0.8711189527327111,0.8714004043326556,0.8715058798362907,0.8724119548530045,0.8721049008066353,0.8717960064752122,0.8714288821855618,0.8725776756574977,0.872043569053172
1966-06-30,0.8274391103166536,0.824469612627645,0.8234050599946815,0.8229219564341969,0.8249112491661733,0.823775671414067,0.8249196773866362,0.8247551571582332,0.8258897339337767,0.8279181227274882,0.8282043731505325,0.8283094139113429,0.829236428458424,0.8289377399029769,0.8286281395165478,0.8282711564861944,0.8294234835282335,0.8288863597580202
1966-09-30,0.8143502986303341,0.8113666698384467,0.8102997706595263,0.8098189748176787,0.8118472809211431,0.8107163314361894,0.811880870923767,0.8117243160995582,0.8128626635693553,0.8149212468619697,0.8152118697295472,0.8153164575771975,0.8162626157789483,0.815971349148841,0.8156610581567465,0.8153128962317222,0.8164692089895409,0.815929015129062
1966-12-31,0.7896051889623905,0.7866076902293938,0.7855379915811067,0.785059044122936,0.7871239189376997,0.7859969898579475,0.7871805622659438,0.7870312495918204,0.7881739032346347,0.7902605914206721,0.7905552010105341,0.7906593172540698,0.7916230061943593,0.7913383305829633,0.7910273710296463,0.7906868637299309,0.7918475446331784,0.7913042423663053
1967-03-31,0.7866450984306101,0.783634025737223,0.782561142616872,0.7820836447286248,0.7841828819390547,0.7830594600750345,0.7842607076741201,0.7841179992555102,0.7852654205265251,0.7873783143357517,0.78767656002125,0.7877801853537217,0.788759950545932,0.7884811329837741,0.7881695328949274,0.7878356470141555,0.7890010180864742,0.7884545817404749
1967-06-30,0.7712767261954523,0.7682524072602713,0.7671760139035222,0.766699619615312,0.7688312201523908,0.7677108755613105,0.7689285644894155,0.7687918969707108,0.7699444830215894,0.7720818480101005,0.7723834094835339,0.7724865239087706,0.7734810482101445,0.7732074411040344,0.7728952339781973,0.7725670522174249,0.7737373828155416,0.7731877977822856
1967-09-30,0.7511938310041347,0.7481566230064938,0.7470764455283947,0.7466008551288688,0.7487629999140161,0.7476453761293477,0.7488783797727963,0.7487472549709191,0.7499053468847595,0.7520655910531133,0.7523701741527493,0.7524727569166667,0.7534808421414592,0.753211872428671,0.7528990968313456,0.7525758028124048,0.7537513161542909,0.7531985776036231
1967-12-31,0.7254416312279302,0.7223919192605521,0.7213077293606579,0.72083268370351,0.7230237095273415,0.7219085151873648,0.7231557994688426,0.7230297762032896,0.724193666059725,0.7263753199662276,0.7266826529757943,0.726784682490025,0.7278052331773668,0.7275403928762026,0.7272270921357423,0.7269079573286632,0.7280888360542751,0.7275329478790619
1968-03-31,0.7035490001963176,0.7004871964212156,0.6993988059674746,0.6989240815226048,0.7011424594982106,0.7000294611886053,0.7012900713908197,0.7011687583153878,0.7023386953122474,0.7045403941799544,0.7048502244982171,0.7049516782462235,0.7059836871599701,0.7057225250772511,0.7054087470848265,0.7050931192994878,0.7062795102363019,0.7057204841890874
1968-06-30,0.6958756220128578,0.6928021655346597,0.691709421887946,0.6912348264246386,0.6934791425463382,0.6923681587233982,0.6936412075376037,0.693524256820313,0.694700452623829,0.6969209200158358,0.6972330111101335,0.6973338655263953,0.6983764005365911,0.698118514943415,0.6978043120633322,0.6974916052275151,0.698683623487933,0.6981214784822305
1968-09-30,0.6670827420960934,0.6639980996072036,0.6629008815795654,0.6624262503924927,0.6646951877857138,0.6635860836872806,0.6648707402087911,0.6647578419345005,0.6659404753967733,0.6681785080733157,0.6684926366387285,0.668592866950572,0.6696450589860898,0.6693900911062729,0.6690755202080215,0.6687652051984698,0.6699629377066757,0.6693976992648103
1968-12-31,0.6344859380529573,0.6313906053495599,0.6302888197104701,0.6298140123157854,0.6321063347913534,0.6309990182778064,0.6322944976831332,0.6321853748726868,0.6333745962357376,0.6356290498171817,0.6359450030643684,0.6360445830836918,0.6371056148616979,0.6368532430386837,0.6365383656686586,0.6362299619873703,0.6374334705134515,0.6368651703493677
1969-03-31,0.6454790938985645,0.6423735984196168,0.6412671768792697,0.6407920741199571,0.6431066106513517,0.6420010289528253,0.6433065825883109,0.6432009867414421,0.6443969214377183,0.6466666964833679,0.6469842694738952,0.6470831713224134,0.6481522665565834,0.6479022009775834,0.6475870836968904,0.6472801517963573,0.6484894755620345,0.6479181512926776
1969-06-30,0.6201626451755433,0.6170475497824506,0.6159364463914989,0.6154609478999509,0.6177965776268385,0.6166927150080826,0.6180076205988396,0.6179053276770788,0.6191080798346337,0.6213921079091964,0.6217111008475675,0.6218092945941134,0.6228857073613975,0.6226376852239802,0.622322400149608,0.6220165342104395,0.6232316921215786,0.6226573871050527
1969-09-30,0.5916494611235018,0.5885253694191793,0.5874095583315299,0.5869335803039173,0.5892892176301039,0.5881870940231027,0.5895106456738671,0.5894114524452769,0.5906211082108823,0.5929183374481694,0.5932385528246775,0.5933360060064072,0.5944190099119835,0.594172790919286,0.5938574165196271,0.593552237473143,0.5947732300281444,0.5941959933312706
1969-12-31,0.6171496976101775,0.614017261193384,0.612896734743579,0.6124202079855602,0.6147947872858792,0.613694457983309,0.6150259555904568,0.6149296762608469,0.6161463070650297,0.6184556866532589,0.6187769261115211,0.6188736031025898,0.619962479825668,0.6197178418927278,0.6194024641050211,0.6190976126732247,0.6203244235925779,0.619744310094983
1970-03-31,0.5307199176775466,0.5275798458358893,0.52645461288596,0.525977481093094,0.5283699404775899,0.5272714970256741,0.5286102346572276,0.5285166977133566,0.5297403636157818,0.5320608265284748,0.5323828873078391,0.532478748489837,0.5335727752248489,0.5333295102716941,0.5330142240273863,0.5327093535262989,0.5339419511463084,0.5333590217927318
1970-06-30,0.5351575501587691,0.5320106225995369,0.5308807071130531,0.5304029253524806,0.5328121888761006,0.5317157613455157,0.5330610140897221,0.5329700592803901,0.5342008125469973,0.5365312557531732,0.5368539265349812,0.5369489272151892,0.5380473624615872,0.5378052721622283,0.537490183422636,0.5371849520509694,0.538423290522712,0.537837612739286
1970-09-30,0.43469592410966573,0.4315430073505001,0.4304084471559908,0.4299299805194402,0.4323549382207359,0.431260699046595,0.43261170782318215,0.4325231832076184,0.4337610722691099,0.43610033364440803,0.4364233896281008,0.43651747865003543,0.4376195457974249,0.4373784371567495,0.4370636655651012,0.43675772790125594,0.43800174823174365,0.4374133965238801
1970-12-31,0.36936985206861894,0.36621191990457963,0.3650727656214523,0.3645935880254422,0.3670330733529983,0.36594124286247254,0.3672971968439269,0.3672109558520659,0.3684560297436489,0.37080286114207495,0.37112605823216416,0.37121917624209544,0.37232404456681856,0.3720837252318382,0.3717694074517324,0.37146240496475924,0.37271203592522184,0.3721210926699554
1971-03-31,0.39013682609351547,0.3869749837319614,0.3858312978614933,0.38535139098354776,0.3878041558367976,0.38671500928157876,0.388075026161052,0.3879909246585743,0.3892432378602151,0.39159627472665276,0.39191934292469705,0.3920114203334602,0.3931181836722096,0.39287845700584717,0.3925647506723011,0.39225630135872874,0.3935114602505444,0.3929180166734224
1971-06-30,0.34470048060742287,0.341535989601886,0.34038784586463505,0.33990719823678245,0.34237188781947303,0.34128576282609846,0.3426488689102818,0.34256676239795714,0.3438263794677897,0.3461841100950759,0.3465067468215084,0.3465977017253902,0.3477053570096288,0.3474660173084475,0.3471531050893968,0.3468427932456589,0.3481033864207488,0.34750754367716896
1971-09-30,0.3401180310559738,0.33695232520894747,0.3357998084250024,0.33531841479252833,0.33779355004044764,0.33671085082893515,0.3380759678501518,0.3379957093079159,0.3392627072219502,0.3416234524460796,0.3419453182973159,0.3420350552558763,0.34314248850338025,0.34290331773207644,0.34259140978689473,0.3422787794546722,0.34354470222981204,0.3429465723099776
1971-12-31,0.3374895546726918,0.3343122981625487,0.33315587264088153,0.3326738797026101,0.3351673775677276,0.33408417064191875,0.3354585381054086,0.3353806250208312,0.33665255402120586,0.33902764442855876,0.3393514159514259,0.3394409151740511,0.3405561769471598,0.3403186394178197,0.3400058948130094,0.3396947792233884,0.34096547378721165,0.3403648360615727
1972-03-31,0.36191685788780736,0.35872861263401956,0.3575684144577981,0.35708584070170435,0.35959694489973715,0.3585133215992959,0.3598965043423448,0.3598208488016976,0.36109756470934795,0.363486319892194,0.36381189190324115,0.3639011386291197,0.36502382756904456,0.3647878490090409,0.3644743219298911,0.364164616399824,0.3654399202027677,0.3648368705736077
1972-06-30,0.40596138875581467,0.40276265015174767,0.4015988361729961,0.40111570882309655,0.4036437183151521,0.40255974482651313,0.4039513680931042,0.40387788993697793,0.40515920556049145,0.407561036139513,0.40788832786204826,0.4079773161473407,0.4091071031908162,0.4088726294333296,0.40855835892130793,0.4082500050722281,0.40952973253827984,0.4089243725433623
1972-09-30,0.4021061760682493,0.39889737139264236,0.3977301205284134,0.39724647561952864,0.39979074216695626,0.39870645762979295,0.40010620733677094,0.400034833432798,0.4013205159277101,0.40373492402538114,0.4040638797373065,0.4041526128926328,0.40528924224331286,0.4050562392078426,0.4047412484413901,0.40443423530059475,0.4057181761830756,0.4051106136986581
1972-12-31,0.3720445262713108,0.36882602076736404,0.36765553533910694,0.3671714178250921,0.3697313375267297,0.36864675497644667,0.37005437280408404,0.3699850359826675,0.37127480541489016,0.37370137697337247,0.3740319648097719,0.3741204551783891,0.3752637396600038,0.37503219241913144,0.374716489278207,0.3744108519486996,0.37569876966486704,0.3750891199382821
1973-03-31,0.523039169581483,0.5198112744346999,0.5186377817511916,0.5181532457189965,0.520728249068977,0.519643357064839,0.5210586344283864,0.5209912723815207,0.5222848002279263,0.5247231955196394,0.5250554059095418,0.5251436745188935,0.5262934897904078,0.5260634015385457,0.5257469794418825,0.5254427974429399,0.5267344271457577,0.5261228140041391
1973-06-30,0.5065601129212712,0.5033230927159105,0.5021468469953838,0.5016619560165023,0.5042514983574542,0.5031662623838838,0.50458903498251,0.5045235892455332,0.5058204962792268,0.5082704412648218,0.5086042856254147,0.508692361937974,0.509848641450131,0.5096200327155552,0.5093028713025702,0.5090002674692683,0.5102953137404702,0.5096818709179362
1973-09-30,0.5071577578599068,0.5039118366824522,0.5027331213626696,0.5022479489952785,0.5048515019778292,0.5037658652931983,0.5051960088147884,0.5051324238657945,0.5064322772081709,0.5088935566467482,0.5092290665532333,0.5093169883975411,0.5104797197391935,0.5102526279569836,0.5099346934622762,0.5096338337194142,0.5109319678245304,0.5103168403967048
1973-12-31,0.4913746551264885,0.48812002116599085,0.4869391516340038,0.4864537820824528,0.4890708261989408,0.48798471005735206,0.4894221371398214,0.48936035961530366,0.49066266887560406,0.4931351213436157,0.49347234822027736,0.4935601619214055,0.49472938467899336,0.49450386414802355,0.49418510943415545,0.49388620351771,0.49518706018449316,0.49457040612053554
1974-03-31,0.517412377117077,0.514149185879027,0.5129665126492515,0.5124810415862715,0.5151110596327109,0.5140243629018637,0.5154690212663988,0.5154089992778556,0.5167132117495724,0.5191967264341778,0.5195357417459455,0.5196235024510875,0.5207993075023133,0.5205754297140496,0.5202557939736429,0.5199590970818156,0.5212622707676324,0.5206442626198069
1974-06-30,0.4998031513385868,0.49653152766879677,0.4953474400414709,0.4948619755996629,0.4975044468541217,0.49641704508054785,0.4978689166988739,0.49781059923124765,0.49911609412230334,0.50161060917065,0.5019515050761758,0.5020392772647844,0.5032218073708967,0.5029996616890546,0.5026790698398585,0.5023848851731362,0.5036899257831726,0.5030707525388387
1974-09-30,0.4363320383876206,0.43305207750229135,0.43186700774099707,0.4313816716825064,0.4340360665850991,0.43294781055630605,0.4344069117173287,0.43435024809050093,0.43565632975346946,0.43816183196351655,0.4385047223932218,0.4385925805622958,0.4397820321293343,0.4395617268022658,0.4392400885973292,0.4389487707539614,0.4402551787645755,0.43963504788837415
1974-12-31,0.31402505080302423,0.3107368184906683,0.3095512465658946,0.30906617564207794,0.31173195078194094,0.31064266462174667,0.312109046787529,0.31205398616395785,0.3133598762742692,0.315876401950299,0.31622142408323284,0.3163094536024289,0.31750607951159227,0.3172877430065423,0.31696495187465645,0.31667691108652735,0.3179841320185596,0.3173632717149634
1975-03-31,0.34730642853470844,0.3440099606573588,0.3428244196124988,0.3423397671286285,0.3450163603685467,0.3439258391853689,0.34539959055661285,0.345346081480351,0.3466509100889644,0.3491785469311038,0.34952586305708844,0.34961416119328237,0.3508182746368791,0.35060205729384014,0.35027798891687245,0.34999369613288145,0.3513011143088955,0.35067977603788353
1975-06-30,0.39424519475425224,0.39094049613871457,0.38975557814536954,0.3892715157489505,0.3919583413411521,0.3908663484325888,0.3923475961730908,0.39229558612735954,0.3935983814914139,0.3961372714331465,0.39648707119928134,0.39657574831520936,0.3977877276104148,0.3975738036219807,0.3972483142471554,0.39696830709379954,0.3982752386011309,0.39765369988293364
1975-09-30,0.4343918450117748,0.43107888778962894,0.42989525097094716,0.42941197068612763,0.4321084142503919,0.4310146778520887,0.43250359094801033,0.43245302592004203,0.4337527029904865,0.4363030459380493,0.43665554899054454,0.4367447299270116,0.4379650243127777,0.43775359404485215,0.4374265185218994,0.4371514081930221,0.438457092960827,0.4378356605097181
1975-12-31,0.4173377774010807,0.4140164988289389,0.41283487494364335,0.4123525914787067,0.41505800472556587,0.41396221427793073,0.4154590070312082,0.41540983107415874,0.41670517849222194,0.4192672369549304,0.4196226959986265,0.4197125216545913,0.42094165810786877,0.4207329507845264,0.42040410030977,0.4201345794600153,0.42143817234241854,0.4208171855747524
1976-03-31,0.4244349280732888,0.4211052278413756,0.4199264309384795,0.4194453842989206,0.42215907938610736,0.4210608812780291,0.4225658174549902,0.42251797223735454,0.4238076376595354,0.42638174229212444,0.4267404466016397,0.42683107573160417,0.42806966686930553,0.42786394365411173,0.4275331031955074,0.42726995493652076,0.4285705156739003,0.4279503506425827
1976-06-30,0.46204299798763593,0.45870473500319825,0.4575296711807092,0.45705012962770386,0.4597713730364385,0.4586703657691895,0.46018376344745354,0.4601371877805451,0.46141966131013623,0.464006217419993,0.46436849684952825,0.46446010810370036,0.4657088612697213,0.4655064187864732,0.46517334415440015,0.46491745228227643,0.4662139341857541,0.4655950080031884
1976-09-30,0.4832434739791859,0.47989646258884877,0.4787261410238497,0.47824840442850003,0.480976410235726,0.47987213892992825,0.48139437611219194,0.48134900544574527,0.48262260088934594,0.4852220959975937,0.4855883255532794,0.48568111979404976,0.4869408474715756,0.4867420218216424,0.48640643633828234,0.48615879696063297,0.4874500341253629,0.48683280995177086
1976-12-31,0.41380509811567734,0.410449103703339,0.40928464917492635,0.40880905283532126,0.4115429752340236,0.41043492537299964,0.4119664464708756,0.4119222123453972,0.4131850459195976,0.4157980585129963,0.4161686635763934,0.4162628665168096,0.41753449826466205,0.41733966961943053,0.41700126032188045,0.4167629951132962,0.4180476879034767,0.4174326806014461
1977-03-31,0.45212327556610205,0.44875800942300925,0.447600676641288,0.44712759565753873,0.44986652053033016,0.44875411078523325,0.45029543412989165,0.45025226357137693,0.4515022295276412,0.4541294392118384,0.45450490154343287,0.45460076677340366,0.45588536297898996,0.4556949608610295,0.4553533741443954,0.45512574555907026,0.45640244400130525,0.45579022659838636
1977-06-30,0.45173444648746913,0.44835955978544406,0.4472107500027778,0.44674060435503227,0.4494835396175942,0.44836611351624955,0.44991784014374075,0.449875654980551,0.45111039733783453,0.45375259672690105,0.4541334614485528,0.4542312739497049,0.45553004185345813,0.45534455128151474,0.45499938783775573,0.4547838167837295,0.4560509013164461,0.4554421124906742
1977-09-30,0.483729269700288,0.48034434628297173,0.4792056269620784,0.4787388875276542,0.4814847517923059,0.4803615678421868,0.48192439196494186,0.48188310803556433,0.48309998710096125,0.4857580960008983,0.4861449798835088,0.4862450601977296,0.4875593729376202,0.48737934172243513,0.4870301505389861,0.48682823733852987,0.488083896019267,0.4874792489564706
1977-12-31,0.4937600139771439,0.4903645614709282,0.4892376903401995,0.4887748862555995,0.49152249505225776,0.4903927146467741,0.4919674365250388,0.4919269627245013,0.49312301413414406,0.4957980969891268,0.4961916986080953,0.49629440794396984,0.4976258279130342,0.4974518755988072,0.497098146610645,0.4969116966662401,0.4981538972943516,0.4975541905158042
1978-03-31,0.5166360550968483,0.513229493444586,0.5121164493160177,0.5116581774084188,0.5144062256091686,0.5132688975183053,0.5148564400116838,0.5148166770847415,0.5159885593148732,0.5186818476549959,0.51908296041973,0.5191887072049994,0.5205390160363141,0.5203718453729549,0.520013000041831,0.5198440567448381,0.5210705111457532,0.5204766423743625
1978-06-30,0.4772647822630126,0.4738464280321517,0.4727494527317297,0.4722963903468266,0.4750434283216267,0.47389746757057594,0.47549889871861195,0.4754597376326758,0.4766036605635082,0.47931658364544205,0.47972611354706196,0.479835362358194,0.4812066017801721,0.4810470143486236,0.4806823928389661,0.48053328236905596,0.4817413977973688,0.48115438281802403
1978-09-30,0.47464350558317575,0.47121254897792425,0.4701342084779138,0.46968713217163205,0.4724315310823409,0.47127568813305776,0.4728922541368594,0.47285357372514525,0.47396519446261226,0.47669942404418664,0.4771184155521402,0.4772317001531288,0.4786262316092576,0.4784751506180325,0.4781039930948493,0.47797738975584625,0.47916419803941057,0.4785851981899605
1978-12-31,0.4658552994825574,0.46241076829428507,0.4613540482273082,0.46091386295148123,0.4636537605699284,0.46248657313969677,0.46411974995159333,0.4640814132466541,0.46515567331524543,0.46791319371703977,0.4683428702633043,0.4684608140045429,0.46988141185366106,0.4697399177711254,0.4693613351760126,0.46926036349292666,0.47042241032058446,0.46985277543693843
1979-03-31,0.458301463876733,0.45484216349606765,0.45381062767661345,0.4533784151895843,0.45611162599844646,0.4549313390592789,0.4565829180591762,0.45654476622427154,0.4575756213139913,0.4603588458037954,0.4608006769972056,0.4609240267052732,0.4623740329440387,0.4622434226492166,0.46185634819714005,0.46178475237126326,0.4629179135399327,0.46235925322243443
1979-06-30,0.40864025380308183,0.4051646627373923,0.4041627287838051,0.40373983178421047,0.40646369067257365,0.4052681173140573,0.4069403543238158,0.4069021961183702,0.40788214613727136,0.4106941193913203,0.4111499379080146,0.41127962285214337,0.4127632161616867,0.4126451058011984,0.41224821064962835,0.41221064919025713,0.4133098111041685,0.4127641186196208
1979-09-30,0.4021333044072677,0.39863938650039266,0.39767282065881593,0.3972609937828667,0.3999720754141567,0.3987583470079137,0.40045422985743595,0.4004158227419776,0.4013350680531713,0.4041798297327449,0.40465204119412224,0.4047892789981388,0.4063119577805448,0.40620846743670613,0.40580000929182336,0.405802583958393,0.40686107001979016,0.40633094473262504
1979-12-31,0.3979184359913411,0.3944032971616924,0.39348011826465923,0.39308180387541514,0.39577540998154204,0.3945395197309083,0.39626325708783094,0.3962242727243161,0.3970691726614463,0.39995242169642614,0.4004443881042614,0.4005908782850931,0.4021603430925077,0.4020744341475957,0.4016519807026853,0.4017032027724634,0.40271172548532286,0.40220077919038033
1980-03-31,0.3732855357183307,0.36977170554150623,0.36883313218310854,0.3684304155079797,0.3711397820388346,0.36991146769284633,0.3716311578995607,0.37159381808311404,0.37246466514291243,0.3753430146148812,0.3758297605415609,0.3759728834433881,0.37753164648967696,0.37744135511074817,0.3770229060986733,0.37705990035616777,0.37808661112711467,0.3775684308976104
