Date,ExAnteRealRate_Annualized
2020-12-31,0.0
2021-03-31,-0.0641378685
2021-06-30,0.07168489625000002
2021-09-30,0.0670564935
2021-12-31,0.04495183375
2022-03-31,0.04856101775
2022-06-30,0.1453980025
2022-09-30,0.17475937575
2022-12-31,0.15621259725
2023-03-31,0.21475610825
2023-06-30,0.28758301425
2023-09-30,0.37956775475
2023-12-31,0.43873870475
2024-03-31,0.38934889125
2024-06-30,0.43411947225
