Date,TargetedPath,PolicyRate,InflationYoY,Output,ExAnteRealRate_Annualized,obs_gdp
2020-12-31,-0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,-0.0641378685,-0.06358073110651856,0.004802342226296927,0.20339911853300527,-0.0641378685,0.8135964741320202
2021-06-30,0.07168489625,0.07097913793511682,-0.005037168985233948,-0.18172837466706532,0.07168489625000002,-1.5405099728002807
2021-09-30,0.0670564935,0.06661638774748177,-0.004862734693475782,-0.23729930351916342,0.0670564935,-0.22228371540839242
2021-12-31,0.04495183375,0.04463798085863857,-0.003773371964521765,-0.2032993074208198,0.04495183375,0.13599998439337435
2022-03-31,0.04856101775,0.04813522573525531,-0.004526935080229205,-0.2207803941062034,0.04856101775,-0.06992434674153414
2022-06-30,0.1453980025,0.14410650304944947,-0.012166309037462906,-0.5354991074625952,0.1453980025,-1.2588748534255658
2022-09-30,0.17475937575,0.17331008155698754,-0.015205336592314192,-0.7032419840540505,0.17475937575,-0.6709715063658201
2022-12-31,0.15621259725,0.1548628267603533,-0.015065742687642896,-0.7096697871833779,0.15621259725,-0.025711212517309345
2023-03-31,0.21475610825,0.21276116471214473,-0.020656576211631805,-0.9227129803742385,0.21475610825,-0.8521727727634412
2023-06-30,0.28758301425,0.284945426376435,-0.027458781323651413,-1.2149836126004614,0.28758301425,-1.1690825289048896
2023-09-30,0.37956775475,0.37610510259247043,-0.03612011716767844,-1.5975646388849392,0.37956775475,-1.5303241051379084
2023-12-31,0.43873870475,0.4347180873190667,-0.04290840824009232,-1.9075043939013163,0.43873870475,-1.239759020065506
2024-03-31,0.38934889125,0.38561798309687456,-0.04201130938326127,-1.8692521234766757,0.38934889125,0.15300908169856342
2024-06-30,0.43411947225,0.4296982299426739,-0.04789894332254289,-2.0519220512065877,0.43411947225,-0.7306797109196443
