date,obs_gdp,obs_hours,obs_wages,obs_gdpdeflator,obs_corepce,obs_nominalrate,obs_consumption,obs_investment,obs_BBBspread,obs_longinflation,obs_longrate,obs_tfp,obs_gdi,obs_AAAspread,obs_nominalrate1,obs_nominalrate2,obs_nominalrate3,obs_nominalrate4,obs_nominalrate5,obs_nominalrate6
1988-09-30,1.08,4.44,0.46,0.93,0.73,1.99,1.28,1.84,NaN,NaN,2.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988-12-31,0.82,4.42,0.09,1.31,0.84,2.12,0.39,1.38,NaN,NaN,2.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989-03-31,0.83,4.37,0.7,1.17,0.86,2.38,0.63,2.15,NaN,NaN,2.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989-06-30,0.67,4.25,0.25,0.9,0.96,2.42,0.87,1.02,NaN,NaN,2.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989-09-30,0.21,4.01,0.55,1.02,0.8,2.53,0.77,-0.1,NaN,NaN,2.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989-12-31,0.48,3.66,0.18,1.38,0.95,2.77,0.1,1.69,NaN,NaN,2.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990-03-31,0.87,3.26,0.93,1.36,1,2.81,-0.03,2.49,NaN,NaN,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990-06-30,0.11,2.98,0.54,1.47,0.85,2.65,-0.06,-1,NaN,NaN,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990-09-30,0.59,2.89,0.54,0.84,0.57,2.63,0.38,-0.03,NaN,NaN,2.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990-12-31,0.13,2.92,0.65,1.19,1.13,2.76,0.69,0.14,NaN,NaN,2.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991-03-31,0.29,3.07,-0.32,1.42,0.97,2.77,0.23,-0.91,NaN,NaN,2.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991-06-30,0.32,3.22,1.2,1.4,1.04,2.62,0.77,0.4,NaN,NaN,2.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991-09-30,0.17,3.27,0.24,1.26,1.03,2.63,0.23,-0.02,NaN,NaN,2.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991-12-31,0.94,3.15,0.27,1.47,1.07,2.68,1.3,0.4,NaN,NaN,2.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992-03-31,1.49,2.92,1.4,0.67,1.1,2.71,0.83,1.53,NaN,NaN,2.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992-06-30,-0.85,2.67,0.13,1,1.03,2.74,0.04,-2.13,NaN,NaN,2.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992-09-30,-0.16,2.5,1.35,0.77,0.95,2.98,-0.17,-1.96,NaN,NaN,2.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992-12-31,-0.08,2.36,-0.56,0.98,0.89,2.86,1.06,-1.18,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993-03-31,-0.89,2.22,-0.77,1.19,1.19,2.68,-1.66,-3.41,NaN,NaN,2.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993-06-30,0,2.15,-0.02,0.96,0.83,2.27,-0.19,-1.78,NaN,NaN,2.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993-09-30,0.28,2.11,-0.42,0.64,0.79,2.03,0.41,-0.21,NaN,NaN,1.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993-12-31,0.03,2.08,-0.38,0.84,0.75,1.85,0.44,-1.73,NaN,NaN,1.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994-03-31,0.8,2.07,-0.03,0.52,0.6,1.75,0.38,0.99,NaN,NaN,1.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994-06-30,0.56,2.01,0.16,0.62,0.64,1.61,0.33,1.33,NaN,NaN,1.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994-09-30,0.62,1.89,-0.04,0.72,0.62,1.56,0.67,0.7,NaN,NaN,2.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994-12-31,0.62,1.74,0.17,0.82,0.64,1.57,0.18,1.96,NaN,NaN,2.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995-03-31,0.59,1.6,0,0.61,0.67,1.68,0.69,-1.34,NaN,NaN,2.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995-06-30,0.74,1.59,0.62,0.41,0.68,1.77,0.87,-0.16,NaN,NaN,2.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995-09-30,0,1.42,-0.56,1.27,0.69,1.67,0.03,-1.44,NaN,NaN,2.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995-12-31,-0.04,1.35,0.23,0.75,0.6,1.63,-0.03,-0.1,NaN,NaN,2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996-03-31,0.16,1.18,-0.39,0.74,0.56,1.42,0.88,-1.02,NaN,NaN,1.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996-06-30,0.41,0.93,-0.01,0.4,0.44,1.3,0.26,2.52,NaN,NaN,1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996-09-30,0.26,1.18,0.32,0.43,0.35,1.25,0.39,0.3,NaN,NaN,1.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996-12-31,0.43,1.24,0.75,-0.19,0.36,1.16,0.09,-0.94,NaN,NaN,1.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-03-31,0.08,0.89,1.04,-0.44,0.36,1.12,0.38,-1.36,NaN,NaN,1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-06-30,0.88,0.98,0.65,-0.25,0.24,1.08,0.25,3.44,NaN,NaN,1.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-30,0.57,1.13,0.25,0.18,0.32,1.07,0.52,-0.82,NaN,NaN,1.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-12-31,0.83,1.17,-0.12,0.55,0.32,1.1,0.82,1.37,1.57,NaN,1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998-03-31,0.3,1.08,0.26,-0.26,0.34,1.05,-0.02,1.7,1.45,NaN,1.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998-06-30,0,1.38,0.02,0.54,0.44,1.02,-0.03,-0.49,1.36,NaN,1.25,-3.057789803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998-09-30,0.13,1.64,-0.02,0.47,0.33,0.99,0.6,1.26,1.78,NaN,1.14,-1.325855125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998-12-31,0.04,1.3,-0.45,1.02,0.27,0.92,0.3,0.36,2.13,NaN,1.04,2.482931502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-03-31,0.84,1.23,-0.06,0.23,0.17,0.78,0.48,1.37,1.86,0.48,1,4.110851511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-06-30,0.19,2.01,0.74,0.21,0.27,0.66,0.7,1.47,1.7,NaN,1.06,-2.074513026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-09-30,0.93,1.56,0.42,0.09,0.26,0.65,0.95,1.54,1.56,NaN,1.26,4.005090892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-12-31,0.77,1.88,0.51,0.31,0.3,0.78,0.62,0.53,1.46,NaN,1.33,0.508764526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000-03-31,0.82,2.04,0.25,0.46,0.19,0.84,0.76,2.55,1.34,0.45,1.4,2.388032526,NaN,0.09,NaN,NaN,NaN,NaN,NaN,NaN
2000-06-30,0.59,2.03,0.23,0.24,0.18,1.03,0.7,-0.1,1.64,NaN,1.36,0.904643629,NaN,0.11,NaN,NaN,NaN,NaN,NaN,NaN
2000-09-30,0.36,2.04,0.33,0.53,0.32,1.14,0.28,0.46,1.9,NaN,1.36,0.275989459,NaN,0.12,NaN,NaN,NaN,NaN,NaN,NaN
2000-12-31,0.29,2.25,0.09,0.59,0.41,1.23,0.27,0.56,2.62,NaN,1.32,0.079371181,NaN,0.14,NaN,NaN,NaN,NaN,NaN,NaN
2001-03-31,1.07,2.44,-0.2,0.74,0.29,1.2,0.58,0.69,2.58,0.45,1.25,3.947574273,NaN,0.11,NaN,NaN,NaN,NaN,NaN,NaN
2001-06-30,0,2.12,0.06,0.64,0.55,1.17,0.33,-1.21,2.78,0.45,1.3,0.996572338,NaN,0.09,NaN,NaN,NaN,NaN,NaN,NaN
2001-09-30,0.01,1.98,0.06,0.6,0.64,1.09,-0.13,-1.58,3.2,0.45,1.28,0.819984265,NaN,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2001-12-31,-0.3,1.81,-0.03,0.8,0.61,0.88,-0.29,-0.43,3.6,0.45,1.2,-0.160121231,NaN,0.06,NaN,NaN,NaN,NaN,NaN,NaN
2002-03-31,-0.16,1.4,-0.16,0.68,0.78,0.84,-0.34,-1.47,3.03,0.48,1.28,0.157203013,NaN,-0.06,NaN,NaN,NaN,NaN,NaN,NaN
2002-06-30,0.25,1.31,0.27,0.36,0.48,0.84,-0.09,-0.44,2.76,0.48,1.31,0.744087854,0.7,-0.1,NaN,NaN,NaN,NaN,NaN,NaN
2002-09-30,0.26,1.09,0.05,0.68,0.55,0.84,0.05,-0.38,3.02,0.48,1.19,0.169337238,0.16,0.04,NaN,NaN,NaN,NaN,NaN,NaN
2002-12-31,0,0.88,0.17,0.46,0.45,0.79,0.45,0.44,2.88,0.48,1.14,0.702481065,-0.36,0.09,NaN,NaN,NaN,NaN,NaN,NaN
2003-03-31,-0.45,0.79,-0.26,0.62,0.53,0.69,0.22,-0.79,2.1,0.48,1.04,-2.661326341,-0.18,0.16,NaN,NaN,NaN,NaN,NaN,NaN
2003-06-30,-0.16,0.52,-0.01,0.59,0.48,0.61,-0.3,-0.67,1.54,0.48,0.99,-0.783905759,-0.65,0.16,NaN,NaN,NaN,NaN,NaN,NaN
2003-09-30,0.51,0.57,0.58,0.63,0.41,0.53,0.3,1.25,1.21,0.48,1.04,0.8827365,1.06,0.05,NaN,NaN,NaN,NaN,NaN,NaN
2003-12-31,0.48,0.66,-0.16,0.24,0.48,0.53,0.4,0.49,0.96,0.48,1.09,0.780011714,0.4,-0.07,NaN,NaN,NaN,NaN,NaN,NaN
2004-03-31,0.42,0.45,0.25,0.46,0.64,0.52,0.45,0.55,0.93,0.48,1.04,0.622348953,0.87,-0.08,NaN,NaN,NaN,NaN,NaN,NaN
2004-06-30,0.45,0.6,-0.04,0.62,0.57,0.52,0.16,0.81,0.88,0.48,1.09,2.586440183,0.08,-0.19,NaN,NaN,NaN,NaN,NaN,NaN
2004-09-30,0.04,0.46,-0.11,0.46,0.4,0.52,-0.02,0.38,0.87,0.48,1.05,-1.647478901,0.56,-0.19,NaN,NaN,NaN,NaN,NaN,NaN
2004-12-31,0.21,0.48,-0.1,0.58,0.34,0.53,0.48,0.22,0.76,0.48,0.96,0.72712726,0.34,-0.12,NaN,NaN,NaN,NaN,NaN,NaN
2005-03-31,0.05,0.31,0.07,0.35,0.37,0.53,0.31,-0.65,0.68,0.48,0.92,2.138671651,-0.86,-0.07,NaN,NaN,NaN,NaN,NaN,NaN
2005-06-30,0.43,0.87,0.12,0.45,0.31,0.53,0.5,2.92,0.99,0.48,0.85,0.061995786,1.31,0.04,NaN,NaN,NaN,NaN,NaN,NaN
2005-09-30,0.54,0.66,0.07,0.49,0.36,0.53,0.48,0.5,0.86,0.48,0.82,1.852856949,-0.82,0.17,NaN,NaN,NaN,NaN,NaN,NaN
2005-12-31,0.53,1.24,0.23,0.67,0.39,0.56,0.05,0.04,0.86,0.48,0.85,0.138476503,1.08,0.24,NaN,NaN,NaN,NaN,NaN,NaN
2006-03-31,0.75,1.56,0.03,0.26,0.3,0.62,0.87,3,0.83,0.48,0.89,1.538359374,2.07,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-30,0.97,1.91,0.07,0.64,0.44,0.69,0.57,1,0.73,0.48,1.01,1.893271878,0.12,0.12,NaN,NaN,NaN,NaN,NaN,NaN
2006-09-30,0.44,2.42,0,0.56,0.41,0.77,0.08,0.69,0.73,0.48,0.99,-1.747473329,-0.02,0.08,NaN,NaN,NaN,NaN,NaN,NaN
2006-12-31,0.99,2.78,0.11,0.54,0.44,0.87,0.31,1.77,0.62,0.48,0.97,1.806216687,1.11,0.07,NaN,NaN,NaN,NaN,NaN,NaN
2007-03-31,0.51,3.07,-0.37,0.85,0.55,0.93,-0.15,2.42,0.55,0.48,1.02,0.483409036,1.34,0.08,NaN,NaN,NaN,NaN,NaN,NaN
2007-06-30,0.56,3.38,0.14,0.45,0.52,0.99,0.9,-0.52,0.5,0.48,1.11,-0.421900116,-0.32,0.12,NaN,NaN,NaN,NaN,NaN,NaN
2007-09-30,0.17,3.66,0.15,0.51,0.44,1.07,0.16,0.07,0.86,0.5,1.12,-0.220959308,0.1,0.16,NaN,NaN,NaN,NaN,NaN,NaN
2007-12-31,0.35,3.82,0.33,0.68,0.71,1.1,0.52,1.62,1.08,0.48,1.09,0.859811064,0.47,0.23,NaN,NaN,NaN,NaN,NaN,NaN
2008-03-31,0.49,4.04,0.64,0.49,0.76,1.06,0.4,-0.1,1.72,0.5,1.04,1.115115825,-1.37,0.25,NaN,NaN,NaN,NaN,NaN,NaN
2008-06-30,-0.67,3.63,-0.16,0.69,0.53,1.1,-0.37,-0.65,1.59,0.48,1.13,-2.049050666,1.06,0.24,NaN,NaN,NaN,NaN,NaN,NaN
2008-09-30,-0.61,3.12,0.73,0.26,0.48,1.14,-0.2,-2,2.22,0.5,1.15,-2.710127272,-1.02,0.24,NaN,NaN,NaN,NaN,NaN,NaN
