date;obs_gdp;obs_hours;obs_wages;obs_gdpdeflator;obs_corepce;obs_nominalrate;obs_consumption;obs_investment;obs_BBBspread;obs_longinflation;obs_longrate;obs_tfp;obs_gdi;obs_AAAspread;obs_nominalrate1;obs_nominalrate2;obs_nominalrate3;obs_nominalrate4;obs_nominalrate5;obs_nominalrate6
1964-06-30;0.6838433478;-43.89;0.87753404;0.2281768435;0.3;0.8725;1.3437631911;0.0460546202;0.1625;NaN;NaN;0.1784842829;1.0691576896;0.0525;NaN;NaN;NaN;NaN;NaN;NaN
1964-09-30;1.1196284661;-43.98;0.9139035144;0.3995947899;0.275;0.8641666667;1.3265046086;0.9237573224;0.16;NaN;NaN;1.0033222765;0.9770924606;0.0575;NaN;NaN;NaN;NaN;NaN;NaN
1964-12-31;-0.1309701369;-43.9;0.2807476306;0.452988042;0.25;0.8941666667;-0.27859985;0.9696439109;0.1575;NaN;NaN;-0.7247431668;0.5170230312;0.0625;NaN;NaN;NaN;NaN;NaN;NaN
1965-03-31;1.9729365868;-43.16;-0.090000214;0.4995745738;0.375;0.9941666667;1.6095693693;3.55480197;0.1475;NaN;NaN;2.0812555176;1.7881317438;0.055;NaN;NaN;NaN;NaN;NaN;NaN
1965-06-30;0.8504869725;-42.74;0.2138867171;0.4608023676;0.3;1.02;0.7342037352;2.1204483133;0.1525;NaN;NaN;-0.3980198156;0.8625052701;0.0575;NaN;NaN;NaN;NaN;NaN;NaN
1965-09-30;1.8666203688;-43.04;0.6611225488;0.3864039101;0.325;1.0191666667;1.3579835579;2.1606272465;0.16;NaN;NaN;1.9792419535;1.0686686915;0.0625;NaN;NaN;NaN;NaN;NaN;NaN
1965-12-31;1.9435288423;-42.26;0.786009615;0.684605124;0.325;1.0416666667;2.0584629173;2.3855839803;0.14;NaN;NaN;1.5570053954;1.8297454461;0.05;NaN;NaN;NaN;NaN;NaN;NaN
1966-03-31;2.1361177158;-42.09;1.0910300239;0.6383317723;0.5;1.14;1.3300567293;2.3370962011;0.13;NaN;NaN;1.8686432857;1.8991791798;0.04;NaN;NaN;NaN;NaN;NaN;NaN
1966-06-30;0.0610441818;-41.82;0.7630473283;0.8172980052;0.825;1.2283333333;-0.0280820943;-0.4417235085;0.2;NaN;NaN;-1.4520756235;0.3841650966;0.0775;NaN;NaN;NaN;NaN;NaN;NaN
1966-09-30;0.5582245585;-41.97;0.4633743946;0.9626747273;0.825;1.3525;0.6496173805;-1.1281104682;0.24;NaN;NaN;-0.722943085;0.4016210974;0.1025;NaN;NaN;NaN;NaN;NaN;NaN
1966-12-31;0.5185688737;-41.79;0.5042581572;0.8319079945;0.875;1.3908333333;0.0537911531;-2.6578924079;0.33;NaN;NaN;-0.0992908372;0.5827231136;0.14;NaN;NaN;NaN;NaN;NaN;NaN
1967-03-31;0.5507079338;-43.24;0.9252680881;0.4162577555;0.55;1.2058333333;0.1174749186;-2.2766522402;0.33;NaN;NaN;-0.2758478893;0.2509819483;0.14;NaN;NaN;NaN;NaN;NaN;NaN
1967-06-30;-0.312517867;-43.13;1.0890578293;0.5064176099;0.675;0.9975;0.9520599461;2.0331976757;0.285;NaN;NaN;0.0967519806;0.1749783542;0.105;NaN;NaN;NaN;NaN;NaN;NaN
1967-09-30;0.449764304;-42.87;0.3823752066;0.9540476261;0.925;0.9733333333;-0.0143792616;0.3801845628;0.3075;NaN;NaN;-0.2735993604;0.5535687983;0.13;NaN;NaN;NaN;NaN;NaN;NaN
1967-12-31;0.2975070549;-42.47;0.2545939431;1.1082325343;1.025;1.0433333333;-0.0977314272;2.5804728797;0.295;NaN;NaN;-0.1140154743;0.5500017422;0.1225;NaN;NaN;NaN;NaN;NaN;NaN
1968-03-31;1.629733454;-43.22;1.5480901351;1.1016468188;1.15;1.1975;1.9325593316;1.7808977227;0.345;NaN;NaN;1.8552875152;1.0833269337;0.17;NaN;NaN;NaN;NaN;NaN;NaN
1968-06-30;1.317892242;-42.51;0.5647259832;1.0511271817;1.175;1.4958333333;1.1357513893;-0.6887631358;0.3875;NaN;NaN;0.8075118669;1.1585106438;0.195;NaN;NaN;NaN;NaN;NaN;NaN
1968-09-30;0.3641526443;-42.96;0.6360974532;0.9748160436;1.125;1.4866666667;1.50438906;0.7628999092;0.3975;NaN;NaN;0.0357394703;0.9403291467;0.2025;NaN;NaN;NaN;NaN;NaN;NaN
1968-12-31;-0.0832347012;-43.03;0.5609079116;1.4016518673;1.175;1.4791666667;-0.3248475922;2.5835302304;0.35;NaN;NaN;-0.7849251703;0.1990176323;0.1525;NaN;NaN;NaN;NaN;NaN;NaN
1969-03-31;1.1047974927;-42.56;0.3277125933;1.026527406;1.1;1.6416666667;0.596280253;2.4199584413;0.3175;NaN;NaN;-0.5327400799;0.5213469333;0.1475;NaN;NaN;NaN;NaN;NaN;NaN
1969-06-30;-0.104089577;-42.33;0.3498350892;1.263263714;1.225;2.0816666667;0.2418322215;-0.0672445303;0.3625;NaN;NaN;-0.9289663987;0.1992790155;0.1875;NaN;NaN;NaN;NaN;NaN;NaN
1969-09-30;0.229910235;-42.45;0.3548054802;1.3978217478;1.175;2.2458333333;-0.1207139983;0.5143099252;0.3925;NaN;NaN;-0.5447194493;0.2452904036;0.1775;NaN;NaN;NaN;NaN;NaN;NaN
1969-12-31;-0.9724049125;-42.53;0.6220955498;1.2814420263;1.2;2.235;0.1815812847;-2.7147521168;0.415;NaN;NaN;-1.5614010138;-0.6929318079;0.19;NaN;NaN;NaN;NaN;NaN;NaN
1970-03-31;-0.6674474164;-43.42;0.3823584297;1.4014650016;1.1;2.1433333333;-0.1472438277;-1.6175690921;0.4975;NaN;NaN;-1.1923820703;-1.1957559152;0.28;NaN;NaN;NaN;NaN;NaN;NaN
1970-06-30;-0.3917138999;-45.35;0.18645531;1.3820951097;1.15;1.9716666667;-0.3626825808;-1.8643243301;0.46;NaN;NaN;0.0749600059;-0.5156434628;0.25;NaN;NaN;NaN;NaN;NaN;NaN
1970-09-30;0.3486650949;-45.91;0.7905604818;0.8172205656;1.125;1.6766666667;0.453865887;0.0742683362;0.6125;NaN;NaN;1.1703577849;0.2591556857;0.315;NaN;NaN;NaN;NaN;NaN;NaN
1970-12-31;-1.6608074197;-46.73;-0.3483225431;1.3132937321;1.45;1.3916666667;-0.8798696881;-0.7676217066;0.675;NaN;NaN;-2.030205163;-1.5269796552;0.3325;NaN;NaN;NaN;NaN;NaN;NaN
1971-03-31;2.1221436577;-47.47;0.5357508211;1.5074933979;1.3;0.9641666667;0.7758615046;1.6727507999;0.61;NaN;NaN;2.9677744806;1.4167407476;0.2825;NaN;NaN;NaN;NaN;NaN;NaN
1971-06-30;-0.0298622794;-47.74;0.1524387892;1.3054020532;1.15;1.1416666667;0.1713360932;3.1933296136;0.595;NaN;NaN;-0.333665762;0.0819863048;0.31;NaN;NaN;NaN;NaN;NaN;NaN
1971-09-30;0.2661214182;-47.3;0.347467758;1.0125118876;0.95;1.3691666667;0.2037729326;1.2973399951;0.6175;NaN;1.6213671875;0.8063495252;0.2901491765;0.3325;NaN;NaN;NaN;NaN;NaN;NaN
1971-12-31;-0.3320702102;-46.52;-0.1404787245;0.8305773099;0.575;1.1875;0.8644122381;2.1035918154;0.62;NaN;1.4720081967;-0.637597649;0.6893749026;0.3425;NaN;NaN;NaN;NaN;NaN;NaN
1972-03-31;0.6928044708;-46.19;1.225855699;1.5126648878;0.975;0.8866666667;-0.2840058772;2.7643056631;0.5475;NaN;1.5080555556;0.9409291465;0.3095621701;0.2975;NaN;NaN;NaN;NaN;NaN;NaN
1972-06-30;1.7185179896;-46.11;0.5456886781;0.6205531869;0.675;1.075;1.3156856215;1.237435245;0.535;NaN;1.535234375;1.8011430671;0.7485793719;0.3;NaN;NaN;NaN;NaN;NaN;NaN
1972-09-30;0.4096219293;-46.14;0.3714524139;0.9507066038;0.75;1.1858333333;0.9242026383;0.6267775266;0.5425;NaN;1.5717857143;0.5016463062;1.0938280715;0.3025;NaN;NaN;NaN;NaN;NaN;NaN
1972-12-31;1.1826672384;-45.4;0.6009613053;1.2670582084;0.625;1.2866666667;1.3895937931;3.9470201947;0.5175;NaN;1.5932083333;1.9100508076;2.0632441439;0.305;NaN;NaN;NaN;NaN;NaN;NaN
1973-03-31;1.9301214997;-44.68;1.453875821;1.1457007192;0.7;1.6341666667;1.3548936296;3.1890114715;0.2775;NaN;1.6502419355;1.7557920922;1.2551234969;0.09;NaN;NaN;NaN;NaN;NaN;NaN
1973-06-30;0.5667155952;-44.33;-0.1349426425;1.5276801838;1.4;1.9541666667;-0.1801033894;0.4786236457;0.28;NaN;1.7020238095;-0.6620314869;0.0301449065;0.085;NaN;NaN;NaN;NaN;NaN;NaN
1973-09-30;-1.0429792974;-44.67;-0.215885215;1.926230166;1.35;2.64;-0.2823191483;-0.6249194518;0.2725;NaN;1.8046825397;-2.0874435728;-0.194096484;0.0525;NaN;NaN;NaN;NaN;NaN;NaN
1973-12-31;0.4390675795;-44.29;0.023779254;1.9731808274;1.425;2.4991666667;-0.7463317308;-1.973027031;0.295;NaN;1.6890833333;-0.2470387919;0.540636895;0.0975;NaN;NaN;NaN;NaN;NaN;NaN
1974-03-31;-1.3752900893;-44.76;0.3750828545;1.8695990387;1.75;2.3308333333;-0.344760791;-2.3904565992;0.245;NaN;1.7638114754;-3.2436513209;-1.3079852061;0.085;NaN;NaN;NaN;NaN;NaN;NaN
1974-06-30;-0.2714011362;-45.42;0.2301279042;2.3358372268;2.575;2.8125;0.3067587748;-1.2421127107;0.245;NaN;1.8854761905;-1.3301478585;-0.902586846;0.07;NaN;NaN;NaN;NaN;NaN;NaN
1974-09-30;-1.4502552511;-45.88;0.0263622883;2.8897373318;2.975;3.0225;-0.30348627;-1.3121441293;0.33;NaN;1.9899609375;-2.0971486958;-1.0439248405;0.125;NaN;NaN;NaN;NaN;NaN;NaN
1974-12-31;-0.8895756624;-48.24;-0.1974843609;2.8990863124;2.525;2.3366666667;-2.3721139299;-5.1250860113;0.62;NaN;1.918442623;-1.238782718;-1.6988661267;0.2325;NaN;NaN;NaN;NaN;NaN;NaN
1975-03-31;-1.7094334915;-50.67;0.6908155079;2.2477044448;2.025;1.5758333333;-0.0459230059;-5.2778362968;0.6975;NaN;1.8860416667;-0.2991800889;-1.6280572772;0.2125;NaN;NaN;NaN;NaN;NaN;NaN
1975-06-30;0.2393358743;-50.97;0.6238843809;1.4745158577;1.55;1.355;0.8937961514;-0.8135624578;0.605;NaN;2.01296875;1.347839455;0.3523813941;0.165;NaN;NaN;NaN;NaN;NaN;NaN
1975-09-30;1.1285868584;-50;0.0039106056;1.749756623;1.525;1.54;0.9434464278;1.2493330469;0.5425;NaN;2.072890625;1.7168472069;1.4444826474;0.125;NaN;NaN;NaN;NaN;NaN;NaN
1975-12-31;0.8461891627;-49.76;-0.0335596557;1.6600094497;1.675;1.3533333333;0.5826187618;1.2805145753;0.5725;NaN;2.0158196721;0.0894521732;0.5119803338;0.13;NaN;NaN;NaN;NaN;NaN;NaN
1976-03-31;1.7470735118;-48.43;0.8533193826;1.0510423763;1.55;1.2066666667;1.5534348722;3.4411172616;0.565;NaN;1.9385080645;1.9757513763;1.5776527614;0.14;NaN;NaN;NaN;NaN;NaN;NaN
1976-06-30;0.2813890941;-48.61;0.8606424605;1.002289444;1.225;1.2991666667;0.301735843;1.9091791896;0.4725;NaN;1.9432539683;0.2368636323;0.1766017339;0.13;NaN;NaN;NaN;NaN;NaN;NaN
1976-09-30;0.0634717228;-48.49;0.790417921;1.2847410795;1.6;1.3208333333;0.7907853356;0.7507473679;0.43;NaN;1.933046875;-0.1500033943;0.2752489324;0.14;NaN;NaN;NaN;NaN;NaN;NaN
1976-12-31;0.2767623197;-48.67;0.3291297134;1.7766879406;1.6;1.2183333333;0.638531807;3.9686110678;0.415;NaN;1.7945491803;-0.1862520395;-0.1326609066;0.1575;NaN;NaN;NaN;NaN;NaN;NaN
1977-03-31;0.7421872552;-48.19;0.2808516442;1.5947929321;1.725;1.165;0.9266079011;3.4284252203;0.3725;NaN;1.8392460317;0.4696306608;0.6714324671;0.1025;NaN;NaN;NaN;NaN;NaN;NaN
1977-06-30;1.4549435871;-46.96;0.6228612831;1.4015874812;1.575;1.2891666667;0.3657164247;5.0466416662;0.33;NaN;1.8415079365;0.8508442408;1.8477832042;0.0825;NaN;NaN;NaN;NaN;NaN;NaN
1977-09-30;1.2981268426;-47;0.711199413;1.2096791979;1.7;1.455;0.7337435165;1.7571058542;0.3075;NaN;1.8397222222;1.4731413469;1.3327335336;0.0875;NaN;NaN;NaN;NaN;NaN;NaN
1977-12-31;-0.4425641411;-45.84;-0.4201334758;2.138712921;1.475;1.6283333333;0.3191714933;1.2378827691;0.29;NaN;1.8992916667;-1.5201019569;0.1303784419;0.08;NaN;NaN;NaN;NaN;NaN;NaN
1978-03-31;-0.1097866175;-46.5;1.1729039935;1.4419591651;1.6;1.6891666667;0.3127017883;0.8948336112;0.2525;NaN;2.0019262295;-0.9533855518;0.1679768638;0.065;NaN;NaN;NaN;NaN;NaN;NaN
1978-06-30;3.3599291124;-44.56;-0.1988027793;1.89486431;1.775;1.8208333333;1.8200218382;6.3224387152;0.26;NaN;2.0813888889;2.5434480282;2.536583656;0.06;NaN;NaN;NaN;NaN;NaN;NaN
1978-09-30;0.5436375808;-44.75;0.2084715096;1.684142893;1.75;2.025;0.0197720475;2.4721153142;0.24;NaN;2.1213492063;-0.4804860338;0.2671962331;0.0525;NaN;NaN;NaN;NaN;NaN;NaN
1978-12-31;0.8685093945;-44.47;0.4302344385;2.0244978394;1.85;2.3958333333;0.1863415038;1.6717163994;0.2525;NaN;2.2037704918;-0.3361983663;0.4970863938;0.0625;NaN;NaN;NaN;NaN;NaN;NaN
1979-03-31;-0.2687794011;-44.11;0.7285022899;1.8068514046;1.4;2.5183333333;0.1320472819;0.7147491243;0.2825;NaN;2.2763709677;-1.0631085311;0.3436152601;0.065;NaN;NaN;NaN;NaN;NaN;NaN
1979-06-30;-0.314189567;-44.89;-0.1515093423;2.4200549887;2.275;2.545;-0.2068326478;-0.881012248;0.3275;NaN;2.27875;-1.9501686485;-0.9243238316;0.0775;NaN;NaN;NaN;NaN;NaN;NaN
1979-09-30;0.2834081309;-44.37;0.0282800396;2.1632932136;1.9;2.7366666667;0.8025043564;1.5127215512;0.34;NaN;2.2737698413;-0.9971839087;-0.3357022134;0.065;NaN;NaN;NaN;NaN;NaN;NaN
1979-12-31;-0.2664877317;-44.3;0.6490147039;1.8384465733;2.15;3.3941666667;0.2882348347;-1.267235093;0.41;1.6;2.6094672131;-1.0040742365;-0.1200525949;0.09;NaN;NaN;NaN;NaN;NaN;NaN
1980-03-31;-0.1111819526;-45.59;0.6855288502;2.0793091592;2.55;3.7616666667;0.3113610818;-1.5193079786;0.425;NaN;2.9889516129;-0.6602337789;-0.5028207341;0.09;NaN;NaN;NaN;NaN;NaN;NaN
1980-06-30;-2.4729676641;-47.78;0.3106922794;2.3510301899;2.3;3.1716666667;-2.5999217233;-9.0154050294;0.695;1.8375;2.6194047619;-3.161290055;-2.0230236887;0.155;NaN;NaN;NaN;NaN;NaN;NaN
1980-09-30;-0.5332005187;-47.96;0.2916220213;2.2090655418;2.3;2.4591666667;0.7818090145;0.7183416694;0.555;NaN;2.7354296875;-0.3091289604;0.3242917713;0.1575;NaN;NaN;NaN;NaN;NaN;NaN
1980-12-31;1.5015514321;-47.08;0.0556285373;2.571371693;2.525;3.9633333333;0.8709684935;2.8963703329;0.61;1.9375;3.1013934426;1.4509509611;1.9518011412;0.15;NaN;NaN;NaN;NaN;NaN;NaN
1981-03-31;1.594093226;-46.39;-0.1201503654;2.6000618188;2.3;4.1425;-0.0486764175;0.5652618699;0.6275;NaN;3.2376639344;0.9719860927;0.3798523938;0.105;NaN;NaN;NaN;NaN;NaN;NaN
1981-06-30;-1.073122809;-47.1;-0.2464771879;1.9622378998;1.95;4.445;-0.6197618487;0.6784363964;0.57;1.825;3.4351190476;-1.6476640655;-0.28276558;0.1225;NaN;NaN;NaN;NaN;NaN;NaN
1981-09-30;0.8522057196;-48.04;0.3317611813;1.8647477739;1.9;4.3941666667;-0.10899739;-0.5106753073;0.495;NaN;3.709609375;1.2279932471;1.0924091133;0.105;NaN;NaN;NaN;NaN;NaN;NaN
1981-12-31;-1.433984128;-49.17;-0.0843374124;1.7132210807;1.825;3.3966666667;-1.2202034449;-0.380421569;0.635;1.6375;3.5291803279;-3.1471610243;-1.3846876294;0.12;NaN;NaN;NaN;NaN;NaN;NaN
1982-03-31;-1.8617150878;-50.3;1.219679704;1.3662426065;1.5;3.5566666667;0.3290218344;-3.0957457022;0.69;NaN;3.5670081967;-2.1899228777;-1.0914631973;0.185;NaN;NaN;NaN;NaN;NaN;NaN
1982-06-30;0.150642256;-50.44;-0.5186928639;1.2906547114;1.375;3.6283333333;-0.3375501996;-3.5823488222;0.76;1.3;3.485515873;-0.9374839613;0.0595458743;0.1925;NaN;NaN;NaN;NaN;NaN;NaN
1982-09-30;-0.6742076753;-50.87;0.1380656916;1.4087662411;1.65;2.7516666667;0.5315107178;-3.4940330372;0.8275;NaN;3.278125;-1.4005434325;-0.6798748893;0.2025;NaN;NaN;NaN;NaN;NaN;NaN
1982-12-31;-0.2634614793;-52.02;0.4243988997;1.031359607;1.425;2.3216666667;1.4958949343;-1.0109023196;0.9175;1.2875;2.6658606557;-0.3927026316;-0.7397953762;0.29;NaN;NaN;NaN;NaN;NaN;NaN
1983-03-31;1.0442868567;-51.95;0.2584949479;0.7527515122;1.35;2.1633333333;0.7853438647;0.9187936262;0.74;1.2;2.638968254;0.3786963507;0.7993018511;0.2425;NaN;NaN;NaN;NaN;NaN;NaN
1983-06-30;1.9896523543;-50.28;0.2260439146;0.7386686669;0.775;2.2008333333;1.92623694;2.4175711098;0.61;NaN;2.6375;1.6923236838;1.4045894038;0.19;NaN;NaN;NaN;NaN;NaN;NaN
1983-09-30;1.6968090633;-49;-0.5199447751;1.0581218892;1.55;2.365;1.7436012229;4.1412642118;0.435;NaN;2.9091015625;0.1312716002;1.0960971056;0.1375;NaN;NaN;NaN;NaN;NaN;NaN
1983-12-31;1.7779420247;-47.77;0.388003174;0.7546418969;0.8;2.3575;1.2006442486;4.5990071166;0.4275;1.175;2.9222916667;1.3549407197;2.0127111243;0.1275;NaN;NaN;NaN;NaN;NaN;NaN
1984-03-31;1.5204852483;-47.14;0.1342334506;1.0083771776;1.025;2.4216666667;0.482820617;1.8793826999;0.4125;1.275;2.9886290323;1.56383177;2.2775947809;0.0475;NaN;NaN;NaN;NaN;NaN;NaN
1984-06-30;1.4590761024;-45.94;0.1952848964;0.8516439379;1.2;2.6391666667;1.2529551259;3.213162364;0.3725;NaN;3.3034920635;0.8663348489;1.3645721308;0;NaN;NaN;NaN;NaN;NaN;NaN
1984-09-30;0.6928931239;-46.5;0.5632833457;0.8848717247;0.95;2.8475;0.3577364714;1.2139292083;0.47;NaN;3.2182936508;-0.2848105497;0.7862356033;0.04;NaN;NaN;NaN;NaN;NaN;NaN
1984-12-31;0.5137992797;-46.3;0.0555745543;0.744829919;0.725;2.3166666667;0.8539075055;1.0464146886;0.4575;1.175;2.9401639344;-0.5545203414;0.7908865679;0.1425;NaN;NaN;NaN;NaN;NaN;NaN
1985-03-31;0.7443823896;-46.17;0.2725064269;0.983892585;1.4;2.1191666667;1.6518436904;0.048126574;0.4025;0.9625;2.896625;0.2697113815;0.6171231275;0.12;NaN;NaN;NaN;NaN;NaN;NaN
1985-06-30;0.6380615967;-46.77;0.3043733856;0.6413831473;0.875;1.9808333333;0.8409719835;0.5907265249;0.4675;NaN;2.7058730159;-0.8508667254;0.4782875333;0.12;NaN;NaN;NaN;NaN;NaN;NaN
1985-09-30;1.253631131;-46.25;0.8646378293;0.6019966637;1.05;1.975;1.7992436223;-0.8069929716;0.4325;NaN;2.5838888889;1.101503634;0.9436750434;0.0725;NaN;NaN;NaN;NaN;NaN;NaN
1985-12-31;0.4455667841;-45.94;1.3131607689;0.557442301;0.725;2.0258333333;0.0601191196;1.6682047416;0.44;1.0125;2.4415322581;-0.4847957953;0.2654148672;0.09;NaN;NaN;NaN;NaN;NaN;NaN
1986-03-31;0.4362421904;-45.85;0.9197883971;0.4961437512;1.1;1.9566666667;0.5901421738;-0.189787785;0.525;0.875;2.14175;0.5473014457;0.4891482103;0.1625;NaN;NaN;NaN;NaN;NaN;NaN
1986-06-30;0.1742117535;-46.04;0.7746259333;0.3777500303;0.7;1.73;0.3271836738;0.1260713643;0.65;NaN;1.8994921875;-0.3693383391;0.0021463149;0.3325;NaN;NaN;NaN;NaN;NaN;NaN
1986-09-30;0.666925698;-45.85;0.8323316043;0.4090695526;0.7;1.5516666667;1.5852205903;-0.3047075663;0.7;NaN;1.8263671875;-0.2262640206;0.3392508288;0.3625;NaN;NaN;NaN;NaN;NaN;NaN
1986-12-31;0.2424880849;-45.57;0.7835112416;0.5434743801;0.825;1.5666666667;0.3772191321;0.5743610333;0.6625;0.875;1.8160080645;-0.8148497032;0.4905852985;0.31;NaN;NaN;NaN;NaN;NaN;NaN
1987-03-31;0.3890468143;-44.92;-0.1964073701;0.6376379444;0.65;1.555;0.0468242613;-2.3539970894;0.58;0.925;1.798852459;-0.8265793858;0.6806408469;0.2575;NaN;NaN;NaN;NaN;NaN;NaN
1987-06-30;0.7841799508;-44.55;0.0370852195;0.6903118632;0.975;1.6625;1.3345946401;0.7663033608;0.48125;NaN;2.0856746032;1.2188870842;1.2930937552;0.18375;NaN;NaN;NaN;NaN;NaN;NaN
1987-09-30;0.5957096689;-44.21;0.2605676859;0.7550047632;0.9;1.7108333333;1.0525702626;0.9830861545;0.48375;NaN;2.217421875;0.0513175512;1.1755006143;0.19625;NaN;NaN;NaN;NaN;NaN;NaN
1987-12-31;1.4562603236;-43.68;0.3873979404;0.7940182397;1.025;1.7291666667;0.0305939506;-0.1387383063;0.55125;1;2.2822580645;0.2041040257;1.0813187049;0.25875;NaN;NaN;NaN;NaN;NaN;NaN
1988-03-31;0.2432122075;-44.12;0.9473646728;0.7803778354;0.975;1.6658333333;1.4848588547;-0.1245918258;0.55625;0.95;2.1027419355;0.144804742;0.9143858377;0.25875;NaN;NaN;NaN;NaN;NaN;NaN
1988-06-30;1.0763479106;-43.59;0.2319534645;0.9683570548;1.225;1.7891666667;0.6365218308;1.3782618958;0.49875;NaN;2.2282142857;-0.388670394;0.9157313164;0.20625;NaN;NaN;NaN;NaN;NaN;NaN
1988-09-30;0.3399670028;-43.63;0.0413902302;1.1888239189;1.175;1.9958333333;0.676581918;-0.4594887247;0.48375;NaN;2.2758984375;-0.0226619863;0.653571683;0.20625;NaN;NaN;NaN;NaN;NaN;NaN
1988-12-31;1.1004701019;-43.02;-0.1126218714;0.8600423656;1.125;2.1175;1.0544425068;1.0349447237;0.38625;0.9625;2.2392622951;-0.1775243682;1.1375035857;0.13625;NaN;NaN;NaN;NaN;NaN;NaN
1989-03-31;0.7313197674;-42.6;-0.7568214776;1.037276049;1.1;2.3608333333;0.2896101954;0.1289197703;0.37875;0.9375;2.3029098361;-0.7620809044;0.3278242094;0.14125;NaN;NaN;NaN;NaN;NaN;NaN
