date,obs_gdp,obs_hours,obs_wages,obs_gdpdeflator,obs_corepce,obs_nominalrate,obs_consumption,obs_investment,obs_spread,obs_longinflation,obs_longrate,obs_tfp,obs_gdi,obs_nominalrate1,obs_nominalrate2,obs_nominalrate3,obs_nominalrate4,obs_nominalrate5,obs_nominalrate6
1959-09-30,-0.4031385683864741,,0.5056921805086989,0.22691182869860604,0.6645391867757588,0.8925,1.0302867952425743,0.9901049636141801,0.15500000000000003,,,,-1.040402674383123,,,,,,
1959-12-31,-0.042418815154077194,,0.2749911275353234,0.45228480537264915,0.571538991506193,0.9975,-0.1418285343316228,-2.01307111874649,0.17249999999999988,,,,0.24974812422311476,,,,,,
1960-03-31,1.8094222423943096,,1.7003721252647652,0.45024839683160955,0.316115835096209,0.9825,0.2547484185912552,2.707436734707014,0.20499999999999985,,,,1.7802315675229607,,,,,,
1960-06-30,-0.8789062125902358,,0.34797194294367007,0.3587447793655496,0.37802464372038713,0.925,1.058784621916642,-2.6715730861720743,0.24750000000000005,,,,-0.4930740407861567,,,,,,
1960-09-30,-0.19505168507589765,,0.3442948655687339,0.3574624002959492,0.395393868745364,0.735,-0.7248542488314413,-3.377529682174285,0.3174999999999999,,,,-0.3767281273988621,,,,,,
1960-12-31,-1.6390453776200742,,0.42960619346169016,0.2672607381476233,0.3251832019413481,0.575,-0.0653828416024016,-1.3081325595147852,0.3024999999999999,,,,-0.8822539057179002,,,,,,
1961-03-31,0.18370015943172113,,0.4254959258433888,0.26654835861399384,0.16842897216475805,0.4975,-0.4835773666782117,-1.9950497984386972,0.3174999999999999,,,,-0.21360923026114698,,,,,,
1961-06-30,1.5151292260392024,,1.1925794248276111,0.17730501098855989,0.32979713162859525,0.4325,0.9057597350683899,0.954318729764192,0.3074999999999999,,,,1.3605463363359327,,,,,,
1961-09-30,1.2761559640458886,,0.4125992371912468,0.26536946134663175,0.43392083953768257,0.42,0.2160256232802915,1.6394980038220153,0.2825000000000001,,,,1.2237988623798435,,,,,,
1961-12-31,1.6325243282120372,,0.32066916633757825,0.3527340517968547,0.24094164190642253,0.6,1.3828120741185224,2.529045901342375,0.28500000000000003,,,,1.9348195351692299,,,,,,
1962-03-31,1.3674602912902678,,1.3791150387103213,0.6143064513713714,0.36954957060499893,0.615,0.488334273843849,1.292585950705205,0.26,,,,0.7358668135665658,,,,,,
1962-06-30,0.6779710380732329,,0.4809148352629855,0.1748252193529698,0.3804385762960383,0.6525,1.0429969168001207,2.4104363303524057,0.2849999999999999,,,,0.7237563751758991,,,,,,
1962-09-30,0.6179812485065383,,0.43336550748333535,0.2181025946359938,0.3301745585866378,0.7125,0.4818230990401684,0.25527953144353077,0.2649999999999999,,,,0.6274219271739545,,,,,,
1962-12-31,-0.10522312476306528,,0.3427047718434939,0.3045466787182427,0.18905326563882774,0.73,1.0027528462267288,-1.2823728579551608,0.265,,,,0.6904772662469139,,,,,,
1963-03-31,0.7801073934476488,,0.9351474195050169,0.3469214234011364,0.3284674486063288,0.7425,0.24092894781295726,0.48070801767883253,0.2499999999999999,,,,0.575771217723986,,,,,,
1963-06-30,0.9249966045794089,,0.5051368963058855,0.12978587156000643,0.37580356993545116,0.74,0.5797097597006751,3.8241567668631182,0.22249999999999992,,,,1.114144553787555,,,,,,
1963-09-30,1.5195075660124902,,0.4581306992327727,0.17278622009371247,0.386450574543451,0.8325,1.2776377773905168,1.7150131619010134,0.2024999999999999,,,,0.9226655040611265,,,,,,
