date,obs_gdp,obs_hours,obs_wages,obs_gdpdeflator,obs_corepce,obs_nominalrate,obs_consumption,obs_investment,obs_BBBspread,obs_longinflation,obs_longrate,obs_tfp,obs_gdi,obs_AAAspread,obs_nominalrate1,obs_nominalrate2,obs_nominalrate3,obs_nominalrate4,obs_nominalrate5,obs_nominalrate6
1959-09-30,-0.304084114,,0.188480274,0.38618932,0.664539187,0.8925,0.876132512,0.607288541,0.23,,,-0.991019238,-1.199680163,0.0675,NaN,NaN,NaN,NaN,NaN,NaN
1959-12-31,-0.085396239,,0.564406333,0.391211296,0.571538992,0.9975,-0.07863711,-1.750069869,0.2575,,,-0.344092485,0.310821636,0.0825,NaN,NaN,NaN,NaN,NaN,NaN
1960-03-31,1.856929924,,1.713646194,0.396168727,0.316115835,0.9825,0.312138747,2.659951772,0.2575,,,2.968407515,1.83431124,0.0675,NaN,NaN,NaN,NaN,NaN,NaN
1960-06-30,-0.910342509,,0.406216845,0.252468171,0.378024644,0.925,1.140386604,-2.281093591,0.2725,,,-3.042004188,-0.38679743,0.0725,NaN,NaN,NaN,NaN,NaN,NaN
1960-09-30,0.12315845,,0.238149986,0.34207927,0.395393869,0.735,-0.739577995,-2.897241057,0.3075,,,-0.516641869,-0.361344994,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1960-12-31,-1.658468811,,0.118554987,0.295953378,0.325183202,0.575,-0.092027348,-1.006769238,0.2925,,,-1.784757811,-0.910946543,0.0975,NaN,NaN,NaN,NaN,NaN,NaN
1961-03-31,0.304224266,,0.664301873,0.218186572,0.168428972,0.4975,-0.434680455,-1.627910771,0.3025,,,0.273213203,-0.16524744,0.105,NaN,NaN,NaN,NaN,NaN,NaN
1961-06-30,1.316554185,,1.165476842,0.230503368,0.329797132,0.4325,0.887181702,1.106509221,0.3025,,,3.284082769,1.307347984,0.1175,NaN,NaN,NaN,NaN,NaN,NaN
1961-09-30,1.536075555,,0.492604048,0.255493241,0.43392084,0.42,0.228637233,1.713430008,0.2775,,,1.229436927,1.233675088,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1961-12-31,1.575841549,,0.416222312,0.312092225,0.240941642,0.6,1.401538975,2.444697871,0.27,,,1.288260456,1.975461368,0.095,NaN,NaN,NaN,NaN,NaN,NaN
1962-03-31,1.399260977,,1.067279383,0.51378122,0.369549571,0.615,0.622054064,1.088991308,0.2425,,,0.299289868,0.836392052,0.08,NaN,NaN,NaN,NaN,NaN,NaN
1962-06-30,0.528848442,,0.505659905,0.164359352,0.380438576,0.6525,1.030611689,2.35082092,0.2675,,,-0.072033661,0.734222251,0.09,NaN,NaN,NaN,NaN,NaN,NaN
1962-09-30,0.851547213,,0.498788965,0.208221673,0.330174559,0.7125,0.495254833,0.194203191,0.2575,,,1.277231045,0.637302858,0.08,NaN,NaN,NaN,NaN,NaN,NaN
1962-12-31,-0.049403795,,0.686117787,0.207789012,0.189053266,0.73,1.1050018,-0.983037452,0.2575,,,0.887525162,0.787234944,0.0825,NaN,NaN,NaN,NaN,NaN,NaN
