date,g_sh,b_liqtil_sh,b_liqp_sh,b_safetil_sh,b_safep_sh,mu_sh,z_sh,lambda_f_sh,lambda_w_sh,rm_sh,sigma_omega_sh,mu_e_sh,gamma_sh,pi_star_sh,lr_sh,zp_sh,tfp_sh,gdpdef_sh,corepce_sh,gdp_sh,gdi_sh,BBB_sh,AAA_sh,rm_shl1,rm_shl2,rm_shl3,rm_shl4,rm_shl5,rm_shl6,dettrend,detrendedMean,trend,Hist,Hist Check,r*,1999Q1-2019Q4,-3.20,2021Q1-2024Q3,1.69
3/31/2017,0.013206593,4.69E-09,0.400510365,-0.007480095,-2.664628113,-0.540227463,0.000287377,-7.97E-15,-4.83E-15,-6.22E-15,0.027566571,0,0,5.77E-14,0,0.007266316,0,0,0,0,0,0,0,-2.25E-15,2.02E-15,6.78E-16,3.75E-16,8.59E-17,1.06E-15,0.157817422,-2.605681023,,-1.554878845,-1.554878845,,,,,
6/30/2017,0.01617196,-1.09E-09,0.302250841,0.002953512,-2.668258044,-0.536275517,0.000321951,-7.81E-15,-5.52E-15,-5.51E-15,0.076165084,0,0,5.72E-14,0,0.007344422,0,0,0,0,0,0,0,-2.37E-15,2.11E-15,7.04E-16,3.89E-16,1.01E-16,9.86E-16,0.155765201,-2.643560591,,-1.592758413,-1.592758413,,,,,
9/30/2017,0.030151967,-6.45E-09,0.267437031,0.004761932,-2.625009126,-0.653170668,0.000471664,-7.89E-15,-5.39E-15,-5.36E-15,-0.033090046,0,0,5.65E-14,0,0.009077249,0,0,0,0,0,0,0,-2.71E-15,2.08E-15,7.16E-16,4.04E-16,1.50E-16,9.60E-16,0.153743471,-2.845626531,,-1.794824353,-1.794824353,,,,,
12/31/2017,0.04154295,-6.80E-09,0.307009552,-0.002128689,-2.574718929,-0.656369353,0.000578465,-7.87E-15,-4.09E-15,-3.88E-15,-0.034891577,0,0,5.36E-14,0,0.008758143,0,0,0,0,0,0,0,-2.72E-15,2.20E-15,7.49E-16,4.22E-16,1.49E-16,8.96E-16,0.151751758,-2.758467687,,-1.707665509,-1.707665509,,,,,
3/31/2018,0.027548088,-5.24E-09,0.299887628,0.006709081,-2.597567809,-0.577153878,0.000908394,-7.70E-15,-5.49E-15,-3.17E-15,0.049918519,0,0,5.32E-14,0,0.006792776,0,0,0,0,0,0,0,-2.60E-15,2.33E-15,7.75E-16,4.32E-16,1.42E-16,8.06E-16,0.149789598,-2.633167611,,-1.582365433,-1.582365433,,,,,
6/30/2018,0.03424763,9.10E-09,0.375892728,0.02160062,-2.59658906,-0.565456849,0.000484961,-7.85E-15,-4.53E-15,-1.58E-15,-0.030596017,0,0,5.25E-14,0,-0.000216779,0,0,0,0,0,0,0,-2.65E-15,2.36E-15,7.83E-16,4.35E-16,1.40E-16,7.01E-16,0.147856531,-2.612776226,,-1.561974048,-1.561974048,,,,,
9/30/2018,0.030371769,3.48E-10,0.446558673,0.006631305,-2.669255275,-0.489042028,0.000227672,-7.69E-15,-3.28E-15,-1.56E-15,0.03282775,0,0,5.22E-14,0,-0.004160852,0,0,0,0,0,0,0,-2.60E-15,2.43E-15,7.92E-16,4.33E-16,1.18E-16,5.63E-16,0.145952108,-2.499888878,,-1.4490867,-1.4490867,,,,,
12/31/2018,0.033116281,4.81E-09,0.481747399,0.011905028,-2.684586221,-0.426125994,0.000509329,-7.59E-15,-3.57E-15,-6.35E-16,-0.007199621,0,0,5.17E-14,0,-0.00092478,0,0,0,0,0,0,0,-2.65E-15,2.46E-15,7.89E-16,4.23E-16,1.02E-16,4.09E-16,0.144075887,-2.447482687,,-1.396680509,-1.396680509,,,,,
3/31/2019,0.054243931,6.76E-09,0.313124634,0.040372737,-2.70555389,-0.420033377,0.000114729,-7.71E-15,-4.78E-15,-6.80E-18,-0.005381688,0,0,5.30E-14,0,-0.002737226,0,0,0,0,0,0,0,-2.86E-15,2.41E-15,7.74E-16,4.12E-16,1.03E-16,2.68E-16,0.14222743,-2.583622712,,-1.532820534,-1.532820534,,,,,
6/30/2019,0.037080123,9.06E-09,0.260000126,0.050056696,-2.72763012,-0.409226016,0.000860467,-7.39E-15,-4.12E-15,5.65E-16,0.067172227,0,0,5.26E-14,0,0.004086822,0,0,0,0,0,0,0,-2.71E-15,2.50E-15,7.77E-16,3.99E-16,6.53E-17,8.18E-17,0.140406309,-2.577193357,,-1.526391179,-1.526391179,,,,,
9/30/2019,0.044846065,3.26E-08,0.136998313,0.070994377,-2.761620326,-0.527302963,0.000257142,-7.22E-15,-3.23E-15,1.19E-15,-0.074557844,0,0,5.35E-14,0,-0.002718647,0,0,0,0,0,0,0,-3.05E-15,2.42E-15,7.51E-16,3.83E-16,8.37E-17,-6.01E-17,0.138612104,-2.974491747,,-1.923689569,-1.923689569,,,,,
12/31/2019,0.032903295,4.46E-08,0.103497081,0.062747973,-2.785736344,-0.423498809,4.62E-05,-6.85E-15,-5.77E-15,1.41E-15,0.080932254,0,0,5.34E-14,0,-0.003630575,0,0,0,0,0,0,0,-2.97E-15,2.46E-15,7.51E-16,3.72E-16,5.63E-17,-2.33E-16,0.1368444,-2.795894529,,-1.745092351,-1.745092351,,,,,
3/31/2020,0.021824745,2.42E-08,0.107396745,-0.009892471,-2.857359878,-0.370977296,-8.42E-05,-6.63E-15,-6.95E-15,-2.05E-15,0.069401896,0,0,5.28E-14,0,-0.005241944,0,0,0,0,0,0,0,-3.25E-15,2.36E-15,7.30E-16,3.58E-16,7.14E-17,-3.72E-16,0.135102788,-2.909829635,,-1.859027457,-1.859027457,,,,,
6/30/2020,0.010370594,8.59E-09,0.110853527,-0.083871716,-2.950305786,-0.220502776,-0.00020311,-5.87E-15,-8.35E-15,-5.66E-15,0.073403855,0,0,5.31E-14,0,-0.006252602,0,0,0,0,0,0,0,-3.52E-15,2.27E-15,7.20E-16,3.53E-16,8.54E-17,-4.92E-16,0.133386868,-2.933121136,,-1.882318958,-1.882318958,,,,,
9/30/2020,-0.00087669,-5.54E-09,0.254996337,-0.130157906,-2.969442152,-0.308225467,-0.000315029,-7.32E-15,-1.02E-14,-1.02E-14,0.119097865,0,0,5.31E-14,0,-0.006701282,0,0,0,0,0,0,0,-3.84E-15,2.21E-15,7.18E-16,3.56E-16,1.10E-16,-5.89E-16,0.131696246,-2.909928083,,-1.859125905,-1.859125905,,,,,
12/31/2020,0.062775305,-7.22E-08,0.259620414,-0.215597737,-2.982688956,-0.338970465,0.000516201,-6.47E-15,-9.60E-15,-1.26E-14,0.179905024,0,0,5.17E-14,0,-0.007242308,0,0,0,0,0,0,0,-4.33E-15,2.20E-15,7.33E-16,3.66E-16,1.20E-16,-6.94E-16,0.130030532,-2.911652063,,-1.860849885,-1.860849885,,,,,
3/31/2021,0.099653749,-8.28E-08,0.162026684,-0.18257946,-2.872485955,-0.408581463,0.001672708,-5.44E-15,-1.06E-14,-1.10E-14,0.14430408,0,0,5.27E-14,0,-0.006354914,0,0,0,0,0,0,0,-4.52E-15,2.25E-15,7.54E-16,3.79E-16,1.38E-16,-7.92E-16,0.128389346,-2.933955308,,-1.88315313,-1.88315313,,,,,
6/30/2021,0.091565901,1.55E-08,0.247434084,-0.019020714,-2.561905104,-0.416215315,0.000518919,-6.10E-15,-9.79E-15,-1.86E-15,0.026009106,0,0,5.21E-14,0,-0.010492945,0,0,0,0,0,0,0,-4.03E-15,2.53E-15,8.01E-16,3.86E-16,8.05E-17,-9.90E-16,0.126772311,-2.51533374,,-1.464531562,-1.464531562,,,,,
9/30/2021,0.056752394,3.02E-08,0.188310439,0.016351236,-2.471063962,-0.436613265,0.00059415,-4.82E-15,-4.54E-15,8.33E-16,-0.034038283,0,0,5.18E-14,0,-0.004254433,0,0,0,0,0,0,0,-3.96E-15,2.59E-15,8.03E-16,3.76E-16,6.60E-17,-1.20E-15,0.125179059,-2.558782634,,-1.507980457,-1.507980457,,,,,
12/31/2021,0.060735514,-2.18E-08,0.135516189,-0.04128426,-2.409474264,-0.394029045,0.00083041,-3.84E-15,-1.00E-15,-3.51E-16,-0.00057451,0,0,4.94E-14,0,-0.011843673,0,0,0,0,0,0,0,-4.19E-15,2.57E-15,7.91E-16,3.62E-16,1.25E-16,-1.21E-15,0.123609225,-2.536514436,,-1.485712258,-1.485712258,,,,,
3/31/2022,0.054190151,-1.14E-08,0.126073728,-0.015328705,-2.247158712,-0.309315997,0.000404308,-2.84E-15,5.88E-16,2.19E-15,-0.008064092,0,0,4.81E-14,0,-0.015680186,0,0,0,0,0,0,0,-4.10E-15,2.49E-15,7.75E-16,3.51E-16,1.54E-16,-1.29E-15,0.122062451,-2.292817066,,-1.242014888,-1.242014888,,,,,
6/30/2022,0.031092538,-1.59E-08,0.248635341,-0.008374627,-2.036621428,-0.211286817,0.000720936,-1.76E-15,4.24E-16,3.85E-15,-0.038750671,0,0,4.62E-14,0,-0.010887294,0,0,0,0,0,0,0,-4.17E-15,2.32E-15,7.70E-16,3.46E-16,1.91E-16,-1.33E-15,0.120538387,-1.904933652,,-0.854131474,-0.854131474,,,,,
9/30/2022,0.005324969,-4.61E-09,0.311088684,0.017257426,-1.903598199,-0.101507914,0.00113225,-6.08E-16,3.36E-15,3.73E-15,-0.067345654,0,0,4.47E-14,0,-0.010708873,0,0,0,0,0,0,0,-4.11E-15,2.29E-15,7.82E-16,3.48E-16,2.08E-16,-1.41E-15,0.119036685,-1.62932063,,-0.578518452,-0.578518452,,,,,
12/31/2022,0.012766775,-3.77E-09,0.35475157,0.032598017,-1.819386804,-0.13773341,0.000941252,9.49E-16,5.35E-15,1.46E-15,-0.111228686,0,0,4.54E-14,0,-0.023113906,0,0,0,0,0,0,0,-4.08E-15,2.21E-15,7.91E-16,3.49E-16,2.45E-16,-1.45E-15,0.117557006,-1.572848191,,-0.522046013,-0.522046013,,,,,
3/31/2023,0.021504784,1.55E-08,0.377526052,0.077216804,-1.783168938,-0.143790497,0.00030615,2.02E-15,5.23E-15,2.23E-15,-0.02676384,0,0,4.68E-14,0,-0.03228081,0,0,0,0,0,0,0,-3.78E-15,2.24E-15,8.13E-16,3.53E-16,2.50E-16,-1.55E-15,0.116099012,-1.393351267,,-0.342549089,-0.342549089,,,,,
6/30/2023,0.012209342,1.84E-08,0.438224056,0.092771085,-1.661317242,-0.157078571,0.000485617,2.16E-15,3.16E-15,1.93E-15,-0.101233785,0,0,4.53E-14,0,-0.029675928,0,0,0,0,0,0,0,-3.56E-15,2.21E-15,8.26E-16,3.53E-16,2.51E-16,-1.63E-15,0.114662376,-1.290953032,,-0.240150854,-0.240150854,,,,,
9/30/2023,0.008163205,1.80E-08,0.537908915,0.098355892,-1.551415179,-0.175253506,7.90E-05,2.22E-15,3.21E-15,1.62E-15,-0.117223637,0,0,4.43E-14,0,-0.033970627,0,0,0,0,0,0,0,-3.40E-15,2.19E-15,8.38E-16,3.50E-16,2.47E-16,-1.71E-15,0.113246772,-1.120109141,,-0.069306963,-0.069306963,,,,,
12/31/2023,0.018004538,-8.54E-09,0.537708063,0.06810406,-1.516477144,-0.152108596,9.69E-05,2.50E-15,2.21E-15,3.95E-16,-0.087797769,0,0,4.33E-14,0,-0.035586716,0,0,0,0,0,0,0,-3.32E-15,2.15E-15,8.46E-16,3.42E-16,2.49E-16,-1.77E-15,0.11185188,-1.056204751,,-0.005402573,-0.005402573,,,,,
3/31/2024,0.01803912,2.41E-08,0.409117607,0.105069987,-1.491506709,-0.254102705,-5.88E-05,2.69E-15,2.83E-15,1.34E-15,-0.128268217,0,0,4.46E-14,0,-0.030694448,0,0,0,0,0,0,0,-3.01E-15,2.18E-15,8.57E-16,3.31E-16,2.35E-16,-1.84E-15,0.110477387,-1.261926805,,-0.211124627,-0.211124627,,,,,
6/30/2024,0.023805847,1.18E-09,0.367719471,0.079310158,-1.429199655,-0.261078782,-0.000123805,2.97E-15,2.99E-15,1.93E-16,-0.095994205,0,0,4.39E-14,0,-0.03109361,0,0,0,0,0,0,0,-2.91E-15,2.13E-15,8.52E-16,3.16E-16,2.39E-16,-1.87E-15,0.109122984,-1.237531597,,-0.186729419,-0.186729419,,,,,
9/30/2024,0.022195873,5.22E-10,0.362539661,0.066995125,-1.400249984,-0.252170809,-0.000127418,3.29E-15,3.03E-15,2.48E-16,-0.098902914,0,0,4.34E-14,0,-0.028208454,0,0,0,0,0,0,0,-2.75E-15,2.11E-15,8.49E-16,3.02E-16,2.37E-16,-1.91E-15,0.107788365,-1.220140553,,-0.169338375,,,,,,
12/31/2024,0.020692349,2.31E-10,0.357432816,0.056592333,-1.371886713,-0.243338831,-0.000128261,3.60E-15,3.06E-15,3.05E-16,-0.10083382,0,0,4.30E-14,0,-0.025484297,0,0,0,0,0,0,0,-2.59E-15,2.08E-15,8.46E-16,2.87E-16,2.33E-16,-1.94E-15,0.106473231,-1.200481194,,-0.149679016,,,,,,
3/31/2025,0.019287685,1.02E-10,0.352397907,0.047804853,-1.344097964,-0.234591969,-0.000126852,3.87E-15,3.09E-15,3.65E-16,-0.101898647,0,0,4.25E-14,0,-0.022932454,0,0,0,0,0,0,0,-2.45E-15,2.06E-15,8.41E-16,2.72E-16,2.29E-16,-1.97E-15,0.105177287,-1.178980154,,-0.128177976,,,,,,
6/30/2025,0.017975021,4.50E-11,0.347433922,0.040381865,-1.316872101,-0.225940605,-0.00012365,4.13E-15,3.12E-15,4.26E-16,-0.10220359,0,0,4.21E-14,0,-0.020559358,0,0,0,0,0,0,0,-2.31E-15,2.03E-15,8.35E-16,2.58E-16,2.24E-16,-2.00E-15,0.103900244,-1.156008252,,-0.105206074,,,,,,
9/30/2025,0.016748132,1.99E-11,0.342539861,0.034111496,-1.290197721,-0.217395822,-0.000119052,4.36E-15,3.14E-15,4.88E-16,-0.101848574,0,0,4.16E-14,0,-0.018367387,0,0,0,0,0,0,0,-2.19E-15,2.01E-15,8.29E-16,2.43E-16,2.18E-16,-2.02E-15,0.102641816,-1.131887253,,-0.081085075,,,,,,
12/31/2025,0.015601343,8.79E-12,0.337714739,0.02881477,-1.264063654,-0.20896893,-0.000113404,4.57E-15,3.16E-15,5.50E-16,-0.100926758,0,0,4.12E-14,0,-0.016355591,0,0,0,0,0,0,0,-2.07E-15,1.98E-15,8.21E-16,2.30E-16,2.12E-16,-2.03E-15,0.101401721,-1.106895764,,-0.056093586,,,,,,
3/31/2026,0.014529458,3.89E-12,0.332957585,0.024340503,-1.238458954,-0.200671096,-0.000107001,4.75E-15,3.18E-15,6.11E-16,-0.09952424,0,0,4.07E-14,0,-0.014520334,0,0,0,0,0,0,0,-1.97E-15,1.96E-15,8.14E-16,2.16E-16,2.06E-16,-2.04E-15,0.100179683,-1.081274396,,-0.030472218,,,,,,
6/30/2026,0.013527702,1.72E-12,0.328267442,0.020560986,-1.2133729,-0.192513039,-0.000100096,4.91E-15,3.19E-15,6.73E-16,-0.097719945,0,0,4.03E-14,0,-0.012855866,0,0,0,0,0,0,0,-1.87E-15,1.94E-15,8.05E-16,2.04E-16,1.99E-16,-2.05E-15,0.098975431,-1.055230286,,-0.004428108,,,,,,
9/30/2026,0.012591666,7.59E-13,0.323643366,0.017368341,-1.188794986,-0.18450481,-9.29E-05,5.05E-15,3.19E-15,7.32E-16,-0.095585646,0,0,3.98E-14,0,-0.011354815,0,0,0,0,0,0,0,-1.78E-15,1.91E-15,7.97E-16,1.92E-16,1.92E-16,-2.05E-15,0.097788695,-1.02894109,,0.021861088,,,,,,
12/31/2026,0.011717262,3.36E-13,0.319084426,0.014671439,-1.164714918,-0.176655619,-8.56E-05,5.17E-15,3.20E-15,7.91E-16,-0.093186104,0,0,3.94E-14,0,-0.01000861,0,0,0,0,0,0,0,-1.70E-15,1.89E-15,7.88E-16,1.80E-16,1.85E-16,-2.05E-15,0.096619212,-1.002558499,,0.048243679,,,,,,
3/31/2027,0.010900691,1.49E-13,0.314589704,0.012393304,-1.141122613,-0.168973715,-7.83E-05,5.28E-15,3.20E-15,8.48E-16,-0.090579296,0,0,3.90E-14,0,-0.008807851,0,0,0,0,0,0,0,-1.62E-15,1.87E-15,7.78E-16,1.70E-16,1.79E-16,-2.05E-15,0.095466723,-0.976211357,,0.074590821,,,,,,
6/30/2027,0.010138404,6.61E-14,0.310158297,0.010468911,-1.118008191,-0.161466317,-7.12E-05,5.36E-15,3.20E-15,9.02E-16,-0.087816712,0,0,3.86E-14,0,-0.007742615,0,0,0,0,0,0,0,-1.55E-15,1.85E-15,7.69E-16,1.60E-16,1.72E-16,-2.05E-15,0.094330972,-0.950008415,,0.100793763,,,,,,
9/30/2027,0.009427082,2.95E-14,0.305789312,0.008843331,-1.095361971,-0.154139566,-6.43E-05,5.43E-15,3.19E-15,9.55E-16,-0.084943707,0,0,3.82E-14,0,-0.006802718,0,0,0,0,0,0,0,-1.49E-15,1.82E-15,7.60E-16,1.50E-16,1.66E-16,-2.04E-15,0.093211708,-0.924040788,,0.12676139,,,,,,
12/31/2027,0.008763608,1.33E-14,0.301481869,0.007470166,-1.07317447,-0.146998521,-5.77E-05,5.48E-15,3.18E-15,1.01E-15,-0.081999882,0,0,3.77E-14,0,-0.005977924,0,0,0,0,0,0,0,-1.43E-15,1.80E-15,7.50E-16,1.42E-16,1.59E-16,-2.03E-15,0.092108683,-0.898384129,,0.152418049,,,,,,
3/31/2028,0.008145051,6.19E-15,0.297235103,0.006310222,-1.051436395,-0.140047171,-5.14E-05,5.52E-15,3.17E-15,1.05E-15,-0.079019493,0,0,3.73E-14,0,-0.005258127,0,0,0,0,0,0,0,-1.38E-15,1.78E-15,7.41E-16,1.34E-16,1.54E-16,-2.02E-15,0.091021653,-0.87310057,,0.177701608,,,,,,
6/30/2028,0.007568652,3.03E-15,0.293048158,0.005330391,-1.030138644,-0.133288465,-4.56E-05,5.54E-15,3.15E-15,1.10E-15,-0.076031869,0,0,3.69E-14,0,-0.004633483,0,0,0,0,0,0,0,-1.33E-15,1.76E-15,7.31E-16,1.27E-16,1.48E-16,-2.01E-15,0.089950378,-0.848240442,,0.202561736,,,,,,
9/30/2028,0.007031805,1.62E-15,0.288920191,0.004502705,-1.009272298,-0.126724363,-4.01E-05,5.56E-15,3.13E-15,1.14E-15,-0.073061834,0,0,3.65E-14,0,-0.004094524,0,0,0,0,0,0,0,-1.29E-15,1.74E-15,7.22E-16,1.20E-16,1.43E-16,-2.00E-15,0.088894622,-0.823843813,,0.226958365,,,,,,
12/31/2028,0.006532049,9.97E-16,0.284850373,0.003803539,-0.988828617,-0.120355889,-3.51E-05,5.56E-15,3.11E-15,1.18E-15,-0.070130121,0,0,3.62E-14,0,-0.003632236,0,0,0,0,0,0,0,-1.25E-15,1.72E-15,7.12E-16,1.14E-16,1.38E-16,-1.98E-15,0.087854154,-0.79994185,,0.250860328,,,,,,
3/31/2029,0.00606706,7.14E-16,0.280837883,0.003212937,-0.968799041,-0.114183204,-3.05E-05,5.56E-15,3.09E-15,1.22E-15,-0.067253779,0,0,3.58E-14,0,-0.00323812,0,0,0,0,0,0,0,-1.21E-15,1.70E-15,7.03E-16,1.08E-16,1.33E-16,-1.96E-15,0.086828743,-0.776558031,,0.274244147,,,,,,
6/30/2029,0.005634636,5.83E-16,0.276881914,0.002714042,-0.949175181,-0.10820567,-2.63E-05,5.54E-15,3.07E-15,1.26E-15,-0.064446563,0,0,3.54E-14,0,-0.00290423,0,0,0,0,0,0,0,-1.18E-15,1.68E-15,6.94E-16,1.03E-16,1.29E-16,-1.95E-15,0.085818164,-0.753709223,,0.297092955,,,,,,
9/30/2029,0.0052327,5.19E-16,0.27298167,0.002292614,-0.929948819,-0.102421926,-2.26E-05,5.52E-15,3.04E-15,1.29E-15,-0.061719302,0,0,3.50E-14,0,-0.002623198,0,0,0,0,0,0,0,-1.15E-15,1.67E-15,6.85E-16,9.83E-17,1.24E-16,-1.93E-15,0.084822196,-0.731406636,,0.319395542,,,,,,
12/31/2029,0.004859282,4.85E-16,0.269136366,0.001936624,-0.911111904,-0.096829965,-1.92E-05,5.49E-15,3.01E-15,1.32E-15,-0.059080249,0,0,3.46E-14,0,-0.002388241,0,0,0,0,0,0,0,-1.12E-15,1.65E-15,6.76E-16,9.41E-17,1.21E-16,-1.91E-15,0.083840621,-0.709656664,,0.341145514,,,,,,
3/31/2030,0.004512524,4.64E-16,0.265345228,0.001635911,-0.892656547,-0.091427205,-1.62E-05,5.45E-15,2.98E-15,1.35E-15,-0.056535411,0,0,3.43E-14,0,-0.002193159,0,0,0,0,0,0,0,-1.10E-15,1.63E-15,6.67E-16,9.02E-17,1.17E-16,-1.89E-15,0.082873223,-0.688461633,,0.362340545,,,,,,
6/30/2030,0.004190667,4.50E-16,0.261607494,0.001381892,-0.874575019,-0.086210565,-1.35E-05,5.41E-15,2.95E-15,1.37E-15,-0.054088844,0,0,3.39E-14,0,-0.002032325,0,0,0,0,0,0,0,-1.07E-15,1.61E-15,6.58E-16,8.67E-17,1.14E-16,-1.87E-15,0.081919791,-0.667820457,,0.382981721,,,,,,
9/30/2030,0.003892051,4.38E-16,0.25792241,0.001167316,-0.856859747,-0.081176531,-1.12E-05,5.37E-15,2.92E-15,1.40E-15,-0.051742935,0,0,3.35E-14,0,-0.001900667,0,0,0,0,0,0,0,-1.05E-15,1.59E-15,6.50E-16,8.35E-17,1.11E-16,-1.85E-15,0.080980116,-0.647729211,,0.403072967,,,,,,
12/31/2030,0.00361511,4.27E-16,0.254289236,0.000986059,-0.839503314,-0.076321224,-9.20E-06,5.32E-15,2.88E-15,1.42E-15,-0.049498655,0,0,3.32E-14,0,-0.001793641,0,0,0,0,0,0,0,-1.03E-15,1.57E-15,6.42E-16,8.06E-17,1.08E-16,-1.83E-15,0.080053993,-0.628181639,,0.422620539,,,,,,
3/31/2031,0.003358364,4.18E-16,0.250707239,0.000832947,-0.822498451,-0.071640463,-7.46E-06,5.27E-15,2.85E-15,1.44E-15,-0.047355785,0,0,3.28E-14,0,-0.001707206,0,0,0,0,0,0,0,-1.01E-15,1.56E-15,6.33E-16,7.80E-17,1.05E-16,-1.81E-15,0.07914122,-0.609169591,,0.441632587,,,,,,
6/30/2031,0.003120424,4.08E-16,0.2471757,0.00070361,-0.805838035,-0.067129822,-5.96E-06,5.21E-15,2.81E-15,1.46E-15,-0.045313124,0,0,3.25E-14,0,-0.001637794,0,0,0,0,0,0,0,-9.92E-16,1.54E-15,6.25E-16,7.56E-17,1.02E-16,-1.78E-15,0.078241599,-0.590683406,,0.460118772,,,,,,
9/30/2031,0.002899978,3.99E-16,0.243693907,0.000594355,-0.789515091,-0.062784683,-4.70E-06,5.15E-15,2.78E-15,1.48E-15,-0.043368672,0,0,3.21E-14,0,-0.001582272,0,0,0,0,0,0,0,-9.75E-16,1.52E-15,6.17E-16,7.34E-17,1.00E-16,-1.76E-15,0.077354933,-0.572712244,,0.478089934,,,,,,
12/31/2031,0.002695795,3.91E-16,0.24026116,0.000502066,-0.773522782,-0.058600286,-3.64E-06,5.09E-15,2.74E-15,1.49E-15,-0.041519793,0,0,3.18E-14,0,-0.001537917,0,0,0,0,0,0,0,-9.58E-16,1.51E-15,6.09E-16,7.14E-17,9.80E-17,-1.74E-15,0.07648103,-0.555244365,,0.495557813,,,,,,
3/31/2032,0.002506719,3.82E-16,0.236876767,0.000424106,-0.757854411,-0.054571772,-2.76E-06,5.03E-15,2.71E-15,1.51E-15,-0.039763356,0,0,3.15E-14,0,-0.001502373,0,0,0,0,0,0,0,-9.42E-16,1.49E-15,6.02E-16,6.96E-17,9.59E-17,-1.72E-15,0.075619699,-0.538267379,,0.512534799,,,,,,
6/30/2032,0.002331664,3.74E-16,0.233540048,0.000358253,-0.742503417,-0.050694224,-2.04E-06,4.97E-15,2.67E-15,1.52E-15,-0.038095863,0,0,3.11E-14,0,-0.001473624,0,0,0,0,0,0,0,-9.27E-16,1.47E-15,5.94E-16,6.79E-17,9.40E-17,-1.70E-15,0.074770755,-0.521768447,,0.529033731,,,,,,
9/30/2032,0.002169616,3.65E-16,0.230250331,0.000302624,-0.72746337,-0.046962699,-1.46E-06,4.91E-15,2.63E-15,1.53E-15,-0.036513552,0,0,3.08E-14,0,-0.001449959,0,0,0,0,0,0,0,-9.12E-16,1.46E-15,5.87E-16,6.64E-17,9.22E-17,-1.68E-15,0.073934012,-0.50573446,,0.545067718,,,,,,
12/31/2032,0.002019623,3.58E-16,0.227006954,0.000255634,-0.712727972,-0.043372262,-1.01E-06,4.84E-15,2.59E-15,1.54E-15,-0.035012496,0,0,3.05E-14,0,-0.001429942,0,0,0,0,0,0,0,-8.98E-16,1.44E-15,5.79E-16,6.49E-17,9.05E-17,-1.66E-15,0.073109291,-0.49015218,,0.560649998,,,,,,
3/31/2033,0.001880797,3.50E-16,0.223809264,0.00021594,-0.698291052,-0.039918013,-6.63E-07,4.78E-15,2.56E-15,1.55E-15,-0.033588671,0,0,3.01E-14,0,-0.001412381,0,0,0,0,0,0,0,-8.85E-16,1.42E-15,5.72E-16,6.36E-17,8.90E-17,-1.64E-15,0.072296411,-0.475008369,,0.575793809,,,,,,
6/30/2033,0.001752307,3.42E-16,0.220656618,0.000182409,-0.684146565,-0.036595106,-4.07E-07,4.71E-15,2.52E-15,1.56E-15,-0.032238033,0,0,2.98E-14,0,-0.0013963,0,0,0,0,0,0,0,-8.71E-16,1.41E-15,5.65E-16,6.23E-17,8.75E-17,-1.61E-15,0.071495198,-0.460289878,,0.5905123,,,,,,
9/30/2033,0.001633381,3.35E-16,0.217548381,0.000154085,-0.670288586,-0.033398775,-2.27E-07,4.65E-15,2.48E-15,1.56E-15,-0.030956563,0,0,2.95E-14,0,-0.001380912,0,0,0,0,0,0,0,-8.58E-16,1.39E-15,5.58E-16,6.12E-17,8.60E-17,-1.59E-15,0.070705478,-0.445983738,,0.60481844,,,,,,
12/31/2033,0.001523298,3.28E-16,0.214483928,0.000130159,-0.656711313,-0.030324343,-1.12E-07,4.58E-15,2.45E-15,1.57E-15,-0.029740316,0,0,2.92E-14,0,-0.001365599,0,0,0,0,0,0,0,-8.45E-16,1.37E-15,5.51E-16,6.00E-17,8.47E-17,-1.57E-15,0.069927081,-0.432077216,,0.618724962,,,,,,
3/31/2034,0.001421388,3.20E-16,0.211462641,0.000109949,-0.643409059,-0.027367243,-5.03E-08,4.52E-15,2.41E-15,1.57E-15,-0.028585452,0,0,2.89E-14,0,-0.001349883,0,0,0,0,0,0,0,-8.33E-16,1.36E-15,5.44E-16,5.90E-17,8.34E-17,-1.55E-15,0.06915984,-0.418557869,,0.632244309,,,,,,
6/30/2034,0.001327028,3.14E-16,0.208483913,9.29E-05,-0.630376254,-0.024523022,-3.14E-08,4.45E-15,2.37E-15,1.58E-15,-0.027488267,0,0,2.86E-14,0,-0.001333411,0,0,0,0,0,0,0,-8.21E-16,1.34E-15,5.37E-16,5.80E-17,8.21E-17,-1.53E-15,0.068403589,-0.405413579,,0.645388599,,,,,,
9/30/2034,0.00123964,3.07E-16,0.205547145,7.85E-05,-0.617607439,-0.021787354,-4.68E-08,4.39E-15,2.34E-15,1.58E-15,-0.026445213,0,0,2.83E-14,0,-0.001315934,0,0,0,0,0,0,0,-8.09E-16,1.33E-15,5.30E-16,5.70E-17,8.09E-17,-1.51E-15,0.067658165,-0.392632581,,0.658169596,,,,,,
12/31/2034,0.001158689,3.00E-16,0.202651744,6.63E-05,-0.605097268,-0.019156045,-8.90E-08,4.33E-15,2.30E-15,1.58E-15,-0.025452907,0,0,2.80E-14,0,-0.00129729,0,0,0,0,0,0,0,-7.97E-16,1.31E-15,5.24E-16,5.61E-17,7.97E-17,-1.49E-15,0.066923409,-0.380203485,,0.670598693,,,,,,
