date,50.0% LB,50.0% UB,mean
1972-06-30,-0.1755984888940027,-0.1755984888940027,-0.1755984888940027
1972-09-30,-0.1378865071651054,-0.1378865071651054,-0.1378865071651054
1972-12-31,-0.16455857185260808,-0.16455857185260808,-0.16455857185260808
1973-03-31,-0.16338014216643243,-0.16338014216643243,-0.16338014216643243
1973-06-30,-0.14305552200232613,-0.14305552200232613,-0.14305552200232613
1973-09-30,-0.16708831744168945,-0.16708831744168945,-0.16708831744168945
1973-12-31,-0.16733082106257152,-0.16733082106257152,-0.16733082106257152
1974-03-31,-0.16237523868676607,-0.16237523868676607,-0.16237523868676607
1974-06-30,-0.15587944420300306,-0.15587944420300306,-0.15587944420300306
1974-09-30,-0.15932486299500334,-0.15932486299500334,-0.15932486299500334
1974-12-31,-0.16560312130982582,-0.16560312130982582,-0.16560312130982582
1975-03-31,-0.15132791684337057,-0.15132791684337057,-0.15132791684337057
1975-06-30,-0.16434137887693973,-0.16434137887693973,-0.16434137887693973
1975-09-30,-0.17858571502241186,-0.17858571502241186,-0.17858571502241186
1975-12-31,-0.20417933591499304,-0.20417933591499304,-0.20417933591499304
1976-03-31,-0.1755207143486136,-0.1755207143486136,-0.1755207143486136
1976-06-30,-0.18443373168914956,-0.18443373168914956,-0.18443373168914956
1976-09-30,-0.1959650175676659,-0.1959650175676659,-0.1959650175676659
1976-12-31,-0.22592679561630385,-0.22592679561630385,-0.22592679561630385
1977-03-31,-0.20114917083885983,-0.20114917083885983,-0.20114917083885983
1977-06-30,-0.19705594963202952,-0.19705594963202952,-0.19705594963202952
1977-09-30,-0.2165726520352581,-0.2165726520352581,-0.2165726520352581
1977-12-31,-0.21363414095321429,-0.21363414095321429,-0.21363414095321429
1978-03-31,-0.2196860582880899,-0.2196860582880899,-0.2196860582880899
1978-06-30,-0.19883347972689847,-0.19883347972689847,-0.19883347972689847
1978-09-30,-0.20529308727507878,-0.20529308727507878,-0.20529308727507878
1978-12-31,-0.21150727050946336,-0.21150727050946336,-0.21150727050946336
1979-03-31,-0.193941170612358,-0.193941170612358,-0.193941170612358
1979-06-30,-0.20460103985015854,-0.20460103985015854,-0.20460103985015854
1979-09-30,-0.21133791808698987,-0.21133791808698987,-0.21133791808698987
1979-12-31,-0.22392500668478152,-0.22392500668478152,-0.22392500668478152
1980-03-31,-0.22973965003984484,-0.22973965003984484,-0.22973965003984484
1980-06-30,-0.19777254853003373,-0.19777254853003373,-0.19777254853003373
1980-09-30,-0.18837563922175493,-0.18837563922175493,-0.18837563922175493
1980-12-31,-0.2032594693689524,-0.2032594693689524,-0.2032594693689524
1981-03-31,-0.18422558227314392,-0.18422558227314392,-0.18422558227314392
1981-06-30,-0.2275560594414213,-0.2275560594414213,-0.2275560594414213
1981-09-30,-0.23329981011126932,-0.23329981011126932,-0.23329981011126932
