date,50.0% LB,50.0% UB,mean
1972-06-30,3.7529244574930685,3.7529244574930685,3.7529244574930685
1972-09-30,3.7923967881358776,3.7923967881358776,3.7923967881358776
1972-12-31,4.0149431215404245,4.0149431215404245,4.0149431215404245
1973-03-31,5.447144919470038,5.447144919470038,5.447144919470038
1973-06-30,4.989549298848489,4.989549298848489,4.989549298848489
1973-09-30,4.898619742637413,4.898619742637413,4.898619742637413
1973-12-31,4.9205080152513805,4.9205080152513805,4.9205080152513805
1974-03-31,5.702789944433945,5.702789944433945,5.702789944433945
1974-06-30,6.029120606617263,6.029120606617263,6.029120606617263
1974-09-30,6.086604228782923,6.086604228782923,6.086604228782923
1974-12-31,5.8156849213003445,5.8156849213003445,5.8156849213003445
1975-03-31,5.313534422026459,5.313534422026459,5.313534422026459
1975-06-30,4.697871974849237,4.697871974849237,4.697871974849237
1975-09-30,4.594669662053153,4.594669662053153,4.594669662053153
1975-12-31,4.321074395933978,4.321074395933978,4.321074395933978
1976-03-31,4.749033793226606,4.749033793226606,4.749033793226606
1976-06-30,6.164284352381627,6.164284352381627,6.164284352381627
1976-09-30,5.556783535037944,5.556783535037944,5.556783535037944
1976-12-31,4.843777260382249,4.843777260382249,4.843777260382249
1977-03-31,5.171557056675218,5.171557056675218,5.171557056675218
1977-06-30,5.090539187710613,5.090539187710613,5.090539187710613
1977-09-30,4.624218790440433,4.624218790440433,4.624218790440433
1977-12-31,4.800244237173858,4.800244237173858,4.800244237173858
1978-03-31,4.597451978345864,4.597451978345864,4.597451978345864
1978-06-30,4.6135522330577405,4.6135522330577405,4.6135522330577405
1978-09-30,4.58241939659214,4.58241939659214,4.58241939659214
1978-12-31,4.2806063437042425,4.2806063437042425,4.2806063437042425
1979-03-31,4.340932759659124,4.340932759659124,4.340932759659124
1979-06-30,4.863427566214934,4.863427566214934,4.863427566214934
1979-09-30,5.384831441820717,5.384831441820717,5.384831441820717
1979-12-31,5.05687394980823,5.05687394980823,5.05687394980823
