date,BBB_sh,AAA_sh,detrendedMean,g,b_liq,b_safe,FF,z,p-mkp,w-mkp,pol,fg1,fg2,fg3,fg4,fg5,fg6,pi-LR,mu,me,zp,dt
2007-03-31,0.0,0.0,1.8343791993590264,-0.04845256935160913,-0.1258951471028058,0.3134247167840387,-0.1209963938121561,0.2524793268297909,1.0614473044399553,-0.988360563985613,0.032680850521815685,0.0,0.0,0.0,0.0,0.0,0.0,0.6462187300014799,-0.10127440862714998,1.1943931377718098,-0.03004146165448418,-0.2825163804143216
2007-06-30,0.0,0.0,0.7868539578941514,-0.04304674037926004,-0.12949515726615735,0.3253147726007377,-0.12080217144022631,0.20315466224327672,0.5205227392903078,-1.134367133453018,0.029155779995715392,0.0,0.0,0.0,0.0,0.0,0.0,0.6709562033021088,-0.10984265699961471,0.777834069261818,0.07312289639722636,-0.2797659008367481
2007-09-30,0.0,0.0,0.1809014074258375,-0.04442535843731665,-0.1827499367631158,0.32901198320545166,-0.10725495257741802,0.23334963423156108,0.5834063922266708,-1.2595975386686442,0.029854840909782077,0.0,0.0,0.0,0.0,0.0,0.0,0.7170187056150024,-0.10242499751463852,0.14044998041473633,0.13147026226669745,-0.2770387822115805
2007-12-31,0.0,0.0,-0.39310494066211454,-0.043188454539755394,-0.2363467764615934,0.3208073871890038,-0.08903678703622298,0.23530732915948427,0.7490166955690603,-1.2202736190747188,0.03496570437413471,0.0,0.0,0.0,0.0,0.0,0.0,0.7405288329473292,-0.09320454438868087,-0.6106309457223458,0.11683875333221572,-0.2743349433674491
2008-03-31,0.0,0.0,-0.53462025080937,-0.043863888167627874,-0.2974054663787862,0.3002764347850073,-0.07525941158803562,0.2548423327698002,0.2744687323622541,-1.177315009845048,0.03967817694463527,0.0,0.0,0.0,0.0,0.0,0.0,0.7612693935999504,-0.09579193213739012,-0.4198004613705564,0.23824572084474305,-0.2716542990907844
2008-06-30,0.0,0.0,-0.07150129479980283,-0.04556420237414871,-0.2996640861344657,0.30436577602143133,-0.06557855216648978,0.23540125065368844,0.13006775569885942,-1.2837054226539024,0.04408401679132368,0.0,0.0,0.0,0.0,0.0,0.0,0.783792693350005,-0.09627928471146463,0.20014433924997466,0.3055801563226046,-0.2689967603097809
2008-09-30,0.0,0.0,1.0243038321048337,-0.03827443569689448,-0.3337944589754671,0.29475109420793455,-0.05733494145983009,0.2204882321778845,0.49979898093051034,-1.3108127644596013,0.03730586008601211,0.0,0.0,0.0,0.0,0.0,0.0,0.7647614679102466,-0.10262775199398888,0.9410740356836644,0.3695895544399752,-0.26636223427247696
2008-12-31,0.0,0.0,-1.0515811665315011,-0.01982237374115181,-0.524801519822804,0.1980243124507397,-0.02053316679185846,0.3632275739553714,-1.2268068013601585,-1.2349651695806818,0.028452427478775633,-0.004848710158200653,-0.003385019696156011,-0.0008833092250304375,-0.0002296464047701896,-0.00014989164006662392,-0.00034076113941683417,0.8249140404871014,-0.14891707585009684,0.42701206599859987,0.5957789047808193,-0.263750624719139
2009-03-31,0.0,0.0,-2.339046385227006,-0.00924316423885907,-0.4982571093003152,0.1923661392446152,0.015099644837102133,0.34113623334772747,-0.8667214963245629,-1.7197251880069375,0.016283178123166486,-0.00793232561583368,-0.0063234713741811,-0.003243039225553357,-0.0005317518289693624,-0.0012477987922032696,-0.0027773663748065225,0.9055482542172477,-0.1063084323054575,-0.9266226745494932,0.6519901841127496,-0.2611618320488729
2009-06-30,0.0,0.0,-2.6858720451263918,-0.0017055839127255723,-0.4293013515366262,0.19421287738111692,0.01100209285329612,0.2164772529555936,-0.46919752015710525,-1.4302582875297287,0.010279258140077907,-0.008034870397877203,-0.006713213109221794,-0.005582138527204794,-0.0025203585927169314,-0.0013048455904773881,-0.0069315515961898555,0.8267976789627873,-0.07825778886364487,-1.75847883795478,0.564024638204752,-0.2585957534809169
2009-09-30,0.0,0.0,-1.547458013084002,-0.009217050906262791,-0.3515655409100815,0.18064913947213324,-0.013410928870527528,0.11589176519291033,-0.3422699114245975,-1.2495400475004526,0.011161050678731854,-0.004592720075269341,-0.004218806749434201,-0.003850731066745716,-0.002194410444089634,-0.0007293306903632946,-0.010791879892724232,0.6090873713673783,-0.007662680131825805,-0.7745530638573195,0.6017894029374471,-0.25605228321081697
2009-12-31,0.0,0.0,-0.7518989729149439,-0.004292825273899403,-0.30881894456339376,0.16512449976975319,-0.034802618527818296,-0.05071851321746257,0.5828226873249909,-1.1744365204491736,0.004570910597445632,-0.0039556527882900205,-0.0033057198816410782,-0.004790962478251615,-0.0021844599428222367,-0.0009378763369927157,-0.015010079885580119,0.4151160772203344,0.01402399581209579,-0.5697879026176578,0.5186369188181494,-0.25353131256113937
2010-03-31,0.0,0.0,-0.8695860760952856,-0.004565394370237286,-0.27058621260001026,0.14357802076427895,-0.028992396999028003,-0.10164893049267043,0.15993815119257349,-1.415536923626648,0.0031256094188636396,-0.0026268875439661166,-0.0011853741386347316,-0.002737564992416619,-0.0009428813882550457,0.0004458603113377535,-0.019106695101345217,0.37796854147444936,0.0752408662017201,-0.21228642851176538,0.7095210322232814,-0.2510327301276316
2010-06-30,0.0,0.0,-0.054805652760370194,-0.004928648911683986,-0.310502865282658,0.06160155497791919,-0.04146178029491576,-0.111694173819199,-0.0279634270585305,-1.4024512422888047,0.007527912073168608,0.0009327231672351388,0.0019260656853870017,0.001800533185791764,0.0032508320266577684,0.005770409349792338,-0.019473146625581528,0.23949442503587992,0.09563318512975094,0.7419491987508131,0.9720009862521639,-0.2485564219203984
