obs_gdp,obs_hours,obs_wages,obs_gdpdeflator,obs_corepce,obs_nominalrate,obs_consumption,obs_investment,obs_BBBspread,obs_longinflation,obs_longrate,obs_tfp,obs_gdi,obs_AAAspread,obs_nominalrate1,obs_nominalrate2,obs_nominalrate3,obs_nominalrate4,obs_nominalrate5,obs_nominalrate6,obs_rstar,obs_b_safet,obs_b_safep
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2988130551732869e-17,-4.425953237430322e-18,1.6878460367546726e-17,0.0,0.0,-2.0477967928938415e-18,5.85348413136581e-17,3.1647171589680466e-17,1.9538715952278948e-17,1.4779631765038116e-17,1.3054102674620702e-17,1.2402533479523904e-17,-3.625661968777188e-18,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.015411592484628554,-0.0006854235816945097,0.07140786556402438,0.0,0.0,-7.566719769715353e-16,0.5244554468116897,0.29366705992234465,0.17660189797664522,0.11402598590598165,0.07871229165025519,0.057803273696613484,-0.0001625076606227984,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005804503918435259,0.0006356203155840642,0.002612152870381702,0.0,0.0,-5.339520419714788e-17,0.011459909812839895,0.008745637158028924,0.005618943129950271,0.0037931088955683928,0.0029219933236041716,0.0025590057714811147,0.0006304410406470902,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007109478049551342,-0.0011984308251303192,0.0023094041295176923,0.0,0.0,-0.04310703790720825,-0.002158399730958568,0.000778102927286566,0.004023625550044527,0.006524739472398623,0.008188217417932348,0.009141261972599936,-0.0013762413348125968,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007109478049551316,-0.0011984308251303268,0.0023094041295176827,0.0,0.0,4.753820000473455e-16,-0.0021583997309585906,0.0007781029272865708,0.004023625550044539,0.006524739472398628,0.00818821741793234,0.009141261972599932,-0.0013762413348125929,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028947082098902868,-0.011516704733923366,0.006277632447237139,0.0,0.0,-3.247811156086469e-16,0.0011924827461912667,0.013880857274704554,0.025558137736647273,0.033776531473301764,0.03865941365029903,0.04084769699045031,-0.012699119342899488,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0823324379210057,0.6379245728192806,0.48631247667099453,0.0,0.0,-3.4584595711237476e-15,1.4566188389785548,2.1464711646288435,2.3080288244853535,2.2036583034386856,1.9865867582182466,1.7346429631553426,-0.14044170159615557,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07023048218667609,-0.5441567318923872,-0.41482993328546586,0.0,0.0,2.3350328900723802e-15,-1.2425120160028709,-1.8309636966697784,-1.9687741713645766,-1.8797449599835772,-1.6945805257120552,-1.4796696757723797,0.11979832823216814,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003535799052865024,0.06616622156900502,0.06627862426181745,0.0,0.0,-1.1916432782375928e-15,0.03951871593063351,0.06291386224263973,0.07681800875237783,0.0851931858528112,0.0901125810294084,0.0927202225552831,0.06486798988382501,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004561547287855565,-0.08536128440364701,-0.08550629552868,0.0,0.0,1.4472286815526602e-15,-0.050983239934649635,-0.08116540374343507,-0.09910319400050639,-0.10990804060422871,-0.11625457031086295,-0.11961869817905024,-0.08368643095920586,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019258312199528713,-0.0005926034992945788,0.01470747990651889,0.0,0.0,-2.1623541005149507e-16,0.11830245030932851,0.0941981903307827,0.06301777340073625,0.042086780347851856,0.029408849627494734,0.021765276071565566,-0.0004355650727653536,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24278861124963258,0.042006182893143756,-0.07227948352908532,0.0,0.0,-5.530119678916072e-14,0.07626652742317452,-0.015513954054410228,-0.11917975690161327,-0.19983687595375962,-0.2540088841903324,-0.28554825190044547,0.04796765376483364,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028777417737431428,0.00015214791823591232,-0.006825217822372751,0.0,0.0,-1.0205971797151388e-15,-0.03497569838730043,-0.064799910059955,-0.07747249850750651,-0.07740373742686596,-0.06998401786705208,-0.05903392339769889,-0.0001839556125959487,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03085472237122103,-0.013465491901972949,0.005388159527750084,0.0,0.0,1.365324709710426e-15,-0.01323125985884386,-0.008738444900237405,0.0011624095322757128,0.0112314764223507,0.01952397315877108,0.025541151984730802,-0.014599117747830502,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050934828794978404,0.5575104295679276,0.5507535443659274,0.0,0.0,4.3132085531853707e-16,0.39108745949547885,0.5678761510161304,0.6398776778338651,0.664796098244472,0.669630574216369,0.6663244091557669,0.5816458346900549,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.367587097886655e-16,-6.927358639847603e-17,-3.8870168853555016e-16,0.0,0.0,5.850823838923278e-17,-2.2198345401544635e-16,-4.935895403969813e-16,-5.195994035604228e-16,-5.491864270126558e-16,-5.667886720376203e-16,-5.341339818876644e-16,-3.5341019288361465e-17,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.718498736438799e-16,5.772827603257781e-17,4.510743537286477e-16,0.0,0.0,-5.883895232969066e-17,2.5235602874960207e-16,5.913852626559897e-16,7.892055349693506e-16,8.73672931507178e-16,8.877504293703109e-16,8.090099555676319e-16,-1.242173775499574e-16,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.799534437428153e-16,5.0535870547928205e-17,8.935398571823318e-16,0.0,0.0,-2.0187941291245513e-16,6.521715115257766e-16,1.018081835904768e-15,1.0996639718012279e-15,1.1522773270992223e-15,1.184462691256381e-15,1.1587556461577844e-15,3.497089473730083e-17,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5538893254581072e-18,-1.921913692932012e-16,-9.897055150873225e-17,0.0,0.0,7.99141817490139e-17,-5.9716238438709865e-16,-3.5950849295595985e-16,-3.6275580729193026e-16,-3.0406603505965115e-16,-2.1085247446003747e-16,-1.4810654667753097e-16,-1.4644665823406643e-16,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2524267501148635e-16,-3.377469564977418e-16,-7.012588107034403e-16,0.0,0.0,1.5398469475346145e-16,-7.687574693451512e-16,-8.563338018584021e-16,-9.25962637411466e-16,-9.511443721745818e-16,-9.484336711683729e-16,-9.177897442501413e-16,-2.9595088057099266e-16,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.367877439204291e-16,1.0678886049277663e-16,6.421083279619277e-16,0.0,0.0,-2.3914099862871233e-16,1.3771264927041523e-16,4.054182473305822e-16,5.03598302179621e-16,5.631590743191683e-16,5.953619805811958e-16,6.150743907491466e-16,1.9611166325830642e-16,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3630845107965843e-16,-1.7670268388981692e-16,-5.064106986870656e-16,0.0,0.0,1.089055368726414e-16,-3.21371922612575e-16,-5.483253903727839e-16,-5.852698795085961e-16,-6.096708094109365e-16,-6.402968372867695e-16,-6.416937374124067e-16,-1.737369357625417e-16,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012500000000000266,1.1165745301337997e-16,-3.922147192584584e-16,0.0,0.0,9.187837875101195e-17,1.5604397383504132e-16,4.598341695487767e-17,-1.0830223694199004e-16,-2.268745616065776e-16,-3.4129159583087986e-16,-4.053521018453562e-16,4.5393504449223103e-17,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0727252637166276e-16,-1.7567067906397746e-17,4.724008435285004e-16,0.0,0.0,-1.4352948337751741e-16,2.296112319357797e-16,3.096815690246186e-16,2.8153288887736882e-16,3.16192766988535e-16,3.9628346284483967e-16,4.486431359964036e-16,1.0037296426881444e-16,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018786503765757826,-0.0005602203774180678,0.017151807975332188,0.0,0.0,-2.470999150631202e-16,0.1918937151698425,0.10761466785377694,0.0650129903387494,0.04232080354870556,0.029547051556625032,0.021985500043256855,-0.0003937947210819375,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017372119716388607,-0.00019287342310837064,-0.0014459726442406704,0.0,0.0,8.112667915734712e-17,-0.05611678034773266,-0.008452034237283723,0.0010700112753909518,0.0020507025033714406,0.0015337531054738045,0.0009921801925491375,-0.00019882454355406732,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0171394741151446e-5,-8.84877993426058e-5,-0.0006129677141457608,0.0,0.0,-4.202377568947515e-17,-0.01599309887917097,-0.004439788460472537,-0.001417313493590508,-0.0005886347735991371,-0.000323079512609245,-0.0002100011672889703,-9.099837702495048e-5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009743304532333936,-0.003043764447633029,-0.0013398944286656944,0.0,0.0,-4.4318398067580783e-16,0.0025777071090198975,0.0006672554602037066,-0.0009424811674761204,-0.0018238961025018063,-0.0022299939162699956,-0.002385340704947284,-0.003145815262925659,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.681230141674982e-20,1.4184587419149822e-18,-2.507930177151063e-19,0.0,0.0,1.202505208763317e-31,-1.412989726349468e-17,-5.4876562905659894e-18,-2.7914818623996853e-18,-1.2782579580838857e-18,-4.0916222244132555e-19,9.996489737055457e-20,1.2571791322262686e-18,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023255443556711324,-0.0006233098444927254,-0.000527252003373159,0.0,0.0,-1.3102820298709215e-15,-0.0008328997275334005,-0.00440354930962282,-0.0037189019376741204,-0.0025993586088654402,-0.0017473795000054256,-0.001184560245968851,-0.0006374284244348977,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4451862337297028e-19,-2.338214209588509e-18,-1.1166234626360354e-18,0.0,0.0,-1.395454388944654e-31,7.405775050866279e-18,7.924243733453758e-18,2.5181842345314447e-18,9.760981429885749e-20,-1.1340109214986018e-18,-1.8118666639235725e-18,-2.004200952806681e-18,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38835743180747e-19,-2.745113555130981e-18,-1.130624380628817e-18,0.0,0.0,-4.233981711657295e-31,1.394199940662682e-17,5.226188731115043e-18,1.4095390387651515e-18,-5.026246797182136e-19,-1.5509622109427692e-18,-2.150280830099772e-18,-2.3956856730843414e-18,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3141259729346005e-20,7.197137377040986e-19,2.780842423604411e-19,0.0,0.0,2.9677223168930063e-31,-2.8023686014029246e-18,-5.397453959353116e-19,1.3321796010219794e-19,3.700651046615881e-19,4.7287197016665115e-19,5.2508327758638785e-19,5.800893483427741e-19,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.359529761584773e-19,4.320719571993897e-19,3.0071313362594937e-19,0.0,0.0,-2.977210880910622e-32,-3.0460451522997206e-18,-4.536704453369642e-19,3.470815569218011e-19,6.834131603565689e-19,8.608905315058176e-19,9.579550880855183e-19,4.943460710839254e-20,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015927715783517666,-0.0004975746665107155,-0.0002190371610462635,0.0,0.0,-5.502875082867811e-17,0.0004213866668066775,0.00010907855019674212,-0.0001540706453038256,-0.00029815858308562094,-0.0003645447925748632,-0.0003899398676207472,-0.0005142572650691952,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.679524019228554e-16,3.5077294049615603e-16,1.0174846753113485e-15,0.0,0.0,-3.5965474917560128e-16,4.582314418953801e-16,6.619948743338949e-16,8.290943972950352e-16,8.702802982358626e-16,8.874999161597576e-16,9.290081374730622e-16,4.859916099889367e-16,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9522239647170074e-16,-5.523212054047518e-17,-3.333523087311157e-16,0.0,0.0,1.1725284039822898e-16,-2.2568553227890254e-16,-2.724741522455281e-16,-3.038196630790067e-16,-3.375502742694522e-16,-3.598649050880174e-16,-3.636232764379725e-16,-9.213744657182696e-17,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5424092294456064e-16,-1.9686468164643638e-16,-4.73779112217817e-16,0.0,0.0,2.3552739173105693e-17,-6.634798898852199e-16,-8.840224922153861e-16,-8.88835871681151e-16,-8.624903020803293e-16,-8.476160042106084e-16,-7.858743388492932e-16,-4.2025882166525314e-17,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.871572360955657e-17,3.0804197668324163e-16,1.8863769121365426e-16,0.0,0.0,-8.212378568582359e-17,-1.0603297331183859e-16,1.9027461355341753e-16,2.572321971816766e-16,2.6383619954265326e-16,2.5825784785357236e-16,2.5237666120176543e-16,2.5575175118363535e-16,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008360152020577272,0.03857192940790959,0.019017461754627877,0.0,0.0,-7.098063539598664e-16,-0.010035254374476096,-0.0056057845375339,0.001024350734176621,0.006897349177248031,0.0114850162485531,0.014881867769321216,0.0408845714655075,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.854369558088154e-19,3.1840642600051533e-20,1.1915955421314747e-18,0.0,0.0,-1.8907482405218738e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1104570761728545e-19,1.1283046942919012e-20,6.164516583171063e-19,0.0,0.0,-6.132569901184627e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7849101089513583e-19,-0.0,-5.925330617919972e-19,0.0,0.0,3.732854282022291e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3387526138722168e-18,-2.6198884977653982e-18,7.376535394909336e-18,0.0,0.0,-1.0921825391291059e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1237258028803328,-0.7743675800978995,-0.10292100077753881,0.0,0.0,5.961653251646064e-15,0.23588070302074848,0.1902238383747198,0.09524919311946507,0.009211721280412965,-0.056192656078275505,-0.1016862549200904,-0.8089208184935983,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.111444044742919e-19,5.734057358348041e-18,-1.7291833444994002e-19,0.0,0.0,-7.353124413339596e-31,1.4936971425933034e-17,2.8952476009013173e-18,-1.3464765660287922e-18,-3.0958581212846747e-18,-3.9972526999336475e-18,-4.530586692096881e-18,-2.85305665695771e-18,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008150541526754833,0.0025461924592185227,0.0011208584465434725,0.0,0.0,2.640529502960322e-16,-0.0021563227102424677,-0.0005581774971002254,0.0007884113514269861,0.0015257391241954444,0.0018654510857849774,0.0019954029361003425,0.0026315607657435634,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048119057144140776,-0.0012233728666837653,0.032665970889301975,0.0,0.0,-0.046531642712620065,0.3658332579778585,0.3574608181847516,0.26398814443395924,0.17476525321540787,0.10936224008384098,0.06607706082934883,-0.0013450704641441802,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.231650057696878,0.9806057128098136,3.569627738260168,0.0,0.0,-2.3384567388063964,2.2903466118957345,3.3595147766367863,3.8530458751536405,4.076970391126181,4.172648187961441,4.2053093777881365,1.0212610413997625,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0972068740965201,-0.0010028235943479822,0.09384898903045777,0.0,0.0,3.633768316453406e-15,0.6657874413337493,0.7716967988551298,0.683275015201012,0.5466622319973794,0.41566368605630727,0.3064646978852428,-0.0013224873271524395,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2316500576968683,0.9806057128097981,3.5696277382601553,0.0,0.0,1.2737200402334666e-14,2.2903466118957305,3.359514776636781,3.8530458751536334,4.076970391126174,4.172648187961433,4.2053093777881285,1.021261041399746,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008705391119903424,-0.0026787629086771577,0.06648265104846487,0.0,0.0,-1.0615560525145326e-15,0.5347660219210861,0.42580683141933096,0.2848610819447991,0.19024610262288533,0.1329376820467318,0.0983862132218875,-0.0019688975219146034,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011894250191612351,-0.003921117824487279,0.049845155039185685,0.0,0.0,-1.1496309662795016e-15,-0.38726010023668644,0.35196956910040605,0.3374834246998282,0.2414450198901712,0.1690839340240018,0.12341404159283258,-0.0031446485798383383,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014279376584374762,-0.005025717900500296,0.036285751437249006,0.0,0.0,-1.3666366101477602e-15,-0.30874213120053196,-0.5338074159388441,0.28056219777383357,0.3019054521843156,0.2237002796845867,0.1607230463127214,-0.004138402157517449,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01585808201285862,-0.006019184847041048,0.02559788946769836,0.0,0.0,-1.3091856642523305e-15,-0.23641380727116704,-0.42079797878560765,-0.5883650833274421,0.2533001005077707,0.2881401562242191,0.21698161936510307,-0.004978262808387782,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016705231082873095,-0.006929479034653244,0.01740732367768495,0.0,0.0,-1.2425050306873198e-15,-0.174055750975282,-0.31804607725888806,-0.46003409452421795,-0.6077675452742197,0.2434923260928429,0.28320219772890876,-0.005700175645380336,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016938203174365195,-0.007782823080588443,0.011264459153480998,0.0,0.0,-1.0717293554261246e-15,-0.12323341439333542,-0.23045710128757954,-0.3442875398388301,-0.4725869287151134,-0.6140080139029807,0.24024568222193185,-0.006342778699838974,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9174669356741698e-18,-4.8031116208014236e-18,3.1601763295573183e-18,0.0,-1.0,1.0285833877639615e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.839736050485134e-18,-5.976988460416602e-19,-4.740264494335978e-18,0.0,0.0,-1.2798729955593274e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.303522517656909e-19,4.894200695848377e-19,-1.975110205973324e-19,0.0,0.0,6.363504916730354e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.788194374802014e-19,-1.5006171299921636e-18,3.57988724832665e-19,0.0,0.0,-8.702338256595169e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.138464332716498e-18,-8.326672684688668e-18,8.357423666761373e-18,0.0,0.0,-6.143390378681128e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6146825800266176e-18,-3.010073677793839e-18,1.4554385958397772e-17,0.0,0.0,-2.047796792893273e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0519823570271538e-18,7.440929775821506e-19,5.283128100294003e-18,-0.21829741049081347,0.0,-1.0238983964468371e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.963440542751778e-15,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
