date,mean
2007-03-31,0.0938222218246936
2007-06-30,0.09277076566378441
2007-09-30,0.09173115893241027
2007-12-31,0.09070326657939991
2008-03-31,0.08968695514083627
2008-06-30,0.08868209271945564
2008-09-30,0.08768854896440147
2008-12-31,0.08670619505132358
2009-03-31,0.08573490366281268
2009-06-30,0.08477454896916128
2009-09-30,0.08382500660944266
2009-12-31,0.08288615367289844
2010-03-31,0.08195786868062789
2010-06-30,0.08104003156757039
2010-09-30,0.08013252366477386
2010-12-31,0.07923522768194205
2011-03-31,0.07834802769025384
2011-06-30,0.07747080910544746
2011-09-30,0.07660345867116401
2011-12-31,0.0757458644425436
2012-03-31,0.07489791577006823
2012-06-30,0.07405950328364597
2012-09-30,0.0732305188769308
2012-12-31,0.0724108556918728
2013-03-31,0.07160040810349359
2013-06-30,0.07079907170488225
2013-09-30,0.07000674329240668
2013-12-31,0.06922332085113629
2014-03-31,0.06844870354047099
2014-06-30,0.06768279167997265
2014-09-30,0.06692548673539488
2014-12-31,0.06617669130490679
2015-03-31,0.06543630910550723
2015-06-30,0.06470424495962565
2015-09-30,0.06398040478190588
2015-12-31,0.06326469556616937
2016-03-31,0.06255702537255457
2016-06-30,0.061857303314829096
2016-09-30,0.06116543954787139
2016-12-31,0.06048134525531905
2017-03-31,0.05980493263738038
2017-06-30,0.05913611489880694
2017-09-30,0.058474806237023357
2017-12-31,0.05782092183041241
2018-03-31,0.057174377826752505
2018-06-30,0.05653509133180459
2018-09-30,0.05590298039804645
2018-12-31,0.05527796401355178
2019-03-31,0.05465996209101134
2019-06-30,0.054048895456894466
2019-09-30,0.053444685840747984
2019-12-31,0.052847255864630814
2020-03-31,0.05225652903268191
2020-06-30,0.0516724297208195
2020-09-30,0.05109488316656935
2020-12-31,0.05052381545902051
2021-03-31,0.04995915352890604
2021-06-30,0.04940082513880729
2021-09-30,0.04884875887347949
2021-12-31,0.0483028841302971
2022-03-31,0.04776313110981702
2022-06-30,0.04722943080645784
2022-09-30,0.046701714999293736
2022-12-31,0.04617991624296089
2023-03-31,0.045663967858675186
2023-06-30,0.0451538039253595
2023-09-30,0.044649359270878736
2023-12-31,0.04415056946338165
2024-03-31,0.0436573708027474
2024-06-30,0.04316970031213555
2024-09-30,0.042687495729638335
2024-12-31,0.04221069550003343
2025-03-31,0.041739238766635905
2025-06-30,0.04127306536324825
2025-09-30,0.04081211580620687
2025-12-31,0.04035633128652376
2026-03-31,0.03990565366212236
2026-06-30,0.039460025450166004
2026-09-30,0.03901938981947778
2026-12-31,0.038583690583050834
2027-03-31,0.03815287219064762
2027-06-30,0.03772687972148712
2027-09-30,0.03730565887701878
2027-12-31,0.0368891559737821
2028-03-31,0.03647731793635071
2028-06-30,0.03607009229035986
2028-09-30,0.035667427155616244
2028-12-31,0.03526927123928919
2029-03-31,0.0348755738291819
2029-06-30,0.03448628478708212
2029-09-30,0.03410135454219087
2029-12-31,0.03372073408462847
2030-03-31,0.033344374959016765
2030-06-30,0.0329722292581366
2030-09-30,0.032604249616659725
2030-12-31,0.032240389204954006
2031-03-31,0.03188060172296116
2031-06-30,0.03152484139414606
2031-09-30,0.03117306295951674
2031-12-31,0.03082522167171417
2032-03-31,0.03048127328917105
2032-06-30,0.030141174070338644
2032-09-30,0.029804880767980844
2032-12-31,0.029472350623534784
2033-03-31,0.02914354136153694
2033-06-30,0.02881841118411409
2033-09-30,0.028496918765538292
2033-12-31,0.028179023246845146
2034-03-31,0.027864684230514414
2034-06-30,0.027553861775212463
2034-09-30,0.027246516390595624
2034-12-31,0.026942609032173753
2035-03-31,0.026642101096233273
2035-06-30,0.026344954414819103
2035-09-30,0.026051131250774486
2035-12-31,0.025760594292838328
2036-03-31,0.02547330665079912
2036-06-30,0.02518923185070496
2036-09-30,0.024908333830128745
2036-12-31,0.0246305769334882
2037-03-31,0.024355925907419827
2037-06-30,0.024084345896206193
2037-09-30,0.02381580243725603
2037-12-31,0.023550261456636364
2038-03-31,0.023287689264656162
2038-06-30,0.023028052551500863
2038-09-30,0.022771318382917113
2038-12-31,0.02251745419594725
2039-03-31,0.022266427794712794
2039-06-30,0.02201820734624648
2039-09-30,0.02177276137637222
2039-12-31,0.021530058765632375
2040-03-31,0.02129006874526191
2040-06-30,0.021052760893208716
