date,68.0% LB,95.0% LB,95.0% UB,68.0% UB,mean
1960-03-31,-2.3503643852507587,-3.2507066965273053,0.4095029632112286,-0.5560657157700657,-1.4526825425840837
1960-06-30,-2.094618339779428,-2.9603932452014403,0.6294659990072857,-0.3165721626902882,-1.2068829907104246
1960-09-30,-1.9063268065343006,-2.7524453378484237,0.7548628332108165,-0.18025881456672455,-1.0390917370243091
1960-12-31,-1.7780438720553087,-2.6061758751131245,0.8651972369390168,-0.06387846422041621,-0.9173658054961684
1961-03-31,-1.6638172320383164,-2.487567576430327,0.9803723039496051,0.043344453950862505,-0.8047045810476433
1961-06-30,-1.7519707622753966,-2.573906297926049,0.9111637773235413,-0.03310098374931325,-0.8845735898154515
1961-09-30,-1.6085816727161042,-2.4358230892999364,1.0600031451832028,0.10597664774401849,-0.7436013881265768
1961-12-31,-1.6624514862954483,-2.4907968646208998,1.0426414617118918,0.07688216298146422,-0.7856133484288732
1962-03-31,-1.409617464432599,-2.244689995180778,1.279772073961353,0.3326588426307804,-0.5345896807352549
1962-06-30,-1.4601282525714923,-2.294604953652658,1.2931297722909856,0.31155783690576033,-0.5661603726205205
1962-09-30,-1.2492447355616854,-2.090361140218006,1.4889790185697775,0.5171620322382302,-0.3582329676865927
1962-12-31,-1.1873627691128377,-2.0405615322561985,1.547819271236294,0.5925437513582159,-0.29353882804773496
1963-03-31,-1.1299107534656896,-1.9843553448430487,1.6059221162978847,0.6538359967444571,-0.23281512923179762
1963-06-30,-1.2117964384247535,-2.0764332315594602,1.568158224628566,0.5923701417011846,-0.304223965462405
1963-09-30,-1.1870037044619468,-2.066123788447013,1.631785353551345,0.6409956182478862,-0.26384042963752136
1963-12-31,-1.0528553654685866,-1.9321964138486232,1.7518947047076319,0.777317689990201,-0.13137933717053873
1964-03-31,-1.0727427022391316,-1.9584158751177343,1.7886698711914266,0.7713885493311045,-0.1395669075787284
1964-06-30,-0.9158264613085247,-1.7878731689051577,1.956962203890809,0.9355149513523338,0.023877309542839238
1964-09-30,-0.9247290930825836,-1.8157777271731295,1.961828751550999,0.939891068870421,0.01531322732083423
1964-12-31,-0.9213679808241131,-1.811705619769877,1.9550978796115104,0.9374317651697004,0.015719962625193862
1965-03-31,-1.1467082434332694,-2.0419739968338604,1.8146051902624176,0.7613996156864222,-0.1838488281215614
1965-06-30,-1.1504399087492385,-2.0655704508027815,1.8271417029200518,0.7675029430066578,-0.18564455272020947
1965-09-30,-1.3055382642072328,-2.2217648683072566,1.7295555620150647,0.6365925950872391,-0.32627330886822403
1965-12-31,-1.4176457908339537,-2.357097301416653,1.6946918517707288,0.5688074795891516,-0.41740613810801114
1966-03-31,-1.5402713451265226,-2.4778735480341583,1.589930064601058,0.47816646587403944,-0.5292190493802543
1966-06-30,-1.6730082919634284,-2.619248452918699,1.4742489700244765,0.3701018371286269,-0.6481752968995763
1966-09-30,-1.8141493253138146,-2.7883718552350274,1.4000313700301728,0.2621400217446188,-0.7781829343784672
1966-12-31,-1.9754684085465146,-2.9366407029975803,1.327799066764116,0.13988945896104,-0.9194768960770614
1967-03-31,-2.14580944875876,-3.10535726503862,1.2057092030655805,-0.0068533745911203425,-1.0711652233322697
1967-06-30,-2.3487255791570565,-3.323733974718971,1.0666692880276067,-0.16650255606568543,-1.2491680677377346
1967-09-30,-2.45898837944433,-3.4498116890884596,0.9943103567814447,-0.23507801231391068,-1.3410752929792547
1967-12-31,-2.583890691364335,-3.5758311190015437,0.9293965608027057,-0.3197559810399664,-1.4474842263419117
1968-03-31,-2.884470079115114,-3.926843095197505,0.7131745317856023,-0.5871177257048772,-1.7286919858827874
1968-06-30,-2.9918539947227103,-4.03331581792069,0.6601891135179307,-0.6549800924403053,-1.816283969792133
1968-09-30,-3.2113748267006317,-4.261718030824706,0.4714320619107819,-0.8563515995292947,-2.032780885079685
1968-12-31,-3.168817476458962,-4.2257546813224565,0.4807480649758271,-0.8092462729730565,-1.9840077227062622
1969-03-31,-3.2244014368082636,-4.315871094801687,0.45320688765005723,-0.84991780334148,-2.0371470703614993
1969-06-30,-3.3893039553934727,-4.490211518925891,0.34328717838510125,-0.993753221829631,-2.1903460932026158
1969-09-30,-3.481906155237125,-4.5810701434216785,0.27478098014678354,-1.065530959340903,-2.2727355985467406
1969-12-31,-3.391971625611082,-4.470061678829755,0.3884088465193851,-0.9468464673492578,-2.170670336718513
1970-03-31,-3.7023448775156425,-4.791007950455635,0.11180807708469476,-1.2442524028276294,-2.472561375856604
1970-06-30,-3.654460469704082,-4.746947796631503,0.15852137860701854,-1.1834471902779802,-2.4188429775210434
1970-09-30,-4.208873441461294,-5.33099814318667,-0.3515791075365313,-1.7360595977839446,-2.9664044074198492
1970-12-31,-4.354504579356316,-5.498575745288206,-0.5306976773481162,-1.859540274610426,-3.1137825374098007
1971-03-31,-4.370669962313883,-5.50365324564071,-0.534493007695303,-1.8774771534640244,-3.1208511686992773
1971-06-30,-4.54062245541375,-5.669398624390796,-0.6806123791248235,-2.0357225668040027,-3.285018004710038
1971-09-30,-4.64866985940157,-5.770381495460979,-0.7148540076245844,-2.1233622465576234,-3.384760698460554
1971-12-31,-4.8641248516346645,-5.993096285799606,-0.8852489962348384,-2.3298481666072703,-3.5871328709394126
1972-03-31,-4.601879632696664,-5.746224970270778,-0.6512734834011156,-2.045292283947642,-3.318532136332144
1972-06-30,-4.677259506698201,-5.854887106227372,-0.639555999485399,-2.074567241753128,-3.385175600576689
1972-09-30,-4.804100269183214,-5.992992319824072,-0.6700440844033655,-2.159107767533656,-3.4882378633412983
1972-12-31,-5.143066125657301,-6.346835335220325,-0.9038995828778362,-2.4508306806274827,-3.794264801835587
1973-03-31,-4.782013004127238,-5.995320285506825,-0.4754870779574989,-2.0268231810775226,-3.402106908063866
1973-06-30,-4.9070076311116235,-6.170608179682309,-0.46652454568362023,-2.048460630488731,-3.4887049773559804
1973-09-30,-5.198087432575578,-6.5110044061373245,-0.6248595397752705,-2.2483062495732664,-3.7387932115596705
1973-12-31,-5.545153554720474,-6.880857941807895,-0.8093038330863669,-2.484479607909625,-4.029437467385904
1974-03-31,-5.642823770448125,-7.025510896109651,-0.7350545616497253,-2.479877918217367,-4.072857634630495
1974-06-30,-5.944826664195183,-7.385329720617552,-0.8920267765611145,-2.6536679931581624,-4.322466492388946
1974-09-30,-6.172362747694791,-7.659519909312873,-1.0167674646708713,-2.8267651896719226,-4.518438572110536
