date,68.0% LB,95.0% LB,95.0% UB,68.0% UB,mean
1960-03-31,1.8872377578713555,1.603987494638535,2.758817754173734,2.466978779348217,2.178024222739645
1960-06-30,1.6093034092208902,1.344247968423936,2.4529847898923984,2.1751450367520184,1.893505348013591
1960-09-30,0.8366108746749008,0.5596038960870366,1.6781948241680367,1.3978554280333988,1.1184148791587796
1960-12-31,0.29152244834748475,0.018802157705037015,1.1401346242692276,0.8594498524151679,0.5748521042177214
1961-03-31,0.40939007864577537,0.12794722865140606,1.2491041723202883,0.9687150053934097,0.688166987880552
1961-06-30,-0.04924278537024529,-0.32199376773332977,0.7754051346472282,0.5039077238509222,0.22694038386127846
1961-09-30,-0.2841547842964949,-0.5494546941638112,0.5584381116959469,0.2776590936399663,-0.0041644532616168335
1961-12-31,0.694796044140114,0.42761844867107657,1.5244460475533383,1.2459629732552613,0.9711504809048658
1962-03-31,0.40641988632557524,0.11846912704777779,1.2318572573704862,0.9626160218168447,0.6837966998017188
1962-06-30,0.6602976313493218,0.388165829129826,1.4836225078630594,1.216681138067524,0.9381863046841812
1962-09-30,1.0518581267027423,0.7773797111094685,1.8810170425475574,1.5981353120108006,1.3264371236502015
1962-12-31,1.3470618225285786,1.070781786932287,2.159168136932802,1.8951681387735846,1.6197557679873924
1963-03-31,0.9575210343059146,0.6855025863316295,1.7876934645015952,1.5100904786378806,1.2350664692636677
1963-06-30,1.082574995765353,0.8127741380269704,1.9128809265503204,1.630511170104032,1.355338460821057
1963-09-30,1.4374269710281782,1.1726744630366897,2.274478668504474,1.9943972910508077,1.715641771212817
1963-12-31,0.990361167542918,0.7200928484623872,1.8185236375898461,1.5485081785296617,1.2672200322678713
1964-03-31,1.3797469521967531,1.115469120726075,2.2025386402695135,1.9312005298773272,1.6562308270439094
1964-06-30,1.6053688447443477,1.3328418813050682,2.4263602971676113,2.156847506374171,1.8796383026351926
1964-09-30,1.534782556462005,1.2608160425048447,2.3505584485371323,2.084708899711927,1.810301499738061
1964-12-31,1.6565860365247598,1.374066467139274,2.4698529399132623,2.203168250942797,1.9279216521396614
1965-03-31,2.0122373737674373,1.7252836767004442,2.826634902235684,2.5649229684208104,2.2904996658577184
1965-06-30,2.1548886687264552,1.8671057695023485,2.9628848755560755,2.7019261903109753,2.4284116568118366
1965-09-30,2.1807955467244726,1.889936027886006,3.003918121753202,2.7340756192418705,2.4556452612249298
1965-12-31,2.09555847778271,1.797792928462783,2.9301696163300384,2.6590337210797785,2.376771220569158
