date,mean
2007-03-31,-0.005113316548215803
2007-06-30,-0.005070459915352508
2007-09-30,-0.005027514806708763
2007-12-31,-0.004984501697936552
2008-03-31,-0.004941440227765044
2008-06-30,-0.00489834922520899
2008-09-30,-0.0048552467359674525
2008-12-31,-0.004812150048034346
2009-03-31,-0.004769075716545923
2009-06-30,-0.004726039587885157
2009-09-30,-0.004683056823065297
2009-12-31,-0.004640141920413148
2010-03-31,-0.0045973087375716665
2010-06-30,-0.004554570512842777
2010-09-30,-0.004511939885887677
2010-12-31,-0.004469428917804169
2011-03-31,-0.00442704911059856
2011-06-30,-0.004384811426069754
2011-09-30,-0.004342726304122257
2011-12-31,-0.004300803680524748
2012-03-31,-0.004259053004129246
2012-06-30,-0.004217483253568131
2012-09-30,-0.004176102953442536
2012-12-31,-0.004134920190017477
2013-03-31,-0.004093942626437608
2013-06-30,-0.004053177517477586
2013-09-30,-0.004012631723841093
2013-12-31,-0.003972311726019882
2014-03-31,-0.003932223637727552
2014-06-30,-0.003892373218919051
2014-09-30,-0.003852765888408287
2014-12-31,-0.0038134067360955297
2015-03-31,-0.0037743005348158357
2015-06-30,-0.0037354517518195665
2015-09-30,-0.0036968645598954813
2015-12-31,-0.0036585428481472563
2016-03-31,-0.0036204902324328274
2016-06-30,-0.0035827100654771318
2016-09-30,-0.003545205446666575
2016-12-31,-0.0035079792315370335
2017-03-31,-0.0034710340409602842
2017-06-30,-0.0034343722700419478
2017-09-30,-0.003397996096736426
2017-12-31,-0.003361907490188682
2018-03-31,-0.0033261082188097268
2018-06-30,-0.0032905998580951687
2018-09-30,-0.0032553837981923535
2018-12-31,-0.0032204612512256024
2019-03-31,-0.0031858332583848473
2019-06-30,-0.003151500696786175
2019-09-30,-0.0031174642861099195
2019-12-31,-0.0030837245950231314
2020-03-31,-0.003050282047393494
2020-06-30,-0.0030171369282997315
2020-09-30,-0.002984289389845781
2020-12-31,-0.0029517394567833534
2021-03-31,-0.0029194870319495165
2021-06-30,-0.0028875319015244853
2021-09-30,-0.0028558737401149993
2021-12-31,-0.0028245121156682414
2022-03-31,-0.0027934464942220645
2022-06-30,-0.002762676244495662
2022-09-30,-0.002732200642326136
2022-12-31,-0.0027020188749548556
2023-03-31,-0.0026721300451693344
2023-06-30,-0.0026425331753035025
2023-09-30,-0.002613227211101589
2023-12-31,-0.002584211025450082
2024-03-31,-0.002555483421980623
2024-06-30,-0.0025270431385487025
2024-09-30,-0.002498888850591581
2024-12-31,-0.0024710191743694283
2025-03-31,-0.0024434326700926295
2025-06-30,-0.002416127844939423
2025-09-30,-0.0023891031559670514
2025-12-31,-0.0023623570129191755
2026-03-31,-0.002335887780933837
2026-06-30,-0.0023096937831537075
2026-09-30,-0.002283773303243144
2026-12-31,-0.0022581245878134162
2027-03-31,-0.002232745848760205
2027-06-30,-0.0022076352655153145
2027-09-30,-0.002182790987215919
2027-12-31,-0.002158211134793229
2028-03-31,-0.0021338938029835976
2028-06-30,-0.0021098370622646585
2028-09-30,-0.0020860389607180127
2028-12-31,-0.0020624975258220655
2029-03-31,-0.002039210766176039
2029-06-30,-0.002016176673157789
2029-09-30,-0.0019933932225181705
2029-12-31,-0.001970858375912817
2030-03-31,-0.0019485700823741493
2030-06-30,-0.0019265262797253516
2030-09-30,-0.0019047248959381186
2030-12-31,-0.0018831638504361171
2031-03-31,-0.0018618410553455141
2031-06-30,-0.001840754416695101
2031-09-30,-0.0018199018355668807
2031-12-31,-0.0017992812091989017
2032-03-31,-0.0017788904320422895
2032-06-30,-0.0017587273967737634
2032-09-30,-0.0017387899952647755
2032-12-31,-0.0017190761195093511
2033-03-31,-0.0016995836625114484
2033-06-30,-0.0016803105191334803
2033-09-30,-0.001661254586907228
2033-12-31,-0.0016424137668083348
2034-03-31,-0.001623785963995933
2034-06-30,-0.0016053690885178909
2034-09-30,-0.0015871610559837883
2034-12-31,-0.001569159788205831
2035-03-31,-0.0015513632138095276
2035-06-30,-0.0015337692688144903
2035-09-30,-0.0015163758971869583
2035-12-31,-0.0014991810513648417
2036-03-31,-0.0014821826927561498
2036-06-30,-0.0014653787922116251
2036-09-30,-0.0014487673304729005
2036-12-31,-0.0014323462985967128
2037-03-31,-0.0014161136983561343
2037-06-30,-0.0014000675426194696
2037-09-30,-0.001384205855707905
2037-12-31,-0.001368526673732523
2038-03-31,-0.0013530280449113989
2038-06-30,-0.0013377080298674988
2038-09-30,-0.0013225647019082661
2038-12-31,-0.0013075961472871912
2039-03-31,-0.0012928004654485564
2039-06-30,-0.0012781757692553533
2039-09-30,-0.0012637201852016035
