date,BBB_sh,AAA_sh,detrendedMean,g,b_liq,b_safe,FF,z,p-mkp,w-mkp,pol,fg1,fg2,fg3,fg4,fg5,fg6,pi-LR,mu,me,zp,dt
2007-03-31,0.0,0.0,1.225528954932194,-0.07828407390090301,-3.353692830270635,4.062568102260178,-0.07892958716935009,-0.0002146358697844185,-1.732599587799413e-14,4.9828714328750075e-14,9.703738921199479e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.011691610174673e-14,-0.07910128319846532,0.0,0.00018951412120813972,0.7529937489597908
2007-06-30,0.0,0.0,1.713024260646578,-0.06893573162546605,-3.6820786844696385,4.858333366776893,-0.06575249365688644,-0.0003372986241513634,-1.7397731717788708e-14,5.056897062911153e-14,9.916884777905778e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0240681754778659e-14,-0.07324017769776,0.0,-0.00019716767029997117,0.7452324476137293
2007-09-30,0.0,0.0,1.8747723067429147,-0.07166374055880159,-3.939726059341528,5.229442645538234,-0.05036531929352781,-0.00023177784353995657,-1.6029970552417704e-14,4.845602680089903e-14,9.734902416144583e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.040176082084982e-14,-0.029467411769400133,0.0,-0.0007659664301566828,0.7375499364414778
2007-12-31,0.0,0.0,1.9775329477923238,-0.06354209382170423,-4.123437235825822,5.49455086835353,-0.058856391753360236,-0.00013881449512628642,-1.711686433258586e-14,4.842360778889826e-14,9.90354554595591e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0489178513249576e-14,-0.00023544619592071742,0.0,-0.0007533457749905039,0.7299454073055569
2008-03-31,0.0,0.0,2.0205842842362722,-0.06472889947042847,-4.183778875106871,5.484123189387127,0.009844397134096464,-0.0007450019044317058,-1.5812243995555388e-14,4.407783300253437e-14,1.0186487912708205e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.065959214977415e-14,0.05426030079928371,0.0,-0.0008088874007849113,0.7224180607981203
2008-06-30,0.0,0.0,2.2036611709753853,-0.06158540264696904,-4.335572937157065,5.840326306072008,0.011744721915309377,-0.0007159761447340945,-1.6856279288175497e-14,4.7147638421335004e-14,9.862459112558825e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0771832150367837e-14,0.03606420763765244,0.0,-0.0015668548306690536,0.714967106129694
2008-09-30,0.0,0.0,2.4253838397963587,-0.05120757406131059,-4.422603930831283,6.0498804531070025,0.04559863162812186,-0.0005371384541257519,-1.5730992815700898e-14,3.844448862875344e-14,9.772234695994598e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.097483475408353e-14,0.09805709150869768,0.0,-0.0013954541208724826,0.7075917610199783
2008-12-31,0.0,0.0,1.741067089569333,-0.06868960123952247,-4.7838092781992065,5.375877067535083,0.1572843508691478,0.0005073285062512931,-1.5008818185652317e-14,3.7023817839865607e-14,9.561836785149078e-14,7.763618331788156e-16,-1.9932397578323377e-15,1.6186512125063562e-15,-1.6603178603404191e-16,-3.9430529276175135e-16,-8.899926802696617e-16,1.1161054618490703e-14,0.36017357233329655,0.0,-0.0005676018265200018,0.7002912515906652
2009-03-31,0.0,0.0,1.7952468476923569,-0.07344105803009474,-4.536246139059824,5.177675337723636,0.2067761287793557,0.000913706801072221,-1.590745068496271e-14,3.626944407332866e-14,1.0114035698909981e-13,-2.1294429607377018e-14,9.547116272862017e-16,1.5223912512474104e-15,-6.115700787380327e-16,-1.1680121232863299e-15,-3.801997007617408e-15,1.1306374534807183e-14,0.324519268327656,0.0,0.0019847908902217003,0.6930648122602145
2009-06-30,0.0,0.0,1.4664339579263732,-0.07398642036297778,-4.142858160892926,4.609600200673224,0.17543063025232594,-6.375194480438508e-5,-1.5895797927445947e-14,3.0183393843279495e-14,1.2512190106967059e-13,-4.440366775714657e-14,3.81337596444255e-15,1.314673882196152e-15,-1.4179150086583595e-15,-1.1748694167843507e-15,-7.547405812646841e-15,1.1468967657322171e-14,0.2085128055799234,0.0,0.003886968980966484,0.685911685640534
