date;CNP16OV
1986-09-30;311532788.235294
1986-12-31;311742867.294118
1987-03-31;311952946.352941
1987-06-30;312163025.411765
1987-09-30;312408249.294118
1987-12-31;312667531.105882
1988-03-31;312926812.917647
1988-06-30;313186094.729412
1988-09-30;313496777.788235
1988-12-31;313833161.470588
1989-03-31;314169545.152941
1989-06-30;314505928.835294
1989-09-30;314856288.129412
1989-12-31;315215247.8
1990-03-31;315574207.470588
1990-06-30;315933167.141176
1990-09-30;316273487.423529
1990-12-31;316599828.164706
1991-03-31;316926168.905882
1991-06-30;317252509.647059
1991-09-30;317580682.858824
1991-12-31;317910521.952941
1992-03-31;318240361.047059
1992-06-30;318570200.141176
1992-09-30;318897114.529412
1992-12-31;319220811.741176
1993-03-31;319544508.952941
1993-06-30;319868206.164706
1993-09-30;320155972.411765
1993-12-31;320395830.705882
1994-03-31;320635689
1994-06-30;320875547.294118
1994-09-30;321097833.729412
1994-12-31;321291565.894118
1995-03-31;321485298.058823
1995-06-30;321679030.223529
1995-09-30;321870789.541176
1995-12-31;322058603.164706
1996-03-31;322246416.788235
1996-06-30;322434230.411765
1996-09-30;322620469.494118
1996-12-31;322802772.223529
1997-03-31;322985074.952941
1997-06-30;323167377.682353
1997-09-30;323345691.647059
1997-12-31;323511241.564706
1998-03-31;323676791.482353
1998-06-30;323842341.4
1998-09-30;324014268.258824
1998-12-31;324213297.117647
1999-03-31;324412325.976471
1999-06-30;324611354.835294
1999-09-30;324817516.176471
1999-12-31;325066472.411765
2000-03-31;325315428.647059
2000-06-30;325564384.882353
2000-09-30;325814776.482353
2000-12-31;326078804.047059
2001-03-31;326342831.611765
2001-06-30;326606859.176471
2001-09-30;326876908.670588
2001-12-31;327267396.752941
2002-03-31;327657884.835294
2002-06-30;328048372.917647
2002-09-30;328438861
2002-12-31;328874054.623529
2003-03-31;329309248.247059
2003-06-30;329744441.870588
2003-09-30;330179635.494118
2003-12-31;330623160.411765
2004-03-31;331067101.894118
2004-06-30;331511043.376471
2004-09-30;331954984.858824
2004-12-31;332378000.188235
2005-03-31;332798812.764706
2005-06-30;333219625.341176
2005-09-30;333640437.917647
2005-12-31;334027363.270588
2006-03-31;334408640.752941
2006-06-30;334789918.235294
2006-09-30;335171195.717647
2006-12-31;335588065.6
2007-03-31;336013310.164706
2007-06-30;336438554.729412
2007-09-30;336863799.294118
2007-12-31;337271678.964706
2008-03-31;337674132.105882
2008-06-30;338076585.247059
2008-09-30;338479038.388235
2008-12-31;338785095
2009-03-31;339052593
2009-06-30;339320091
2009-09-30;339587589
2009-12-31;339805894.129412
2010-03-31;339999602.823529
2010-06-30;340193311.517647
2010-09-30;340387020.211765
2010-12-31;340347509.211765
2011-03-31;340164478.4
2011-06-30;339981447.588235
2011-09-30;339798416.776471
2011-12-31;339822721.541177
2012-03-31;340002527.988235
2012-06-30;340182334.435294
2012-09-30;340362140.882353
2012-12-31;340593680.717647
2013-03-31;340872250.905882
2013-06-30;341150821.094118
2013-09-30;341429391.282353
2013-12-31;341709194.529412
2014-03-31;341990354.141176
2014-06-30;342271513.752941
2014-09-30;342552673.364706
2014-12-31;342817660.4
2015-03-31;343061084
2015-06-30;343304507.6
2015-09-30;343547931.2
2015-12-31;343788685.341176
2016-03-31;344025101.611765
2016-06-30;344261517.882353
2016-09-30;344497934.152941
2016-12-31;344711355.176471
2017-03-31;344878785.705882
2017-06-30;345046216.235294
2017-09-30;345213646.764706
2017-12-31;345387776.4
2018-03-31;345578653.8
2018-06-30;345769531.2
2018-09-30;345960408.6
2018-12-31;346126320.176471
2019-03-31;346212341.117647
2019-06-30;346298362.058824
2019-09-30;346384383
2019-12-31;346476058.858824
2020-03-31;346591768.117647
2020-06-30;346707477.376471
2020-09-30;346823186.635294
2020-12-31;346928444.423529
2021-03-31;346970993.388235
2021-06-30;347013542.352941
2021-09-30;347056091.317647
2021-12-31;347130648.8
2022-03-31;347509287.2
2022-06-30;347887925.6
2022-09-30;348266564
2022-12-31;348639450
2023-03-31;348897288
2023-06-30;349155126
2023-09-30;349412964
2023-12-31;349670802
