date,GDP,CNP16OV,GDPDEF,AWHNONAG,CE16OV,COMPNFB,PCEPILFE,DFF,PCE,FPI,BAA,GS20,GS10,GS30,GDI,AAA,LTGOVTBD
2009-03-31,14430.902,234913.0,88.543,33.2,141500.0,81.786,87.95,0.18,9815.0,2165.874,8.21,3.69,2.74,3.45,14162.551,5.27,
2009-06-30,14381.236,235459.0,88.396,33.0,140304.0,83.938,88.294,0.18,9805.5,2059.651,7.98,4.19,3.31,4.17,14188.354,5.51,
2009-09-30,14448.882,236093.0,88.501,33.1,139404.0,84.604,88.607,0.15,9939.4,2045.422,6.66,4.28,3.52,4.32,14263.641,5.27,
2009-12-31,14651.249,236739.0,88.781,33.2,138368.0,84.992,89.159,0.12,10005.0,2050.795,6.33,4.27,3.46,4.33,14530.841,5.2,
2010-03-31,14764.61,236996.0,89.036,33.2,138590.0,84.169,89.464,0.13,10101.8,2039.398,6.29,4.49,3.72,4.62,14652.508,5.29,
2010-06-30,14980.193,237506.0,89.471,33.4,139226.0,85.179,89.705,0.19,10208.1,2112.087,6.18,4.2,3.49,4.37,14865.717,5.04,
2010-09-30,15141.607,238104.0,89.743,33.5,139338.0,85.677,89.843,0.19,10300.8,2123.598,5.78,3.6,2.79,3.85,15136.173,4.58,
2010-12-31,15309.474,238711.0,90.264,33.5,139155.0,85.956,90.127,0.19,10430.3,2171.138,5.91,3.84,2.86,4.16,15263.709,4.86,
2011-03-31,15351.448,238852.0,90.726,33.5,139428.0,87.596,90.523,0.15,10558.2,2173.885,6.09,4.32,3.46,4.56,15358.947,5.13,
2011-06-30,15557.539,239316.0,91.326,33.6,139531.0,86.835,91.052,0.09,10673.0,2236.305,5.85,4.07,3.21,4.34,15573.082,5.04,
2011-09-30,15647.68,239871.0,91.876,33.6,139883.0,87.515,91.468,0.08,10755.0,2334.873,5.46,3.34,2.43,3.7,15700.283,4.46,
2011-12-31,15842.259,240431.0,91.985,33.7,140699.0,86.221,91.794,0.07,10809.2,2400.138,5.25,2.75,2.05,3.04,15863.772,3.93,
2012-03-31,16068.805,242436.0,92.525,33.7,141826.0,88.287,92.373,0.1,10959.3,2487.473,5.2,2.8,2.04,3.14,16274.824,3.9,
2012-06-30,16207.115,242968.0,92.907,33.7,142165.0,88.733,92.755,0.15,11005.0,2545.458,5.09,2.55,1.82,2.94,16379.664,3.8,
2012-09-30,16319.541,243564.0,93.417,33.7,142542.0,88.73,93.023,0.14,11059.4,2559.69,4.87,2.37,1.64,2.75,16329.29,3.46,
2012-12-31,16420.419,244169.0,93.885,33.7,143365.0,91.016,93.435,0.16,11165.7,2609.548,4.57,2.46,1.71,2.86,16646.696,3.54,
2013-03-31,16648.189,244829.0,94.258,33.7,143323.0,89.628,93.8,0.14,11277.7,2661.196,4.81,2.75,1.95,3.14,16711.465,3.88,
2013-06-30,16728.687,245363.0,94.461,33.7,143839.0,90.238,94.064,0.12,11315.7,2697.549,4.84,2.78,2.0,3.15,16848.772,3.96,
2013-09-30,16953.838,245961.0,94.924,33.6,144336.0,90.042,94.434,0.09,11408.4,2755.705,5.4,3.44,2.71,3.72,16946.988,4.51,
2013-12-31,17192.019,246564.0,95.426,33.6,144265.0,90.767,94.841,0.09,11551.2,2816.948,5.36,3.5,2.75,3.79,17134.661,4.59,
2014-03-31,17197.738,247086.0,95.788,33.5,145311.0,92.49,95.141,0.07,11646.0,2870.77,5.12,3.42,2.76,3.68,17313.351,4.44,
2014-06-30,17518.508,247625.0,96.33,33.7,145913.0,91.994,95.556,0.09,11810.4,2961.343,4.82,3.18,2.62,3.44,17652.741,4.22,
2014-09-30,17804.228,248233.0,96.726,33.7,146569.0,92.483,95.915,0.09,11959.8,3038.113,4.74,3.01,2.5,3.26,17928.908,4.12,
2014-12-31,17912.079,248843.0,96.822,33.8,147482.0,93.483,96.175,0.1,12081.6,3086.53,4.74,2.69,2.28,2.97,18101.313,3.88,
2015-03-31,18063.529,249901.0,96.769,33.7,148106.0,94.568,96.336,0.11,12119.8,3107.041,4.5,2.32,1.97,2.55,18212.948,3.57,
2015-06-30,18279.784,250461.0,97.325,33.6,148715.0,95.408,96.765,0.13,12264.1,3139.856,4.83,2.62,2.17,2.89,18381.066,3.9,
2015-09-30,18401.626,251099.0,97.583,33.7,148946.0,95.997,97.077,0.13,12382.5,3176.809,5.24,2.65,2.22,2.96,18460.774,4.09,
2015-12-31,18435.137,251741.0,97.581,33.7,149612.0,95.814,97.319,0.16,12423.4,3169.729,5.42,2.6,2.19,2.96,18497.179,3.99,
2016-03-31,18525.933,252581.0,97.496,33.6,150937.0,95.848,97.726,0.36,12523.2,3181.999,5.31,2.32,1.92,2.72,18592.063,3.93,
2016-06-30,18711.702,253180.0,98.159,33.6,151143.0,96.192,98.262,0.37,12665.1,3215.897,4.67,2.15,1.75,2.57,18630.413,3.59,
2016-09-30,18892.639,253855.0,98.41,33.6,151698.0,96.617,98.689,0.39,12797.1,3256.247,4.26,1.91,1.56,2.28,18800.88,3.34,
2016-12-31,19089.379,254534.0,98.886,33.6,151968.0,97.653,99.029,0.45,12922.0,3302.805,4.64,2.52,2.13,2.82,18984.656,3.81,
2017-03-31,19280.084,254247.0,99.39,33.6,152566.0,98.634,99.488,0.7,13097.3,3356.791,4.66,2.78,2.44,3.04,19237.015,3.96,
2017-06-30,19438.643,254771.0,99.65,33.7,153214.0,99.242,99.821,0.95,13188.8,3407.44,4.5,2.64,2.26,2.9,19405.93,3.8,
2017-09-30,19692.595,255357.0,100.162,33.6,153786.0,100.505,100.123,1.15,13325.1,3445.283,4.33,2.58,2.24,2.82,19601.627,3.65,
2017-12-31,20037.088,255941.0,100.778,33.7,153773.0,101.854,100.568,1.2,13551.4,3530.448,4.27,2.62,2.37,2.82,19932.229,3.56,
2018-03-31,20328.553,256937.0,101.419,33.7,154945.0,102.512,101.208,1.45,13745.1,3610.589,4.47,2.91,2.76,3.03,20204.957,3.75,
2018-06-30,20580.912,257456.0,102.136,33.7,155575.0,103.026,101.751,1.74,13891.3,3666.129,4.78,3.0,2.92,3.08,20470.2,3.94,
2018-09-30,20798.73,258066.0,102.577,33.8,155888.0,104.045,102.076,1.93,14002.2,3690.028,4.81,3.0,2.93,3.07,20760.836,3.91,
2018-12-31,20917.867,258703.0,103.019,33.7,156643.0,104.409,102.552,2.22,14099.2,3706.704,5.14,3.17,3.03,3.27,20936.314,4.13,
2019-03-31,21104.133,258389.0,103.375,33.7,156684.0,107.307,102.962,2.4,14148.0,3734.438,4.97,2.85,2.65,3.01,21200.294,3.83,
2019-06-30,21384.775,258864.0,103.888,33.7,156893.0,107.365,103.414,2.4,14336.8,3818.646,4.6,2.58,2.33,2.78,21354.125,3.59,
2019-09-30,21694.282,259432.0,104.211,33.6,157899.0,107.38,103.802,2.19,14517.7,3869.538,4.02,2.08,1.8,2.28,21561.432,3.1,
2019-12-31,21902.39,260015.0,104.541,33.6,158673.0,109.236,104.131,1.65,14668.0,3858.318,3.91,2.1,1.79,2.26,21799.951,3.03,
2020-03-31,21706.513,259629.0,105.037,33.5,157513.0,112.243,104.575,1.25,14473.1,3840.709,3.89,1.71,1.38,1.88,21769.664,2.91,
2020-06-30,19913.143,260049.0,104.614,33.9,137554.0,119.623,104.376,0.06,13168.9,3549.232,3.91,1.15,0.69,1.38,19799.357,2.46,
2020-09-30,21647.64,260558.0,105.538,34.1,146241.0,116.86,105.177,0.09,14456.2,3796.371,3.31,1.15,0.65,1.36,21282.149,2.23,
2020-12-31,22024.502,261080.0,106.275,34.2,149951.0,119.577,105.64,0.09,14726.7,3957.371,3.3,1.4,0.86,1.62,22207.788,2.3,
2021-03-31,22600.185,260924.0,107.668,34.3,150206.0,119.688,106.57,0.08,15217.7,4075.43,3.47,1.92,1.32,2.07,22672.464,2.73,
2021-06-30,23292.362,261217.0,109.305,34.4,151439.0,121.495,108.139,0.07,15950.9,4174.509,3.55,2.17,1.59,2.26,23279.192,2.88,
2021-09-30,23828.973,261615.0,110.92,34.2,153323.0,123.12,109.421,0.09,16285.1,4229.884,3.24,1.86,1.32,1.93,23832.79,2.55,
2021-12-31,24654.603,262024.0,112.848,34.2,155379.0,124.901,110.814,0.08,16718.2,4338.504,3.31,1.97,1.54,1.95,24613.597,2.65,
2022-03-31,25029.116,263323.0,115.135,34.1,157604.0,125.619,112.43,0.12,17030.6,4517.778,3.95,2.32,1.94,2.25,25142.006,3.2,
2022-06-30,25544.273,263691.0,117.671,34.1,158106.0,125.77,113.734,0.77,17415.1,4618.872,5.02,3.24,2.93,3.04,25695.778,4.04,
2022-09-30,25994.639,264184.0,118.962,34.0,158645.0,127.922,115.126,2.18,17684.2,4642.293,5.35,3.51,3.11,3.26,26149.666,4.24,
2022-12-31,26408.405,264696.0,120.093,33.9,158838.0,127.938,116.457,3.65,17917.1,4618.419,5.97,4.12,3.83,3.9,26198.159,4.81,
2023-03-31,26813.601,266115.0,121.261,33.9,160426.0,129.961,117.874,4.51,18269.6,4702.132,5.6,3.9,3.65,3.74,26485.425,4.52,
2023-06-30,27063.012,266621.0,121.766,33.8,160891.0,131.775,118.938,4.99,18419.0,4761.733,5.68,3.93,3.59,3.8,26625.732,4.6,
2023-09-30,27610.128,267214.0,122.762,33.8,161420.0,133.315,119.541,5.26,18679.5,4813.0,5.97,4.42,4.15,4.24,26969.65,4.91,
