date,GDP,CNP16OV,GDPDEF,AWHNONAG,CE16OV,COMPNFB,PCEPILFE,DFF,PCE,FPI,BAA,GS20,GS10,GS30,GDI,AAA,LTGOVTBD
2003-06-30,11370.7,220774.0,86.455,33.7,137656.0,81.545,88.869,1.25,7684.6,1970.9,6.47,4.59,3.62,NaN,11430.7,5.31,
2003-09-30,11625.1,221513.0,86.934,33.6,137544.0,82.762,89.229,1.02,7845.6,2040.1,6.81,5.17,4.23,NaN,11604.0,5.7,
2003-12-31,11816.8,222276.0,87.346,33.7,138273.0,83.872,89.541,1.0,7938.4,2094.4,6.66,5.16,4.29,NaN,11773.4,5.66,
2004-03-31,11988.4,222356.0,88.108,33.7,138489.0,83.741,90.026,1.0,8076.8,2106.3,6.27,4.89,4.02,NaN,11966.6,5.46,
2004-06-30,12181.4,222973.0,88.875,33.7,138902.0,85.378,90.572,1.01,8186.4,2183.3,6.66,5.36,4.6,NaN,12195.8,5.93,
2004-09-30,12367.7,223680.0,89.422,33.8,139539.0,86.849,90.989,1.43,8312.7,2249.0,6.45,5.07,4.3,NaN,12410.7,5.64,
2004-12-31,12562.2,224418.0,90.049,33.7,140029.0,87.22,91.415,1.95,8464.3,2312.7,6.19,4.87,4.17,NaN,12560.9,5.49,
2005-03-31,12813.7,225038.0,90.883,33.7,140428.0,87.874,91.998,2.47,8573.1,2375.7,5.97,4.76,4.3,NaN,12800.8,5.32,
2005-06-30,12974.1,225674.0,91.543,33.7,141526.0,88.348,92.489,2.94,8723.9,2438.9,5.97,4.55,4.16,NaN,12986.1,5.15,
2005-09-30,13205.4,226422.0,92.399,33.7,142287.0,89.445,92.873,3.46,8888.0,2509.3,5.98,4.51,4.21,NaN,13223.0,5.09,
2005-12-31,13381.6,227196.0,93.1,33.8,142600.0,90.008,93.481,3.98,8991.4,2546.2,6.34,4.77,4.49,NaN,13506.9,5.38,
2006-03-31,13648.9,227764.0,93.832,33.8,143449.0,91.916,93.957,4.45,9134.3,2625.2,6.31,4.76,4.57,4.64,13871.0,5.39,
2006-06-30,13799.8,228433.0,94.587,33.9,144068.0,91.945,94.59,4.91,9253.7,2619.7,6.74,5.29,5.07,5.14,14003.7,5.89,
2006-09-30,13908.5,229166.0,95.247,33.8,144547.0,92.067,95.098,5.25,9374.3,2607.3,6.59,5.09,4.9,4.99,14157.2,5.68,
2006-12-31,14066.4,229896.0,95.58,33.9,145606.0,93.692,95.498,5.24,9453.7,2602.5,6.28,4.83,4.63,4.74,14260.7,5.39,
2007-03-31,14233.2,230839.0,96.654,33.8,146135.0,96.005,96.177,5.25,9591.8,2614.0,6.3,4.9,4.68,4.8,14384.6,5.36,
2007-06-30,14422.3,231482.0,97.194,33.9,145851.0,95.971,96.516,5.25,9700.9,2624.8,6.49,5.07,4.85,4.99,14485.8,5.58,
2007-09-30,14569.7,232210.0,97.531,33.8,145944.0,96.279,96.99,5.07,9799.2,2609.6,6.63,5.01,4.73,4.94,14456.4,5.75,
2007-12-31,14685.3,232937.0,97.956,33.8,146271.0,97.323,97.645,4.5,9910.0,2588.7,6.51,4.65,4.26,4.61,14513.7,5.53,
2008-03-31,14668.4,232807.0,98.516,33.7,146207.0,98.264,98.208,3.18,9974.4,2547.2,6.75,4.4,3.66,4.41,14621.9,5.46,
2008-06-30,14813.0,233410.0,98.995,33.7,145926.0,98.326,98.703,2.08,10095.8,2517.2,6.99,4.59,3.89,4.58,14683.4,5.6,
2008-09-30,14843.0,234110.0,99.673,33.6,145270.0,99.167,99.149,1.94,10124.9,2454.7,7.21,4.49,3.86,4.45,14718.7,5.65,
2008-12-31,14549.9,234825.0,99.815,33.4,144090.0,100.233,99.248,0.51,9859.6,2308.3,8.84,3.97,3.25,3.68,14452.7,5.82,
2009-03-31,14383.9,234913.0,100.062,33.2,141500.0,97.737,99.366,0.18,9770.2,2117.8,8.21,3.69,2.74,3.45,14266.6,5.27,
2009-06-30,14340.4,235459.0,99.895,33.1,140304.0,100.124,99.85,0.18,9769.7,2013.8,7.98,4.19,3.31,4.17,14244.2,5.51,
2009-09-30,14384.1,236093.0,99.873,33.1,139404.0,100.812,100.131,0.15,9890.8,1992.3,6.66,4.28,3.52,4.32,14309.9,5.27,
2009-12-31,14566.5,236739.0,100.169,33.1,138368.0,101.407,100.653,0.12,9957.1,1978.8,6.33,4.27,3.46,4.33,14552.9,5.2,
2010-03-31,14681.1,236996.0,100.522,33.2,138590.0,100.696,100.91,0.13,10044.5,1977.5,6.29,4.49,3.72,4.62,14623.2,5.29,
2010-06-30,14888.6,237506.0,100.968,33.4,139226.0,101.87,101.177,0.19,10137.7,2042.6,6.18,4.2,3.49,4.37,14790.4,5.04,
2010-09-30,15057.7,238104.0,101.429,33.5,139338.0,102.331,101.425,0.19,10233.4,2043.0,5.78,3.6,2.79,3.85,15051.5,4.58,
2010-12-31,15230.2,238711.0,101.949,33.5,139155.0,102.777,101.63,0.19,10393.2,2094.1,5.91,3.84,2.86,4.16,15195.4,4.86,
2011-03-31,15238.4,238852.0,102.399,33.5,139428.0,104.605,101.974,0.15,10523.5,2097.2,6.09,4.32,3.46,4.56,15282.5,5.13,
2011-06-30,15460.9,239316.0,103.145,33.6,139531.0,104.008,102.593,0.09,10651.4,2149.6,5.85,4.07,3.21,4.34,15467.7,5.04,
2011-09-30,15587.1,239871.0,103.768,33.6,139883.0,104.644,103.11,0.08,10754.4,2243.1,5.46,3.34,2.43,3.7,15661.8,4.46,
2011-12-31,15785.3,240431.0,103.917,33.7,140699.0,103.341,103.522,0.07,10827.9,2302.5,5.25,2.75,2.05,3.04,15813.1,3.93,
2012-03-31,15973.9,242436.0,104.466,33.7,141841.0,105.744,104.101,0.1,10956.2,2395.3,5.2,2.8,2.04,3.14,16192.6,3.9,
2012-06-30,16121.9,242968.0,104.943,33.7,142169.0,106.324,104.589,0.15,11008.4,2445.5,5.09,2.55,1.82,2.94,16290.2,3.8,
2012-09-30,16227.9,243564.0,105.508,33.6,142529.0,106.376,104.912,0.14,11073.6,2455.9,4.87,2.37,1.64,2.75,16371.8,3.46,
2012-12-31,16297.3,244169.0,105.935,33.7,143349.0,109.173,105.363,0.16,11164.3,2502.9,4.57,2.46,1.71,2.86,16579.5,3.54,
2013-03-31,16475.4,244829.0,106.349,33.7,143320.0,106.75,105.796,0.14,11256.7,2554.0,4.81,2.75,1.95,3.14,16635.8,3.88,
2013-06-30,16541.4,245363.0,106.57,33.7,143822.0,108.246,106.097,0.12,11284.5,2593.6,4.84,2.78,2.0,3.15,16752.6,3.96,
2013-09-30,16749.3,245961.0,107.084,33.7,144344.0,108.57,106.465,0.09,11379.1,2625.3,5.4,3.44,2.71,3.72,16867.8,4.51,
2013-12-31,16999.9,246564.0,107.636,33.6,144259.0,109.137,106.934,0.09,11524.4,2682.7,5.36,3.5,2.75,3.79,17061.6,4.59,
2014-03-31,17025.2,247086.0,108.117,33.5,145350.0,110.788,107.365,0.07,11636.1,2738.6,5.12,3.42,2.76,3.68,17225.5,4.44,
2014-06-30,17285.6,247625.0,108.709,33.7,145894.0,110.316,107.91,0.09,11800.5,2796.7,4.82,3.18,2.62,3.44,17548.3,4.22,
2014-09-30,17569.4,248233.0,109.165,33.7,146579.0,111.375,108.307,0.09,11941.0,2863.6,4.74,3.01,2.5,3.26,17817.0,4.12,
2014-12-31,17692.2,248843.0,109.3,33.8,147401.0,112.355,108.608,0.1,12075.9,2885.2,4.74,2.69,2.28,2.97,18013.5,3.88,
2015-03-31,17783.6,249901.0,109.31,33.8,148223.0,112.854,108.908,0.11,12098.9,2915.7,4.5,2.32,1.97,2.55,18084.5,3.57,
2015-06-30,17998.3,250461.0,109.919,33.6,148660.0,114.181,109.385,0.13,12240.2,2944.7,4.83,2.62,2.17,2.89,18211.1,3.9,
2015-09-30,18141.9,251099.0,110.253,33.7,148950.0,114.988,109.769,0.13,12356.9,2995.3,5.24,2.65,2.22,2.96,18378.0,4.09,
2015-12-31,18222.8,251741.0,110.504,33.7,149523.0,115.875,110.095,0.16,12438.8,2997.2,5.42,2.6,2.19,2.96,18487.6,3.99,
2016-03-31,18281.6,252581.0,110.63,33.7,150979.0,115.599,110.657,0.36,12498.0,2994.8,5.31,2.32,1.92,2.72,18546.0,3.93,
2016-06-30,18450.1,253180.0,111.258,33.6,151044.0,117.312,111.15,0.37,12692.7,3002.5,4.67,2.15,1.75,2.57,18684.0,3.59,
2016-09-30,18675.3,253855.0,111.648,33.6,151700.0,118.422,111.626,0.39,12832.1,3013.1,4.26,1.91,1.56,2.28,18969.2,3.34,
