date,ant1,ant2,ant3,ant4,ant5,ant6,ant7,ant8,ant9,ant10,ant11,ant12,ant13
31-12-08,0.027500000000002522,0.10756392967735118,0.11752493268176178,0.11752493268176178,0.28787884826143584,0.28787884826143584,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-09,0.05249999999999977,0.16262074643249025,0.1775487902021311,0.1775487902021311,0.26264318385204044,0.26264318385204044,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-09,0.04750000000000032,0.12756387863060437,0.19260986547085523,0.19260986547085523,0.41575203858393306,0.41575203858393306,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-09,0.035000000000001696,0.05500399440782622,0.15512078259133366,0.15512078259133366,0.37575323705179575,0.37575323705179575,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-09,0.014999999999998348,0.0850489706176294,0.18518188622754228,0.18518188622754228,0.45361700009953765,0.45361700009953765,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-10,0.040000000000001146,0.08001597444088904,0.14507207701516256,0.14507207701516256,0.4084264515486491,0.4084264515486491,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-10,0.045000000000000595,0.06500399281293423,0.10502494512074079,0.10502494512074079,0.22520957934609176,0.22520957934609176,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-10,0.040000000000001146,0.0550022464057498,0.08751596965764774,0.08751596965764774,0.142556098533958,0.142556098533958,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-10,0.030000000000002247,0.06501223531761857,0.09752495259007232,0.09752495259007232,0.2327552597467364,0.2327552597467364,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-11,0.022499999999997522,0.06251598561295424,0.10754217829688772,0.10754217829688772,0.32562313060817694,0.32562313060817694,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-11,0.007499999999999174,0.04251224632609851,0.07002022977023459,0.07002022977023459,0.17766867950892995,0.17766867950892995,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-11,0.004999999999999449,0.025003999200157168,0.05001224265441251,0.05001224265441251,0.09253595326075836,0.09253595326075836,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-11,0.004999999999999449,0.025003999200157168,0.045008994603246144,0.045008994603246144,0.09504219936076197,0.09504219936076197,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-12,0.017499999999998073,0.05751598880783804,0.05750399400898387,0.05750399400898387,0.11754890707655896,0.11754890707655896,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-12,0.022499999999997522,0.057512238984919195,0.06500624001597455,0.06500624001597455,0.11253592455843231,0.11253592455843231,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-12,0.024999999999997247,0.04500399600400051,0.05000224685440258,0.05000224685440258,0.07250898472596079,0.07250898472596079,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-12,0.012499999999998623,0.042508995502255065,0.05250624313255514,0.05250624313255514,0.08502021765175449,0.08502021765175449,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-13,0.017499999999998073,0.03750399720196529,0.04250224752772036,0.04250224752772036,0.09003020770920189,0.09003020770920189,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-13,0.009999999999998899,0.04000899640143607,0.050006243756250957,0.050006243756250957,0.14261008487269078,0.14261008487269078,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-13,0.004999999999999449,0.015000999800041104,0.04000899640143607,0.04000899640143607,0.14013211788212465,0.14013211788212465,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-13,0.017499999999998073,0.03250224842609728,0.04000224775225214,0.04000224775225214,0.15765604713872117,0.15765604713872117,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-14,0.012499999999998623,0.022500999500246754,0.04750899370441486,0.04750899370441486,0.18773993808048894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-14,0.009999999999998899,0.025002249100358753,0.03750399720196529,0.03750399720196529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-14,0.004999999999999449,0.010000249950009588,0.057524992502255845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-14,0.009999999999998899,0.05001599360256459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-15,0.007499999999999174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-03-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-06-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-09-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-12-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
