date,50.0% LB,50.0% UB,mean
1972-06-30,-0.13372598562639304,-0.13372598562639304,-0.13372598562639304
1972-09-30,-0.32978153870859056,-0.32978153870859056,-0.32978153870859056
1972-12-31,0.2518708198557024,0.2518708198557024,0.2518708198557024
1973-03-31,0.033598759504966935,0.033598759504966935,0.033598759504966935
1973-06-30,0.29482684940790876,0.29482684940790876,0.29482684940790876
1973-09-30,0.4009286742335446,0.4009286742335446,0.4009286742335446
1973-12-31,-0.017830037177976835,-0.017830037177976835,-0.017830037177976835
1974-03-31,0.01078137820913609,0.01078137820913609,0.01078137820913609
1974-06-30,-0.13702699776523786,-0.13702699776523786,-0.13702699776523786
1974-09-30,0.032328035954270404,0.032328035954270404,0.032328035954270404
1974-12-31,-0.035677398664168046,-0.035677398664168046,-0.035677398664168046
1975-03-31,-0.46076124333394414,-0.46076124333394414,-0.46076124333394414
1975-06-30,-0.7024156599542544,-0.7024156599542544,-0.7024156599542544
1975-09-30,-0.3948157005967433,-0.3948157005967433,-0.3948157005967433
1975-12-31,-0.2106722458592905,-0.2106722458592905,-0.2106722458592905
1976-03-31,-0.18327569011560263,-0.18327569011560263,-0.18327569011560263
1976-06-30,0.41358555364595245,0.41358555364595245,0.41358555364595245
1976-09-30,0.15885581611283817,0.15885581611283817,0.15885581611283817
1976-12-31,-0.25048215163113235,-0.25048215163113235,-0.25048215163113235
1977-03-31,0.2542838826355057,0.2542838826355057,0.2542838826355057
1977-06-30,-0.32487613136656956,-0.32487613136656956,-0.32487613136656956
1977-09-30,-0.2832241900239958,-0.2832241900239958,-0.2832241900239958
1977-12-31,-0.06438809053019318,-0.06438809053019318,-0.06438809053019318
1978-03-31,-0.19118063493116763,-0.19118063493116763,-0.19118063493116763
1978-06-30,-0.13904263942601253,-0.13904263942601253,-0.13904263942601253
1978-09-30,0.230089616256045,0.230089616256045,0.230089616256045
1978-12-31,-0.1487775802952872,-0.1487775802952872,-0.1487775802952872
1979-03-31,-0.48415688187459954,-0.48415688187459954,-0.48415688187459954
1979-06-30,0.15655641825558747,0.15655641825558747,0.15655641825558747
1979-09-30,0.5641391293177934,0.5641391293177934,0.5641391293177934
1979-12-31,0.2216657353697883,0.2216657353697883,0.2216657353697883
1980-03-31,-0.12865007645220689,-0.12865007645220689,-0.12865007645220689
1980-06-30,0.3744297407967477,0.3744297407967477,0.3744297407967477
1980-09-30,-0.34395455677734155,-0.34395455677734155,-0.34395455677734155
1980-12-31,0.07194866225860844,0.07194866225860844,0.07194866225860844
1981-03-31,0.25046596394277004,0.25046596394277004,0.25046596394277004
1981-06-30,0.5735896924598882,0.5735896924598882,0.5735896924598882
1981-09-30,0.2254902012373678,0.2254902012373678,0.2254902012373678
1981-12-31,-0.18144830278403346,-0.18144830278403346,-0.18144830278403346
1982-03-31,-0.15698873419038828,-0.15698873419038828,-0.15698873419038828
1982-06-30,0.15656973610299252,0.15656973610299252,0.15656973610299252
1982-09-30,-0.1239754600352859,-0.1239754600352859,-0.1239754600352859
1982-12-31,-0.2078630095664512,-0.2078630095664512,-0.2078630095664512
1983-03-31,-0.11958039939811277,-0.11958039939811277,-0.11958039939811277
1983-06-30,0.012977755821352733,0.012977755821352733,0.012977755821352733
1983-09-30,0.21744030778364057,0.21744030778364057,0.21744030778364057
1983-12-31,-0.0875420357884748,-0.0875420357884748,-0.0875420357884748
1984-03-31,-0.22726584058325078,-0.22726584058325078,-0.22726584058325078
1984-06-30,-0.016275849225931685,-0.016275849225931685,-0.016275849225931685
1984-09-30,-0.02670046211102321,-0.02670046211102321,-0.02670046211102321
1984-12-31,-0.08119645181915286,-0.08119645181915286,-0.08119645181915286
1985-03-31,-0.1464351269468997,-0.1464351269468997,-0.1464351269468997
1985-06-30,0.04530537255878535,0.04530537255878535,0.04530537255878535
1985-09-30,-0.14025524919743426,-0.14025524919743426,-0.14025524919743426
1985-12-31,-0.12846932655875598,-0.12846932655875598,-0.12846932655875598
1986-03-31,0.22728319274502984,0.22728319274502984,0.22728319274502984
1986-06-30,-0.23035523082832762,-0.23035523082832762,-0.23035523082832762
1986-09-30,0.030131062882031556,0.030131062882031556,0.030131062882031556
1986-12-31,0.016003331209979474,0.016003331209979474,0.016003331209979474
1987-03-31,0.15564667292171122,0.15564667292171122,0.15564667292171122
1987-06-30,-0.09106575358955094,-0.09106575358955094,-0.09106575358955094
1987-09-30,-0.01350563485597705,-0.01350563485597705,-0.01350563485597705
1987-12-31,-0.0036902119977877145,-0.0036902119977877145,-0.0036902119977877145
1988-03-31,-0.051418764985259484,-0.051418764985259484,-0.051418764985259484
1988-06-30,-0.01666318371232865,-0.01666318371232865,-0.01666318371232865
1988-09-30,0.0740258576603781,0.0740258576603781,0.0740258576603781
1988-12-31,0.17406852234182768,0.17406852234182768,0.17406852234182768
1989-03-31,0.2753165108453035,0.2753165108453035,0.2753165108453035
1989-06-30,0.0326013221424342,0.0326013221424342,0.0326013221424342
1989-09-30,0.10386753819121831,0.10386753819121831,0.10386753819121831
1989-12-31,0.3561738554762173,0.3561738554762173,0.3561738554762173
1990-03-31,0.18096772141523879,0.18096772141523879,0.18096772141523879
1990-06-30,-0.011150630602355379,-0.011150630602355379,-0.011150630602355379
1990-09-30,0.04252012900984632,0.04252012900984632,0.04252012900984632
1990-12-31,0.11886983485860363,0.11886983485860363,0.11886983485860363
1991-03-31,0.07956838132772481,0.07956838132772481,0.07956838132772481
1991-06-30,-0.19507356610112142,-0.19507356610112142,-0.19507356610112142
1991-09-30,0.05866222006253776,0.05866222006253776,0.05866222006253776
