date,50.0% LB,60.0% LB,70.0% LB,80.0% LB,90.0% LB,90.0% UB,80.0% UB,70.0% UB,60.0% UB,50.0% UB,mean
2016-09-30,1.0267601800030501,1.0267601800029613,1.0267601800029613,1.0267601800027837,1.0267601800026949,1.0267601800039383,1.0267601800037607,1.0267601800036719,1.026760180003583,1.026760180003583,1.0267601800032937
2016-12-31,0.723973476724904,0.5342718007510516,0.33493620317395223,0.12384214951772776,-0.39849212163178827,3.285979221530133,2.9099692491105555,2.5957029029401335,2.3643750501527006,2.183738125994017,1.455018331006309
2017-03-31,0.7397427329496553,0.5561467894948935,0.1790050582431313,-0.11472047595773027,-0.6783451223900894,4.117741392072882,3.617001037217382,3.3331832923677807,2.981922590157726,2.7609211150530832,1.7401770514691461
2017-06-30,0.6240745605460951,0.2983441336652959,-0.03208373676014675,-0.4787646184752137,-1.0279432001191635,4.661934313428362,4.075842553865994,3.5975895026755467,3.2560847908009727,2.9108090451758217,1.7818290287081768
2017-09-30,0.46717628357675345,0.10683207203816547,-0.2119911069376701,-0.7362449941039073,-1.291861783774717,4.941841582141904,4.122554048254856,3.7442719232618105,3.3741644679821103,3.036009519387939,1.7524705802245726
2017-12-31,0.373619270851977,0.01568184069413725,-0.2570531012865529,-0.8048011412612022,-1.421835852947262,5.158877443062537,4.575655705778159,3.9646720482301,3.5287389609820696,3.07940225382628,1.7705471867510163
2018-03-31,0.44170859654426575,0.08843321421334593,-0.3775564573106682,-0.8747876249900477,-1.7876175430429742,5.477760015690469,4.566859523749556,4.04576562048824,3.575981692732766,3.2902568365590135,1.8518328221076894
2018-06-30,-0.06405645364472301,-0.3821105229018462,-0.7196068286940083,-1.3702951555485399,-1.958609332317296,5.42445133069962,4.563197966059795,3.842334409859305,3.3989583216049724,2.996568357041518,1.5201132893120137
2018-09-30,-0.13512405412448025,-0.4786647596808913,-0.8686487255684994,-1.4888930317722648,-2.2918899116585845,5.099769659357567,4.175131666381637,3.6304486514817214,3.3044236502824953,3.0039469203124503,1.3492844839316913
2018-12-31,-0.34343740536373346,-0.7907025203789719,-1.29938191153538,-1.827941075166073,-2.693782388490795,5.087012505752941,4.085617080387816,3.4503338071848244,3.0343648864806116,2.663560173749313,1.093023479761666
2019-03-31,-0.4243882240417718,-0.8669831189857313,-1.3519523644963116,-2.07591943559271,-2.748136113153432,5.261604471814585,4.08381233519457,3.440977994283534,3.078760340328901,2.766591289827569,1.1149882352571694
2019-06-30,-0.6401818249235358,-1.1097460884669563,-1.6428161237335814,-2.170543216104448,-3.121816667245092,5.293282742385963,3.9831335237176635,3.461653185113023,3.0851579665873707,2.691091967585524,0.989649316421658
2019-09-30,-0.6598524457176569,-1.1133311659443645,-1.710128133820188,-2.3933200729694626,-3.4480545315546896,5.2410466815389745,4.11786794247091,3.361399990150482,2.9004633927518064,2.566849867006238,0.969292963712631
2019-12-31,-0.6765123512611382,-1.084962325264105,-1.6505937662350534,-2.32487859970385,-3.4208683360913206,5.343550604605651,4.25187503740776,3.5524093515667987,3.0904131741660956,2.707273085064954,0.9366317659879176
2020-03-31,-0.7719179091348116,-1.182472475954388,-1.7241365046984591,-2.3270197001783344,-3.192920673484889,5.162868689159028,4.318761664652704,3.674097536080745,3.1237555525193583,2.7174749430208145,0.9203452138920595
2020-06-30,-0.7775187755253654,-1.1157436788539532,-1.7431715565389139,-2.3559123242678726,-3.2086654238073553,5.15965906307243,4.515564217190993,4.023470982729616,3.404801415420522,2.8664850995169022,1.0301550158148514
2020-09-30,-0.8203854831912549,-1.1260375687525137,-1.6884342756454118,-2.350368199685271,-3.566104578331697,5.35328858548656,4.33311442407367,3.6881234351340497,3.27326165695363,2.884282883872147,1.017369865550696
2020-12-31,-0.6987037910408778,-1.1000692746896856,-1.7209488202361456,-2.368870889960073,-3.400154564002378,5.747634235098209,4.643891838466496,3.9787013023317996,3.450695157553074,2.9718751465547255,1.102318158125522
2021-03-31,-0.7264126824590988,-1.1846475045060423,-1.6662085877769406,-2.323666664688573,-3.337768638562777,5.701489842297458,4.726831838210788,4.105292717340792,3.5218497986158503,2.9771266513238803,1.1037283553144475
2021-06-30,-0.7329807372218222,-1.2432223733508496,-1.9357619156918249,-2.5927073593836836,-3.371565712453306,5.927285990085829,4.71753031860076,4.092674935959528,3.4580511550171833,3.0929031610688495,1.1105126994177112
2021-09-30,-0.7736378475942884,-1.1909303494926138,-1.8270962579479244,-2.697355650042932,-3.6566252939548516,6.006410229120029,4.942665280147662,4.177006805637196,3.604229455725072,3.0778601589834587,1.1201426943896902
2021-12-31,-0.9074699069309466,-1.4153506275675132,-1.8825588520995362,-2.399860399489284,-3.5053960529233263,5.984443875852707,4.95354283012055,4.076039398854614,3.523899826815602,3.016165787980385,1.0977733286026845
2022-03-31,-1.0012754774452293,-1.4295645511929744,-2.152765675139523,-2.667620863801312,-3.6301906061124045,6.066064981307684,5.077632052042369,4.1902726896927645,3.6005639329553807,3.112995077947067,1.0816748126253435
2022-06-30,-0.8866557955712673,-1.5281087587076692,-1.8929105499696175,-2.5745346928551904,-3.68044566205159,6.455116409102901,5.005481700638659,4.335029025644865,3.665461352987598,3.114209551912217,1.145735783229437
2022-09-30,-1.0792293481456716,-1.4592143930812762,-2.008100603820262,-2.77620024901013,-3.8628074080252706,6.491788685347721,5.181621083721311,4.215792075741964,3.5848323667051707,3.058476226295359,1.091765469094663
