date,50.0% LB,60.0% LB,70.0% LB,80.0% LB,90.0% LB,90.0% UB,80.0% UB,70.0% UB,60.0% UB,50.0% UB,mean
2012-03-31,0.04249675894125815,-0.20916350358325264,-0.45118613364420224,-0.8086895309283397,-1.3495790506399263,3.5489226867762396,2.95062671566893,2.6304863244908216,2.3111310458191126,2.0955210702907467,1.0443479588176923
2012-06-30,0.0805330606868031,-0.19292724359038615,-0.4411485366093535,-0.7792410405956733,-1.3642759276070944,3.724508005528799,3.1667058963312256,2.827884579407375,2.467111470658292,2.2755527188373783,1.1920129209857848
2012-09-30,0.22047069106375483,-0.05094067901487964,-0.3638050181044461,-0.7596464870961972,-1.3910140778641074,4.064865910366023,3.6303545577352616,3.1827218390325323,2.8581976156739364,2.6090230566267607,1.391991926917259
2012-12-31,0.2839853600491349,-0.0394609543072173,-0.35014759794819206,-0.7993764226180611,-1.4923336545033772,4.568786490636422,3.912997262941422,3.511975336044343,3.1359207466972476,2.836922163187867,1.5621211176587266
2013-03-31,0.38087067118701956,-0.06292416106969867,-0.3548648989847605,-0.8928792606195843,-1.6215055754818213,4.654236894702765,4.1927977132755165,3.8012675321500042,3.3697033401319314,3.0843413293041717,1.6539400978342524
2013-06-30,0.2721640573093955,-0.052205861143576726,-0.44269942826899467,-1.031618784506649,-1.7881406827928314,5.285648270309426,4.36380482897531,3.8727982675766803,3.633974606897665,3.3295091085218598,1.7704314072383422
2013-09-30,0.19990761694756953,-0.15962015899255988,-0.5645454183407121,-1.09162405624748,-1.8673605496917558,5.401440037841349,4.493643799679062,4.05645398474015,3.676583153361318,3.2877648672011954,1.781791826099584
2013-12-31,0.342696003395524,-0.07511688905225089,-0.528947311596589,-1.0789393745416511,-1.917406865872164,5.703106555185103,4.800501651087834,4.198291104955601,3.80092942852459,3.44043371043095,1.8621714406722587
2014-03-31,0.2794007415846522,-0.09342624782637365,-0.5310530639303419,-1.1425955501819534,-1.9237656997000867,5.91596458683321,5.0741314932144705,4.416992933768999,4.006074969656745,3.605874618318258,1.9378442936432985
2014-06-30,0.20356257587019755,-0.13194243525700688,-0.6370133041715693,-1.209983032284497,-2.331950305182671,6.346515453666148,5.400789563746032,4.75748359015434,4.256133557132642,3.72404551897427,1.9953186509556227
2014-09-30,0.2656885454641995,-0.18595196042316253,-0.6780706812381192,-1.3420041947676342,-2.3085117504901413,6.752983287859317,5.739645285160724,4.894374807959973,4.314496502505208,3.81048804327404,2.0528159590050055
2014-12-31,0.11107621321387207,-0.18564829072148203,-0.7073969900959423,-1.3815917266347286,-2.4952769551568714,6.840624479367339,5.812369642536434,5.089247125717373,4.269964537617815,3.8445293058389294,2.112954101965686
2015-03-31,0.3429276773547012,-0.13437052837731134,-0.7179063665522145,-1.5417295825863198,-2.6496636987897366,7.150524461161721,5.793529305010164,5.01604091050258,4.483358565886874,4.060153727987224,2.177276536109383
2015-06-30,0.3437131181701538,-0.10001029871844125,-0.6860581869774984,-1.4359986007363013,-2.532411286745889,6.955738926131978,5.9506023933548615,5.245352839887851,4.667533138975788,4.068281756874572,2.226011113239737
2015-09-30,0.34841623508710784,-0.18751867398081767,-0.8669447997290485,-1.5829127948627972,-2.7749842661030453,7.0916105744916,6.08189719952197,5.304571231976187,4.742167309480706,4.240015878478394,2.2373155088718106
