date,50.0% LB,60.0% LB,70.0% LB,80.0% LB,90.0% LB,90.0% UB,80.0% UB,70.0% UB,60.0% UB,50.0% UB,mean
2018-12-31,2.2199999999996445,2.219999999999554,2.2199999999994464,2.2199999999992954,2.2199999999990396,2.220000000001079,2.2200000000007787,2.2200000000006392,2.220000000000549,2.2200000000004136,2.2200000000000326
2019-03-31,2.399999999999655,2.39999999999956,2.3999999999994444,2.3999999999993022,2.3999999999990527,2.40000000000107,2.4000000000007615,2.400000000000632,2.4000000000005524,2.4000000000004182,2.4000000000000337
2019-06-30,2.399999999999654,2.3999999999995687,2.3999999999994523,2.3999999999993085,2.3999999999990647,2.400000000001056,2.4000000000007584,2.4000000000006247,2.400000000000545,2.4000000000004054,2.4000000000000328
2019-09-30,2.189999999999656,2.1899999999995714,2.189999999999454,2.1899999999993143,2.1899999999990793,2.190000000001044,2.190000000000758,2.190000000000621,2.190000000000535,2.1900000000004063,2.190000000000032
2019-12-31,1.6499999999996593,1.649999999999574,1.649999999999463,1.6499999999993138,1.6499999999990944,1.6500000000010355,1.6500000000007504,1.650000000000614,1.6500000000005315,1.6500000000004063,1.650000000000032
2020-03-31,1.2499999999996598,1.2499999999995772,1.249999999999467,1.2499999999993179,1.2499999999991034,1.250000000001028,1.2500000000007478,1.250000000000608,1.2500000000005258,1.2500000000004041,1.2500000000000313
2020-06-30,0.18024280174224572,-0.06739271419714399,-0.35769829008354126,-0.7328610171481715,-1.3893064516929732,4.038574398484691,3.4793196907883024,3.023192621587464,2.728901208026489,2.481244801879189,1.3103183537537495
2020-09-30,-0.0516489829150526,-0.40712655281075527,-0.8028780806016265,-1.253512660301202,-1.8221853077109609,5.0608546075299445,4.13170049230682,3.5052353420377234,3.194990812977016,2.889701560001568,1.4092259809714802
2020-12-31,-0.02926260044009865,-0.4578841461597527,-0.8890668195645457,-1.4279611226507853,-2.0587744236355308,5.52710051447021,4.330240664410758,3.8774604787388802,3.3472354163973086,3.0425404115326455,1.4895925202203883
2021-03-31,-0.06330176508120777,-0.4420302909597762,-0.8792729563051367,-1.4699686320993752,-2.295799169454403,5.698963793144083,4.626458910977078,4.1400879237505395,3.5749014565939516,3.138723712260557,1.5552570010228168
2021-06-30,-0.10039924550284063,-0.46609907810593487,-0.8397605558723988,-1.5287476021236177,-2.514261537169432,5.825021363508721,4.7160510996308,3.970050988934603,3.5321396909471363,3.176097421244682,1.5437598750704027
2021-09-30,-0.2560080379975158,-0.5929760350681512,-1.036401828981413,-1.645299933017271,-2.765751397496534,5.666622385123051,4.74935580015399,4.131854427229219,3.5785488886611283,3.185157613258455,1.4461008470931185
2021-12-31,-0.38577055086694223,-0.8988321265621391,-1.4409048903954798,-2.1736454271164014,-2.998645829673788,5.831476652613343,4.848174998832525,4.228371405550461,3.582420390101417,3.1893367585156014,1.3810653901506713
2022-03-31,-0.4573577957784831,-0.9243109522800479,-1.4724677633054366,-2.187891975302663,-3.1714207043435305,5.752824231891258,5.000418069769621,4.346548405675158,3.8422147235720607,3.342393525582273,1.3535046032502498
2022-06-30,-0.5890759504263849,-1.115254277591247,-1.6040627112120536,-2.263617228908651,-3.3676398449085774,6.014907363351399,5.084818534022689,4.417201591136173,3.8544214511881245,3.3788077686089704,1.3431447506935468
2022-09-30,-0.7402506591233511,-1.2313388200323843,-1.75270632179227,-2.468539335670446,-3.4750312003189183,6.116201829440886,5.289254862152969,4.424820934915512,3.8996159439277283,3.3263293424318823,1.3172830496942385
2022-12-31,-0.8741151238495366,-1.3591093955513829,-1.8657045002757586,-2.513718102751146,-3.701918383137982,6.313984209596214,5.2910375278256865,4.404032730679676,3.828862732265436,3.3360992113170362,1.312451957825262
2023-03-31,-0.811667276277138,-1.3393729075035221,-1.8159843866542467,-2.632743834772808,-3.6623336499857846,6.456923355110467,5.360759747819219,4.621926032977233,3.9170045671744806,3.3575497187849566,1.3059586911489038
2023-06-30,-0.9158903334358746,-1.4129232271023824,-1.9479863442336214,-2.448983113078059,-3.802739134852011,6.684013860059304,5.569273195898124,4.57375601487008,3.9587001629773217,3.489512449876173,1.3439599810545417
2023-09-30,-0.866424741145905,-1.3158164007609479,-1.922574945233058,-2.653081916799639,-3.5613715814180944,6.6389038589049845,5.512780191452671,4.784955063382206,4.183217290660366,3.6242838655350624,1.3609342457757974
2023-12-31,-0.7945126039834562,-1.274480216753612,-1.87442638540168,-2.867862027682519,-3.948784508790837,6.8867094001119975,5.746627260591025,4.808560081427771,4.181295006814639,3.627420301667433,1.3664365735808892
2024-03-31,-0.8302155285809629,-1.3896090297526698,-2.3047827572167883,-3.1073820235249716,-4.007184193767294,6.5541277130978,5.780721600680759,4.796087857055641,4.28432256712465,3.78606731260737,1.357052425418901
2024-06-30,-1.0258486595640797,-1.6658523689828861,-2.303995869726217,-3.115871454753317,-4.337297976755879,6.7823650151907025,5.678885695171756,4.951167344940799,4.382938969900371,3.838003365298281,1.3383305649234587
2024-09-30,-1.1129975988788372,-1.6689748467765302,-2.390457821989644,-3.145819879875786,-4.471003633604074,6.645808680085953,5.673515084650536,4.960258198091853,4.585098579015404,4.116696589270186,1.3730515708285682
2024-12-31,-1.1578722700722635,-1.8223019332962735,-2.408017426768909,-3.2538708363556124,-4.7799017331893,6.963333998503816,5.8400854981191745,5.121121718712169,4.606752112366648,4.050710997099706,1.3963002685170358
2025-03-31,-1.224155128396017,-1.7838026075908147,-2.551802330543514,-3.3441699564685443,-4.65271632296192,7.4362250741035725,6.172229842792996,5.3510825985833685,4.642375196927882,4.049427222696484,1.4597803122000048
