DATE,PCEPILFE
2002-07-01,77.8363333333333333
2002-10-01,78.1130000000000000
2003-01-01,78.3540000000000000
2003-04-01,78.6510000000000000
2003-07-01,79.0110000000000000
2003-10-01,79.3650000000000000
2004-01-01,79.8016666666666667
2004-04-01,80.2576666666666667
2004-07-01,80.5450000000000000
2004-10-01,80.9816666666666667
2005-01-01,81.5580000000000000
2005-04-01,81.9620000000000000
2005-07-01,82.2813333333333333
2005-10-01,82.8313333333333333
2006-01-01,83.3110000000000000
2006-04-01,83.9746666666666667
2006-07-01,84.4270000000000000
2006-10-01,84.7906666666666667
2007-01-01,85.3753333333333333
2007-04-01,85.7306666666666667
2007-07-01,86.1516666666666667
2007-10-01,86.7473333333333333
2008-01-01,87.2066666666666667
2008-04-01,87.5730000000000000
2008-07-01,88.0200000000000000
2008-10-01,87.9506666666666667
2009-01-01,87.9496666666666667
2009-04-01,88.2940000000000000
2009-07-01,88.6073333333333333
2009-10-01,89.1593333333333333
2010-01-01,89.4643333333333333
2010-04-01,89.7053333333333333
2010-07-01,89.8433333333333333
2010-10-01,90.1273333333333333
2011-01-01,90.5230000000000000
2011-04-01,91.0523333333333333
2011-07-01,91.4680000000000000
2011-10-01,91.7940000000000000
2012-01-01,92.3733333333333333
2012-04-01,92.7553333333333333
2012-07-01,93.0233333333333333
2012-10-01,93.4346666666666667
2013-01-01,93.7996666666666667
2013-04-01,94.0643333333333333
2013-07-01,94.4343333333333333
2013-10-01,94.8413333333333333
2014-01-01,95.1410000000000000
2014-04-01,95.5563333333333333
2014-07-01,95.9153333333333333
2014-10-01,96.1753333333333333
2015-01-01,96.3360000000000000
2015-04-01,96.7653333333333333
2015-07-01,97.0766666666666667
2015-10-01,97.3186666666666667
2016-01-01,97.7263333333333333
2016-04-01,98.2623333333333333
2016-07-01,98.6886666666666667
2016-10-01,99.0286666666666667
2017-01-01,99.4883333333333333
2017-04-01,99.8210000000000000
2017-07-01,100.1226666666666667
2017-10-01,100.5680000000000000
2018-01-01,101.2080000000000000
2018-04-01,101.7513333333333333
2018-07-01,102.0756666666666667
2018-10-01,102.5523333333333333
2019-01-01,102.9620000000000000
2019-04-01,103.4136666666666667
2019-07-01,103.8020000000000000
2019-10-01,104.1310000000000000
2020-01-01,104.5750000000000000
2020-04-01,104.3760000000000000
2020-07-01,105.1773333333333333
2020-10-01,105.6403333333333333
2021-01-01,106.5703333333333333
2021-04-01,108.1386666666666667
2021-07-01,109.4206666666666667
2021-10-01,110.8136666666666667
2022-01-01,112.4296666666666667
2022-04-01,113.7336666666666667
2022-07-01,115.1260000000000000
2022-10-01,116.4573333333333333
2023-01-01,117.8743333333333333
2023-04-01,118.9383333333333333
2023-07-01,119.5410000000000000
2023-10-01,120.1563333333333333
2024-01-01,.
