date,50.0% LB,50.0% UB,mean,HLW,,,date,50.0% LB,50.0% UB,mean,,,,Date,With FG,WithoutFG
6/30/2022,0.848611038,0.848611038,0.848611038,1.1985954,,,6/30/2022,0.728132138,0.728132138,0.728132138,1.1985954,,,6/30/2022,0.728132138,0.848611038
9/30/2022,0.946176046,0.946176046,0.946176046,1.288080337,,,9/30/2022,0.673334232,0.673334232,0.673334232,1.288080337,,,9/30/2022,0.673334232,0.946176046
12/31/2022,0.879145475,0.879145475,0.879145475,1.248207993,,,12/31/2022,0.966467512,0.966467512,0.966467512,1.248207993,,,12/31/2022,0.966467512,0.879145475
3/31/2023,1.233456336,1.233456336,1.233456336,1.184529318,,,3/31/2023,1.427154133,1.427154133,1.427154133,1.184529318,,,3/31/2023,1.427154133,1.233456336
6/30/2023,1.251859088,1.251859088,1.251859088,1.050806665,,,6/30/2023,1.460605501,1.460605501,1.460605501,1.050806665,,,6/30/2023,1.460605501,1.251859088
9/30/2023,1.512253087,1.512253087,1.512253087,0.981643838,,,9/30/2023,1.905230485,1.905230485,1.905230485,0.981643838,,,9/30/2023,1.905230485,1.512253087
12/31/2023,1.486136807,1.486136807,1.486136807,0.86495256,,,12/31/2023,1.772938133,1.772938133,1.772938133,0.86495256,,,12/31/2023,1.772938133,1.486136807
3/31/2024,1.666082135,1.666082135,1.666082135,0.890724913,,,3/31/2024,1.94972234,1.94972234,1.94972234,0.890724913,,,3/31/2024,1.94972234,1.666082135
6/30/2024,1.600200088,1.600200088,1.600200088,0.85779552,,,6/30/2024,1.568128177,1.568128177,1.568128177,0.85779552,,,6/30/2024,1.568128177,1.600200088
9/30/2024,1.469302143,1.469302143,1.469302143,0.819236906,,,9/30/2024,1.330587925,1.330587925,1.330587925,0.819236906,,,9/30/2024,1.330587925,1.469302143
,,,,1.3203,,,,,,,1.3203,,,,,
,,,,1.3521,,,,,,,1.3521,,,,,
,,,,1.373,,,,,,,1.373,,,,,
