Date,HLW_minus_DSGE,PolicyRate,Inflation,Output,ExAnteRealRate,RealNaturalRate
2020-06-30,0.0,0.9757113370130188,0.5008100902684821,0.0,0.4757113370130295,0.47334461394330507
2020-09-30,0.46795527047785096,0.9709500191646502,0.49888452244431286,-0.011958533092741848,0.4728654940620722,0.46543476268411116
2020-12-31,0.696927316925227,1.1080293761413589,0.5550209140712213,0.3324390730135855,0.5539884114737751,0.6972221665608085
2021-03-31,0.903712493949631,1.3358504801134299,0.62709512911859,0.901610661979624,0.7134524449842429,0.9588234087426146
2021-06-30,0.929338556296011,1.5006174670714119,0.6585773684345998,1.3071360165022483,0.8509733263413448,1.0368941826906082
2021-09-30,0.878133585001101,1.5605373722620737,0.6553194140596065,1.4460251142767058,0.915391601152929,0.9923385777503536
2021-12-31,0.8624735611599019,1.5737769866640943,0.6489679274711784,1.467523223958563,0.933979818975511,0.958541004498936
2022-03-31,0.791865875875893,1.5325920813277465,0.6289217419409964,1.3535190385031495,0.911755634389021,0.8746708229605329
2022-06-30,0.670572813327053,1.4263874958677656,0.5916215509940485,1.0784167505853421,0.8411124387436432,0.730434862209136
2022-09-30,0.7629969530464971,1.410721849757897,0.6015512385877455,1.034086280032916,0.8132253647571918,0.7936767867495984
2022-12-31,0.6917753853819211,1.3690812062309676,0.5888861132040831,0.9253900730411362,0.7848971870189193,0.7384777095652337
2023-03-31,1.042794580447821,1.5559311698674183,0.6716868500888074,1.3914279543011303,0.8887937307762741,1.085592457904185
2023-06-30,1.058715000520901,1.7075600320837223,0.7068883773183777,1.7646237165991239,1.0104347983418616,1.17967905717168
2023-09-30,1.317415564718091,1.9531245942339555,0.7824222923071972,2.369943435553663,1.1827376483799492,1.457794054812024
2023-12-31,1.290376176358321,2.0966786500490517,0.8026297677755418,2.7139557944279815,1.310105943674177,1.484618847285851
2024-03-31,1.470147025015361,2.280568729796985,0.8528530655244582,3.156870787208537,1.4444424066106547,1.663396174806002
2024-06-30,1.4048452696264508,2.356711988780906,0.8545730709117343,3.3265568260249987,1.521001809895401,1.6282080261559786
2024-09-30,1.275290194263661,2.3093881753207333,0.8219871223522107,3.186022231648736,1.505373728222576,1.4793547024647697
