date,50.0% LB,50.0% UB,mean,HLW,,,date,50.0% LB,50.0% UB,mean,,,,Date,With FG,WithoutFG
6/30/1978,5.417013906,5.417013906,5.417013906,2.49153966,,,6/30/1978,5.417013906,5.417013906,5.417013906,,,,6/30/1978,5.417013906,5.331874107
9/30/1978,6.000227186,6.000227186,6.000227186,2.40081999,,,9/30/1978,6.000227186,6.000227186,6.000227186,,,,9/30/1978,6.000227186,5.914510939
12/31/1978,6.094203325,6.094203325,6.094203325,2.489939972,,,12/31/1978,6.094203325,6.094203325,6.094203325,,,,12/31/1978,6.094203325,6.007910228
3/31/1979,5.642704335,5.642704335,5.642704335,2.477548638,,,3/31/1979,5.642704335,5.642704335,5.642704335,,,,3/31/1979,5.642704335,5.555834291
6/30/1979,6.49039161,6.49039161,6.49039161,2.68656844,,,6/30/1979,6.49039161,6.49039161,6.49039161,,,,6/30/1979,6.49039161,6.402944849
9/30/1979,6.931997845,6.931997845,6.931997845,2.700626261,,,9/30/1979,6.931997845,6.931997845,6.931997845,,,,9/30/1979,6.931997845,6.843974948
12/31/1979,8.003850229,8.003850229,8.003850229,2.810431134,,,12/31/1979,8.003850229,8.003850229,8.003850229,,,,12/31/1979,8.003850229,7.915252173
3/31/1980,8.168923562,8.168923562,8.168923562,2.960925794,,,3/31/1980,8.168923562,8.168923562,8.168923562,,,,3/31/1980,8.168923562,8.079751769
6/30/1980,8.085339151,8.085339151,8.085339151,2.69442602,,,6/30/1980,8.085339151,8.085339151,8.085339151,,,,6/30/1980,8.085339151,7.995595546
9/30/1980,7.949346077,7.949346077,7.949346077,2.621569052,,,9/30/1980,7.949346077,7.949346077,7.949346077,,,,9/30/1980,7.949346077,7.85903317
12/31/1980,8.33955354,8.33955354,8.33955354,2.6009883,,,12/31/1980,8.33955354,8.33955354,8.33955354,,,,12/31/1980,8.33955354,8.248674516
3/31/1981,8.611373535,8.611373535,8.611373535,2.637514488,,,3/31/1981,8.611373535,8.611373535,8.611373535,,,,3/31/1981,8.611373535,8.519932364
6/30/1981,9.698112467,9.698112467,9.698112467,2.605557786,,,6/30/1981,9.698112467,9.698112467,9.698112467,,,,6/30/1981,9.698112467,9.606114034
9/30/1981,10.00319983,10.00319983,10.00319983,2.614960605,,,9/30/1981,10.00319983,10.00319983,10.00319983,,,,9/30/1981,10.00319983,9.910650101
12/31/1981,9.73714052,9.73714052,9.73714052,2.606827798,,,12/31/1981,9.73714052,9.73714052,9.73714052,,,,12/31/1981,9.73714052,9.644046729
3/31/1982,9.013949634,9.013949634,9.013949634,2.460073736,,,3/31/1982,9.013949634,9.013949634,9.013949634,,,,3/31/1982,9.013949634,8.92032053
6/30/1982,8.915866594,8.915866594,8.915866594,2.426501649,,,6/30/1982,8.915866594,8.915866594,8.915866594,,,,6/30/1982,8.915866594,8.821712729
9/30/1982,8.43259705,8.43259705,8.43259705,2.202515473,,,9/30/1982,8.43259705,8.43259705,8.43259705,,,,9/30/1982,8.43259705,8.337931147
12/31/1982,8.149011094,8.149011094,8.149011094,2.121587723,,,12/31/1982,8.149011094,8.149011094,8.149011094,,,,12/31/1982,8.149011094,8.053848504
3/31/1983,7.569917006,7.569917006,7.569917006,2.095769087,,,3/31/1983,7.569917006,7.569917006,7.569917006,,,,3/31/1983,7.569917006,7.474276285
6/30/1983,7.645931566,7.645931566,7.645931566,2.084054145,,,6/30/1983,7.645931566,7.645931566,7.645931566,,,,6/30/1983,7.645931566,7.549835209
9/30/1983,7.696179881,7.696179881,7.696179881,2.047467502,,,9/30/1983,7.696179881,7.696179881,7.696179881,,,,9/30/1983,7.696179881,7.599655258
12/31/1983,7.827872883,7.827872883,7.827872883,2.116211871,,,12/31/1983,7.827872883,7.827872883,7.827872883,,,,12/31/1983,7.827872883,7.730953442
3/31/1984,7.427616645,7.427616645,7.427616645,2.056374316,,,3/31/1984,7.427616645,7.427616645,7.427616645,,,,3/31/1984,7.427616645,7.330343464
6/30/1984,7.013230157,7.013230157,7.013230157,1.775325422,,,6/30/1984,7.013230157,7.013230157,7.013230157,,,,6/30/1984,7.013230157,6.915653945
9/30/1984,6.721145503,6.721145503,6.721145503,1.803111153,,,9/30/1984,6.721145503,6.721145503,6.721145503,,,,9/30/1984,6.721145503,6.623329188
12/31/1984,6.569674247,6.569674247,6.569674247,1.792326739,,,12/31/1984,6.569674247,6.569674247,6.569674247,,,,12/31/1984,6.569674247,6.471696299
3/31/1985,6.498568532,6.498568532,6.498568532,1.771763333,,,3/31/1985,6.498568532,6.498568532,6.498568532,,,,3/31/1985,6.498568532,6.400527176
6/30/1985,6.335412919,6.335412919,6.335412919,1.851379353,,,6/30/1985,6.335412919,6.335412919,6.335412919,,,,6/30/1985,6.335412919,6.237461489
9/30/1985,6.043198185,6.043198185,6.043198185,1.622669362,,,9/30/1985,6.043198185,6.043198185,6.043198185,,,,9/30/1985,6.043198185,5.945298099
12/31/1985,5.626274325,5.626274325,5.626274325,1.616169198,,,12/31/1985,5.626274325,5.626274325,5.626274325,,,,12/31/1985,5.626274325,5.528391238
3/31/1986,5.441406702,5.441406702,5.441406702,1.286302893,,,3/31/1986,5.441406702,5.441406702,5.441406702,,,,3/31/1986,5.441406702,5.343509865
6/30/1986,4.97928495,4.97928495,4.97928495,1.435016584,,,6/30/1986,4.97928495,4.97928495,4.97928495,,,,6/30/1986,4.97928495,4.881346788
9/30/1986,4.780360909,4.780360909,4.780360909,1.361054979,,,9/30/1986,4.780360909,4.780360909,4.780360909,,,,9/30/1986,4.780360909,4.682356699
12/31/1986,4.974227324,4.974227324,4.974227324,1.276387016,,,12/31/1986,4.974227324,4.974227324,4.974227324,,,,12/31/1986,4.974227324,4.876134879
3/31/1987,5.009301213,5.009301213,5.009301213,1.235272837,,,3/31/1987,5.009301213,5.009301213,5.009301213,,,,3/31/1987,5.009301213,4.911100578
6/30/1987,5.330545936,5.330545936,5.330545936,1.536136556,,,6/30/1987,5.330545936,5.330545936,5.330545936,,,,6/30/1987,5.330545936,5.232219117
9/30/1987,5.454864802,5.454864802,5.454864802,1.625902782,,,9/30/1987,5.454864802,5.454864802,5.454864802,,,,9/30/1987,5.454864802,5.356395527
12/31/1987,5.380617005,5.380617005,5.380617005,1.706689835,,,12/31/1987,5.380617005,5.380617005,5.380617005,,,,12/31/1987,5.380617005,5.281990513
3/31/1988,4.662829798,4.662829798,4.662829798,1.646794394,,,3/31/1988,4.662829798,4.662829798,4.662829798,,,,3/31/1988,4.662829798,4.564032622
6/30/1988,4.653361366,4.653361366,4.653361366,1.708404521,,,6/30/1988,4.653361366,4.653361366,4.653361366,,,,6/30/1988,4.653361366,4.554381732
9/30/1988,5.13005444,5.13005444,5.13005444,1.889483192,,,9/30/1988,5.13005444,5.13005444,5.13005444,,,,9/30/1988,5.13005444,5.030881433
12/31/1988,5.151000415,5.151000415,5.151000415,1.973935264,,,12/31/1988,5.151000415,5.151000415,5.151000415,,,,12/31/1988,5.151000415,5.051624145
3/31/1989,5.703564235,5.703564235,5.703564235,2.10237123,,,3/31/1989,5.703564235,5.703564235,5.703564235,,,,3/31/1989,5.703564235,5.603975735
6/30/1989,5.861249151,5.861249151,5.861249151,2.214894716,,,6/30/1989,5.861249151,5.861249151,5.861249151,,,,6/30/1989,5.861249151,5.761440275
9/30/1989,6.100510767,6.100510767,6.100510767,2.164347103,,,9/30/1989,6.100510767,6.100510767,6.100510767,,,,9/30/1989,6.100510767,6.000474083
12/31/1989,6.405528574,6.405528574,6.405528574,2.305519159,,,12/31/1989,6.405528574,6.405528574,6.405528574,,,,12/31/1989,6.405528574,6.305257256
3/31/1990,6.559905595,6.559905595,6.559905595,2.487687419,,,3/31/1990,6.559905595,6.559905595,6.559905595,,,,3/31/1990,6.559905595,6.45939331
6/30/1990,6.385561477,6.385561477,6.385561477,2.412046819,,,6/30/1990,6.385561477,6.385561477,6.385561477,,,,6/30/1990,6.385561477,6.28480227
9/30/1990,6.509411851,6.509411851,6.509411851,2.453184596,,,9/30/1990,6.509411851,6.509411851,6.509411851,,,,9/30/1990,6.509411851,6.40840002
12/31/1990,6.803095679,6.803095679,6.803095679,2.549113873,,,12/31/1990,6.803095679,6.803095679,6.803095679,,,,12/31/1990,6.803095679,6.701825649
3/31/1991,6.646887885,6.646887885,6.646887885,2.599897561,,,3/31/1991,6.646887885,6.646887885,6.646887885,,,,3/31/1991,6.646887885,6.545354078
6/30/1991,6.411163685,6.411163685,6.411163685,2.648337328,,,6/30/1991,6.411163685,6.411163685,6.411163685,,,,6/30/1991,6.411163685,6.309360382
9/30/1991,6.395975278,6.395975278,6.395975278,2.696197442,,,9/30/1991,6.395975278,6.395975278,6.395975278,,,,9/30/1991,6.395975278,6.293896472
12/31/1991,6.574509064,6.574509064,6.574509064,2.737937634,,,12/31/1991,6.574509064,6.574509064,6.574509064,,,,12/31/1991,6.574509064,6.472148317
3/31/1992,6.60279172,6.60279172,6.60279172,2.891435314,,,3/31/1992,6.60279172,6.60279172,6.60279172,,,,3/31/1992,6.60279172,6.500142001
6/30/1992,6.674761529,6.674761529,6.674761529,2.590422754,,,6/30/1992,6.674761529,6.674761529,6.674761529,,,,6/30/1992,6.674761529,6.571815053
9/30/1992,7.183886662,7.183886662,7.183886662,2.399234762,,,9/30/1992,7.183886662,7.183886662,7.183886662,,,,9/30/1992,7.183886662,7.080634719
12/31/1992,7.019119262,7.019119262,7.019119262,2.351849794,,,12/31/1992,7.019119262,7.019119262,7.019119262,,,,12/31/1992,7.019119262,6.915552033
3/31/1993,6.120926523,6.120926523,6.120926523,2.328316214,,,3/31/1993,6.120926523,6.120926523,6.120926523,,,,3/31/1993,6.120926523,6.017032893
6/30/1993,5.469953027,5.469953027,5.469953027,2.306142758,,,6/30/1993,5.469953027,5.469953027,5.469953027,,,,6/30/1993,5.469953027,5.36572038
9/30/1993,4.85975691,4.85975691,4.85975691,2.356860212,,,9/30/1993,4.85975691,4.85975691,4.85975691,,,,9/30/1993,4.85975691,4.755170914
12/31/1993,4.417013736,4.417013736,4.417013736,2.302366667,,,12/31/1993,4.417013736,4.417013736,4.417013736,,,,12/31/1993,4.417013736,4.312058114
3/31/1994,4.053747121,4.053747121,4.053747121,2.284283947,,,3/31/1994,4.053747121,4.053747121,4.053747121,,,,3/31/1994,4.053747121,3.948403397
6/30/1994,3.950212118,3.950212118,3.950212118,2.305766257,,,6/30/1994,3.950212118,3.950212118,3.950212118,,,,6/30/1994,3.950212118,3.844459346
9/30/1994,4.073647195,4.073647195,4.073647195,2.361889931,,,9/30/1994,4.073647195,4.073647195,4.073647195,,,,9/30/1994,4.073647195,3.967461655
12/31/1994,4.020804125,4.020804125,4.020804125,2.363134496,,,12/31/1994,4.020804125,4.020804125,4.020804125,,,,12/31/1994,4.020804125,3.914158979
3/31/1995,4.368877065,4.368877065,4.368877065,2.323633019,,,3/31/1995,4.368877065,4.368877065,4.368877065,,,,3/31/1995,4.368877065,4.261741955
6/30/1995,4.409441668,4.409441668,4.409441668,2.335633582,,,6/30/1995,4.409441668,4.409441668,4.409441668,,,,6/30/1995,4.409441668,4.301782246
9/30/1995,3.937586997,3.937586997,3.937586997,2.261581632,,,9/30/1995,3.937586997,3.937586997,3.937586997,,,,9/30/1995,3.937586997,3.829364333
12/31/1995,3.788101162,3.788101162,3.788101162,2.165902933,,,12/31/1995,3.788101162,3.788101162,3.788101162,,,,12/31/1995,3.788101162,3.679271007
3/31/1996,3.489155144,3.489155144,3.489155144,2.139835712,,,3/31/1996,3.489155144,3.489155144,3.489155144,,,,3/31/1996,3.489155144,3.379666956
6/30/1996,3.081341006,3.081341006,3.081341006,2.223870866,,,6/30/1996,3.081341006,3.081341006,3.081341006,,,,6/30/1996,3.081341006,2.971136653
9/30/1996,3.109086205,3.109086205,3.109086205,2.003335852,,,9/30/1996,3.109086205,3.109086205,3.109086205,,,,9/30/1996,3.109086205,2.998098182
12/31/1996,2.825036452,2.825036452,2.825036452,1.998985607,,,12/31/1996,2.825036452,2.825036452,2.825036452,,,,12/31/1996,2.825036452,2.713185409
3/31/1997,2.823193416,2.823193416,2.823193416,1.981832958,,,3/31/1997,2.823193416,2.823193416,2.823193416,,,,3/31/1997,2.823193416,2.7103847
6/30/1997,2.66557975,2.66557975,2.66557975,2.052405717,,,6/30/1997,2.66557975,2.66557975,2.66557975,,,,6/30/1997,2.66557975,2.551698574
9/30/1997,2.610793729,2.610793729,2.610793729,2.13975315,,,9/30/1997,2.610793729,2.610793729,2.610793729,,,,9/30/1997,2.610793729,2.495698496
12/31/1997,2.56678404,2.56678404,2.56678404,2.21786069,,,12/31/1997,2.56678404,2.56678404,2.56678404,,,,12/31/1997,2.56678404,2.450297363
3/31/1998,2.344176325,2.344176325,2.344176325,2.123122091,,,3/31/1998,2.344176325,2.344176325,2.344176325,,,,3/31/1998,2.344176325,2.226299002
6/30/1998,2.256705266,2.256705266,2.256705266,2.203993925,,,6/30/1998,2.256705266,2.256705266,2.256705266,,,,6/30/1998,2.256705266,2.137220062
9/30/1998,2.117383201,2.117383201,2.117383201,2.129520277,,,9/30/1998,2.117383201,2.117383201,2.117383201,,,,9/30/1998,2.117383201,1.996314463
12/31/1998,1.764826008,1.764826008,1.764826008,1.955396146,,,12/31/1998,1.764826008,1.764826008,1.764826008,,,,12/31/1998,1.764826008,1.642109067
3/31/1999,1.523575667,1.523575667,1.523575667,2.039744806,,,3/31/1999,1.523575667,1.523575667,1.523575667,,,,3/31/1999,1.523575667,1.399098681
6/30/1999,1.559300376,1.559300376,1.559300376,1.950356285,,,6/30/1999,1.559300376,1.559300376,1.559300376,,,,6/30/1999,1.559300376,1.432915238
9/30/1999,1.788049464,1.788049464,1.788049464,2.071045211,,,9/30/1999,1.788049464,1.788049464,1.788049464,,,,9/30/1999,1.788049464,1.659592866
12/31/1999,2.051416098,2.051416098,2.051416098,2.154791765,,,12/31/1999,2.051416098,2.051416098,2.051416098,,,,12/31/1999,2.051416098,1.920706476
3/31/2000,2.181139303,2.181139303,2.181139303,2.237622659,,,3/31/2000,2.181139303,2.181139303,2.181139303,,,,3/31/2000,2.181139303,2.047987113
6/30/2000,2.474442565,2.474442565,2.474442565,2.233430893,,,6/30/2000,2.474442565,2.474442565,2.474442565,,,,6/30/2000,2.474442565,2.338668885
9/30/2000,2.575502078,2.575502078,2.575502078,2.400805524,,,9/30/2000,2.575502078,2.575502078,2.575502078,,,,9/30/2000,2.575502078,2.436702782
12/31/2000,2.600616132,2.600616132,2.600616132,2.423037122,,,12/31/2000,2.600616132,2.600616132,2.600616132,,,,12/31/2000,2.600616132,2.458535137
3/31/2001,2.439225904,2.439225904,2.439225904,2.593381804,,,3/31/2001,2.439225904,2.439225904,2.439225904,,,,3/31/2001,2.439225904,2.29355736
6/30/2001,2.404111739,2.404111739,2.404111739,2.834403599,,,6/30/2001,2.404111739,2.404111739,2.404111739,,,,6/30/2001,2.404111739,2.254502634
9/30/2001,2.134472363,2.134472363,2.134472363,2.594183088,,,9/30/2001,2.134472363,2.134472363,2.134472363,,,,9/30/2001,2.134472363,1.980525918
12/31/2001,1.60268916,1.60268916,1.60268916,2.517627666,,,12/31/2001,1.60268916,1.60268916,1.60268916,,,,12/31/2001,1.60268916,1.443959032
3/31/2002,1.583176243,1.583176243,1.583176243,2.61055479,,,3/31/2002,1.583176243,1.583176243,1.583176243,,,,3/31/2002,1.583176243,1.419161684
6/30/2002,1.68705509,1.68705509,1.68705509,2.399257848,,,6/30/2002,1.68705509,1.68705509,1.68705509,,,,6/30/2002,1.68705509,1.517193527
9/30/2002,1.518557262,1.518557262,1.518557262,2.334543487,,,9/30/2002,1.518557262,1.518557262,1.518557262,,,,9/30/2002,1.518557262,1.342217714
12/31/2002,1.434612645,1.434612645,1.434612645,2.228433059,,,12/31/2002,1.434612645,1.434612645,1.434612645,,,,12/31/2002,1.434612645,1.251085536
3/31/2003,1.210295555,1.210295555,1.210295555,2.081131553,,,3/31/2003,1.210295555,1.210295555,1.210295555,,,,3/31/2003,1.210295555,1.018780909
6/30/2003,0.984871308,0.984871308,0.984871308,2.076067438,,,6/30/2003,0.984871308,0.984871308,0.984871308,,,,6/30/2003,0.984871308,0.78446511
9/30/2003,1.033652526,1.033652526,1.033652526,2.143414874,,,9/30/2003,1.033652526,1.033652526,1.033652526,,,,9/30/2003,1.033652526,0.823330951
12/31/2003,1.083173808,1.083173808,1.083173808,2.151805499,,,12/31/2003,1.083173808,1.083173808,1.083173808,,,,12/31/2003,1.083173808,0.861774996
3/31/2004,1.048695205,1.048695205,1.048695205,2.12098866,,,3/31/2004,1.048695205,1.048695205,1.048695205,,,,3/31/2004,1.048695205,0.814898196
6/30/2004,1.051848589,1.051848589,1.051848589,2.135576355,,,6/30/2004,1.051848589,1.051848589,1.051848589,,,,6/30/2004,1.051848589,0.804148988
9/30/2004,1.068960528,1.068960528,1.068960528,1.947455181,,,9/30/2004,1.068960528,1.068960528,1.068960528,,,,9/30/2004,1.068960528,0.805642426
12/31/2004,1.107629048,1.107629048,1.107629048,1.848908928,,,12/31/2004,1.107629048,1.107629048,1.107629048,,,,12/31/2004,1.107629048,0.826732615
3/31/2005,1.129509137,1.129509137,1.129509137,1.778061873,,,3/31/2005,1.129509137,1.129509137,1.129509137,,,,3/31/2005,1.129509137,0.828793272
6/30/2005,1.074828868,1.074828868,1.074828868,1.774233401,,,6/30/2005,1.074828868,1.074828868,1.074828868,,,,6/30/2005,1.074828868,0.751728149
9/30/2005,1.093012867,1.093012867,1.093012867,1.804233808,,,9/30/2005,1.093012867,1.093012867,1.093012867,,,,9/30/2005,1.093012867,0.744587964
12/31/2005,1.181604983,1.181604983,1.181604983,1.891494773,,,12/31/2005,1.181604983,1.181604983,1.181604983,,,,12/31/2005,1.181604983,0.804485553
3/31/2006,1.462104624,1.462104624,1.462104624,1.874755572,,,3/31/2006,1.462104624,1.462104624,1.462104624,,,,3/31/2006,1.462104624,1.052423569
6/30/2006,1.672211031,1.672211031,1.672211031,2.06509605,,,6/30/2006,1.672211031,1.672211031,1.672211031,,,,6/30/2006,1.672211031,1.225528835
9/30/2006,1.833921453,1.833921453,1.833921453,2.072933163,,,9/30/2006,1.833921453,1.833921453,1.833921453,,,,9/30/2006,1.833921453,1.345139121
12/31/2006,2.018519669,2.018519669,2.018519669,2.173648967,,,12/31/2006,2.018519669,2.018519669,2.018519669,,,,12/31/2006,2.018519669,1.48177852
3/31/2007,2.100516717,2.100516717,2.100516717,2.171800037,,,3/31/2007,2.100516717,2.100516717,2.100516717,,,,3/31/2007,2.100516717,1.509082678
6/30/2007,2.587347387,2.587347387,2.587347387,2.191405827,,,6/30/2007,2.587347387,2.587347387,2.587347387,,,,6/30/2007,2.587347387,1.933475957
9/30/2007,2.748328849,2.748328849,2.748328849,2.144568444,,,9/30/2007,2.748328849,2.748328849,2.748328849,,,,9/30/2007,2.748328849,2.023102681
12/31/2007,2.850204541,2.850204541,2.850204541,2.339408659,,,12/31/2007,2.850204541,2.850204541,2.850204541,,,,12/31/2007,2.850204541,2.043324111
3/31/2008,2.892231671,2.892231671,2.892231671,2.445706377,,,3/31/2008,2.892231671,2.892231671,2.892231671,,,,3/31/2008,2.892231671,1.991708556
6/30/2008,3.074115502,3.074115502,3.074115502,2.055313559,,,6/30/2008,3.074115502,3.074115502,3.074115502,,,,6/30/2008,3.074115502,2.065727595
9/30/2008,3.294424787,3.294424787,3.294424787,1.932232819,,,9/30/2008,3.294424787,3.294424787,3.294424787,,,,9/30/2008,3.294424787,2.160434088
12/31/2008,2.603320665,2.603320665,2.603320665,1.411323063,,,12/31/2008,2.603320665,2.603320665,2.603320665,,,,12/31/2008,2.603320665,1.053411034
3/31/2009,2.651857232,2.651857232,2.651857232,0.725371287,,,3/31/2009,2.651857232,2.651857232,2.651857232,,,,3/31/2009,2.651857232,0.556485745
6/30/2009,2.323427921,2.323427921,2.323427921,0.790427973,,,6/30/2009,2.323427921,2.323427921,2.323427921,,,,6/30/2009,2.323427921,0.416391506
9/30/2009,2.138033352,2.138033352,2.138033352,0.86453257,,,9/30/2009,2.138033352,2.138033352,2.138033352,,,,9/30/2009,2.138033352,0.438394634
12/31/2009,2.332414773,2.332414773,2.332414773,0.929310534,,,12/31/2009,2.332414773,2.332414773,2.332414773,,,,12/31/2009,2.332414773,0.352953461
3/31/2010,2.038339486,2.038339486,2.038339486,0.985867743,,,3/31/2010,2.038339486,2.038339486,2.038339486,,,,3/31/2010,2.038339486,0.483284755
6/30/2010,1.476984388,1.476984388,1.476984388,1.105565395,,,6/30/2010,1.476984388,1.476984388,1.476984388,,,,6/30/2010,1.476984388,0.289867967
9/30/2010,1.654030677,1.654030677,1.654030677,1.177497315,,,9/30/2010,1.654030677,1.654030677,1.654030677,,,,9/30/2010,1.654030677,0.174971931
12/31/2010,2.315298673,2.315298673,2.315298673,1.158641627,,,12/31/2010,2.315298673,2.315298673,2.315298673,,,,12/31/2010,2.315298673,0.163146942
3/31/2011,3.357405336,3.357405336,3.357405336,1.323658022,,,3/31/2011,3.357405336,3.357405336,3.357405336,,,,3/31/2011,3.357405336,0.299045141
6/30/2011,4.181198773,4.181198773,4.181198773,1.316700671,,,6/30/2011,4.181198773,4.181198773,4.181198773,,,,6/30/2011,4.181198773,0.391203762
9/30/2011,2.1053259,2.1053259,2.1053259,1.069096229,,,9/30/2011,2.1053259,2.1053259,2.1053259,,,,9/30/2011,2.1053259,0.199870149
12/31/2011,0.848369044,0.848369044,0.848369044,1.135550213,,,12/31/2011,0.848369044,0.848369044,0.848369044,,,,12/31/2011,0.848369044,0.061159626
3/31/2012,0.203069699,0.203069699,0.203069699,0.941045756,,,3/31/2012,0.203069699,0.203069699,0.203069699,,,,3/31/2012,0.203069699,-0.175778976
6/30/2012,-0.206608497,-0.206608497,-0.206608497,0.885767909,,,6/30/2012,-0.206608497,-0.206608497,-0.206608497,,,,6/30/2012,-0.206608497,-0.254773063
9/30/2012,-0.859333318,-0.859333318,-0.859333318,0.705202642,,,9/30/2012,-0.859333318,-0.859333318,-0.859333318,,,,9/30/2012,-0.859333318,-0.47362066
12/31/2012,-0.997432455,-0.997432455,-0.997432455,0.730955032,,,12/31/2012,-0.997432455,-0.997432455,-0.997432455,,,,12/31/2012,-0.997432455,-0.780268644
3/31/2013,-0.785184706,-0.785184706,-0.785184706,0.498291816,,,3/31/2013,-0.785184706,-0.785184706,-0.785184706,,,,3/31/2013,-0.785184706,-0.597785894
6/30/2013,-0.936821253,-0.936821253,-0.936821253,0.591053628,,,6/30/2013,-0.936821253,-0.936821253,-0.936821253,,,,6/30/2013,-0.936821253,-0.669915956
9/30/2013,-0.615239308,-0.615239308,-0.615239308,0.489901403,,,9/30/2013,-0.615239308,-0.615239308,-0.615239308,,,,9/30/2013,-0.615239308,-0.601225679
12/31/2013,-0.708821559,-0.708821559,-0.708821559,0.312564623,,,12/31/2013,-0.708821559,-0.708821559,-0.708821559,,,,12/31/2013,-0.708821559,-0.65244728
3/31/2014,-0.900723822,-0.900723822,-0.900723822,0.395204258,,,3/31/2014,-0.900723822,-0.900723822,-0.900723822,,,,3/31/2014,-0.900723822,-0.767275124
6/30/2014,-0.999173976,-0.999173976,-0.999173976,0.210505414,,,6/30/2014,-0.999173976,-0.999173976,-0.999173976,,,,6/30/2014,-0.999173976,-0.95556271
9/30/2014,-1.362606263,-1.362606263,-1.362606263,0.268446377,,,9/30/2014,-1.362606263,-1.362606263,-1.362606263,,,,9/30/2014,-1.362606263,-1.05591345
12/31/2014,-1.52638942,-1.52638942,-1.52638942,0.283139293,,,12/31/2014,-1.52638942,-1.52638942,-1.52638942,,,,12/31/2014,-1.52638942,-1.199184086
3/31/2015,-1.831976658,-1.831976658,-1.831976658,0.402148793,,,3/31/2015,-1.831976658,-1.831976658,-1.831976658,,,,3/31/2015,-1.831976658,-1.420472256
